???q?N??,???q?W??,"???~???J","???~????","???~???Q?]???l?^","?????{?P?f?]?l?^?q","?w???{?P?f?]?l?^?q","???~???Q?]???l?^?b?B","???~?O??","???L???q?ζO?l?b?B","???~?Q?q?]?l???^","???~?~???J?Τ??X","?|?e?b?Q?]?b?l?^","?ұo?|?O?Ρ]?Q?q?^","?~?????~???쥻?��b?Q?]?b?l?^","???~?????l?q","?X?֫e?D?ݦ@?P???????v?l?q","???��b?Q?]?b?l?^","???L???X?l?q?]?b?B?^","?X?֫e?D?ݦ@?P???????v???X?l?q?b?B","???��??X?l?q?`?B","?b?Q?]?b?l?^?k?ݩ??��??q?~?D","?b?Q?]?b?l?^?k?ݩ??@?P?????U?e???v?q","?b?Q?]?b?l?^?k?ݩ??D?????v?q","???X?l?q?`?B?k?ݩ??��??q?~?D","???X?l?q?`?B?k?ݩ??@?P?????U?e???v?q","???X?l?q?`?B?k?ݩ??D?????v?q","?򥻨C?Ѭվl?]???^",
"3443","?зN?q?l",2497499.00,1775111.00,722388.00,--,--,722388.00,607068.00,--,115320.00,17000.00,132320.00,22725.00,109595.00,--,--,109595.00,2777.00,--,112372.00,109595.00,--,--,112372.00,--,--,0.82,
"3450","?p?v",2429692.00,1990343.00,439349.00,--,--,439349.00,193789.00,--,245560.00,3803.00,249363.00,51799.00,197564.00,--,--,197564.00,52810.00,--,250374.00,168454.00,--,29110.00,196981.00,--,53393.00,2.20,
"3454","????",2075805.00,1125866.00,949939.00,0.00,0.00,949939.00,479016.00,--,470923.00,30606.00,501529.00,90141.00,411388.00,--,--,411388.00,4211.00,--,415599.00,409852.00,--,1536.00,414063.00,--,1536.00,5.81,
"3474","?بȬ?",21379337.00,18033227.00,3346110.00,--,--,3346110.00,269220.00,--,3076890.00,-218022.00,2858868.00,0.00,2858868.00,--,--,2858868.00,--,--,2858868.00,--,--,--,--,--,--,0.52,
"3481","?s?Х??q",228414818.00,205600572.00,22814246.00,--,--,22814246.00,11469191.00,--,11345055.00,-5406662.00,5938393.00,186926.00,5751467.00,--,--,5751467.00,2583318.00,--,8334785.00,5754507.00,--,-3040.00,8337271.00,--,-2486.00,0.65,
"3494","?۬?????",975805.00,790481.00,185324.00,--,--,185324.00,287364.00,--,-102040.00,-10831.00,-112871.00,-4000.00,-108871.00,--,--,-108871.00,43425.00,--,-65446.00,-93408.00,--,-15463.00,-49983.00,--,-15463.00,-0.68,
"3501","???Q????",2620830.00,1990109.00,630721.00,--,--,630721.00,332461.00,--,298260.00,67451.00,365711.00,86733.00,278978.00,--,--,278978.00,99589.00,--,378567.00,279298.00,--,-320.00,379215.00,--,-648.00,2.51,
"3504","????????",2710645.00,2023304.00,687341.00,--,--,687341.00,520321.00,0.00,167020.00,30878.00,197898.00,59344.00,138554.00,--,--,138554.00,99278.00,--,237832.00,138554.00,--,0.00,237832.00,--,0.00,1.21,
"3514","?R???෽",6685123.00,6635128.00,49995.00,0.00,--,49995.00,339216.00,--,-289221.00,-147547.00,-436768.00,-54812.00,-381956.00,--,--,-381956.00,-5144.00,--,-387100.00,-381956.00,--,--,-387100.00,--,--,-1.12,
"3515","??��",5278250.00,4114899.00,1163351.00,--,--,1163351.00,538244.00,--,625107.00,85592.00,710699.00,134872.00,575827.00,--,--,575827.00,79082.00,--,654909.00,576196.00,--,-369.00,655278.00,--,-369.00,5.01,
"3518","?f?ˬ???",691865.00,511299.00,180566.00,--,--,180566.00,229453.00,--,-48887.00,191245.00,142358.00,17499.00,124859.00,--,--,124859.00,179846.00,--,304705.00,124859.00,--,0.00,304705.00,--,0.00,1.48,
"3519","????",5767007.00,6787552.00,-1020545.00,--,--,-1020545.00,253195.00,--,-1273740.00,-15084.00,-1288824.00,-25144.00,-1263680.00,--,--,-1263680.00,136682.00,--,-1126998.00,-1291573.00,--,27893.00,-1181097.00,--,54099.00,-3.98,
"3532","?x?Ӭ?",4983632.00,4659787.00,323845.00,--,--,323845.00,138577.00,--,185268.00,11377.00,196645.00,73798.00,122847.00,--,--,122847.00,-31.00,--,122816.00,--,--,--,--,--,--,0.16,
"3533","?ſA?ݤl",3584727.00,2497858.00,1086869.00,--,--,1086869.00,743554.00,--,343315.00,89134.00,432449.00,123268.00,309181.00,--,--,309181.00,202144.00,--,511325.00,312539.00,--,-3358.00,514683.00,--,-3358.00,3.34,
"3535","???m??",171024.00,155996.00,15028.00,--,--,15028.00,106966.00,--,-91938.00,178.00,-91760.00,-14613.00,-77147.00,--,--,-77147.00,748.00,--,-76399.00,-77147.00,--,--,-76399.00,--,--,-0.98,
"3536","?۳Ь???",485743.00,466354.00,19389.00,--,--,19389.00,107619.00,--,-88230.00,31651.00,-56579.00,3368.00,-59947.00,--,--,-59947.00,46186.00,--,-13761.00,-60688.00,--,741.00,-20223.00,--,6462.00,-0.35,
"3545","???`",4890385.00,4048934.00,841451.00,--,--,841451.00,501965.00,--,339486.00,23586.00,363072.00,55045.00,308027.00,--,--,308027.00,97.00,--,308124.00,--,--,--,--,--,--,2.22,
"3550","?p?o",1999838.00,1710014.00,289824.00,--,--,289824.00,233151.00,--,56673.00,15682.00,72355.00,24603.00,47752.00,--,--,47752.00,60833.00,--,108585.00,45816.00,--,1936.00,103002.00,--,5583.00,0.54,
"3557","?ū¥??q",679117.00,609326.00,69791.00,--,--,69791.00,89322.00,3230.00,-16301.00,-18471.00,-34772.00,103.00,-34875.00,--,--,-34875.00,3694.00,--,-31181.00,-32402.00,--,-2473.00,-28708.00,--,-2473.00,-0.30,
"3559","??????",536105.00,374340.00,161765.00,--,--,161765.00,72411.00,--,89354.00,5270.00,94624.00,19870.00,74754.00,--,--,74754.00,-6.00,--,74748.00,--,--,--,--,--,--,0.63,
"3561","?@????",2711199.00,2727079.00,-15880.00,--,--,-15880.00,179532.00,--,-195412.00,-243558.00,-438970.00,29.00,-438999.00,--,--,-438999.00,94309.00,--,-344690.00,-438988.00,--,-11.00,-344692.00,--,2.00,-1.38,
"3573","?o?x",1998806.00,1864347.00,134459.00,--,--,134459.00,296777.00,--,-162318.00,58882.00,-103436.00,408.00,-103844.00,--,--,-103844.00,2902.00,--,-100942.00,-103844.00,--,--,-100942.00,--,--,-0.71,
"3576","?s????",6668249.00,6505886.00,162363.00,--,--,162363.00,539186.00,-139480.00,-516303.00,253247.00,-263056.00,1372.00,-264428.00,--,--,-264428.00,-37036.00,--,-301464.00,-262150.00,--,-2278.00,-299186.00,--,-2278.00,-0.54,
"3579","?|??",6078552.00,7072051.00,-993499.00,--,--,-993499.00,283916.00,--,-1277415.00,-23180.00,-1300595.00,-20729.00,-1279866.00,--,--,-1279866.00,140745.00,--,-1139121.00,-332514.00,--,-947352.00,-271227.00,--,-867894.00,-2.88,
"3583","????",1380685.00,967362.00,413323.00,--,--,413323.00,307487.00,--,105836.00,6349.00,112185.00,27801.00,84384.00,--,--,84384.00,7293.00,--,91677.00,84384.00,--,--,91677.00,--,--,1.08,
"3584","???????q",5391581.00,5140532.00,251049.00,--,--,251049.00,382029.00,--,-130980.00,56958.00,-74022.00,752.00,-74774.00,--,--,-74774.00,28327.00,--,-46447.00,-74774.00,--,--,-46447.00,--,--,-0.60,
"3588","?q??",505117.00,316534.00,188583.00,--,--,188583.00,132503.00,--,56080.00,16637.00,72717.00,11086.00,61631.00,--,--,61631.00,572.00,--,62203.00,61631.00,--,--,62203.00,--,--,1.37,
"3591","???ô?",1268506.00,1132544.00,135962.00,--,--,135962.00,181504.00,--,-45542.00,29087.00,-16455.00,1319.00,-17774.00,--,--,-17774.00,95250.00,--,77476.00,-15323.00,--,-2451.00,79750.00,--,-2274.00,-0.13,
"3593","?O??",163510.00,203963.00,-40453.00,--,--,-40453.00,112890.00,--,-153343.00,-66399.00,-219742.00,327.00,-220069.00,--,--,-220069.00,33600.00,--,-186469.00,-220069.00,--,0.00,-186469.00,--,0.00,-1.95,
"3596","????????",9066113.00,7770382.00,1295731.00,--,--,1295731.00,893153.00,--,402578.00,134217.00,536795.00,125195.00,411600.00,--,--,411600.00,15308.00,--,426908.00,368642.00,--,42958.00,383440.00,--,43468.00,2.62,
"3598","???O",4899420.00,4161044.00,738376.00,--,--,738376.00,544692.00,--,193684.00,19266.00,212950.00,36465.00,176485.00,--,--,176485.00,-1867.00,--,174618.00,176485.00,--,--,174618.00,--,--,2.60,
"3605","???P",1927481.00,1428087.00,499394.00,--,--,499394.00,473593.00,--,25801.00,33200.00,59001.00,22854.00,36147.00,--,--,36147.00,110585.00,--,146732.00,36147.00,--,--,146732.00,--,--,0.29,
"3607","???]",3526907.00,3056631.00,470276.00,--,--,470276.00,321039.00,16200.00,165437.00,64296.00,229733.00,49001.00,180732.00,--,--,180732.00,229661.00,--,410393.00,170815.00,--,9917.00,375835.00,--,34558.00,1.48,
"3617","?ӤѬ???",2253253.00,1309408.00,943845.00,--,--,943845.00,763670.00,--,180175.00,17433.00,197608.00,31087.00,166521.00,--,--,166521.00,27300.00,--,193821.00,171970.00,--,-5449.00,199354.00,--,-5533.00,2.17,
"3622","?v??",4811812.00,4201809.00,610003.00,--,--,610003.00,583501.00,--,26502.00,157216.00,183718.00,-17538.00,201256.00,-227697.00,--,-26441.00,183767.00,--,157326.00,-22024.00,--,-4417.00,161743.00,--,-4417.00,-0.15,
"3645","?F??",414077.00,320326.00,93751.00,--,--,93751.00,59688.00,--,34063.00,5890.00,39953.00,8090.00,31863.00,--,--,31863.00,342.00,--,32205.00,33789.00,--,-1926.00,34131.00,--,-1926.00,0.29,
"3653","????",1585599.00,1288120.00,297479.00,--,--,297479.00,236198.00,--,61281.00,-36110.00,25171.00,-7416.00,32587.00,--,--,32587.00,41287.00,--,73874.00,32587.00,--,--,73874.00,--,--,0.31,
"3661","F- ?@??",1122390.00,923892.00,198498.00,--,--,198498.00,275185.00,--,-76687.00,2930.00,-73757.00,1457.00,-75214.00,--,--,-75214.00,49455.00,--,-25759.00,-75214.00,--,0.00,-25759.00,0.00,0.00,-1.40,
"3665","F-?T?p",3369326.00,2389186.00,980140.00,--,--,980140.00,573996.00,--,406144.00,-60626.00,345518.00,75315.00,270203.00,--,--,270203.00,124686.00,--,394889.00,270203.00,--,--,394889.00,--,--,3.58,
"3669","???i",830728.00,386892.00,443836.00,--,--,443836.00,437945.00,--,5891.00,7085.00,12976.00,16756.00,-3780.00,--,--,-3780.00,8865.00,--,5085.00,-3780.00,--,--,5085.00,--,--,-0.04,
"3673","F-TPK",87717664.00,73476523.00,14241141.00,--,--,14241141.00,5601340.00,--,8639801.00,306417.00,8946218.00,952465.00,7993753.00,--,--,7993753.00,1335419.00,--,9329172.00,7782569.00,--,211184.00,9090351.00,--,238821.00,23.77,
"3679","?s?ܰ?",2237396.00,1939098.00,298298.00,--,--,298298.00,201455.00,--,96843.00,26147.00,122990.00,46946.00,76044.00,--,--,76044.00,173754.00,--,249798.00,76044.00,--,--,249798.00,--,--,0.94,
"3682","?Ȥӹq?H",10736797.00,6958394.00,3778403.00,0.00,0.00,3778403.00,2595805.00,--,1182598.00,87525.00,1270123.00,84.00,1270039.00,--,--,1270039.00,--,--,1270039.00,1270039.00,--,--,1270039.00,--,--,0.39,
"3686","?F??",373258.00,693554.00,-320296.00,--,--,-320296.00,44520.00,--,-364816.00,-18322.00,-383138.00,-58960.00,-324178.00,--,--,-324178.00,2164.00,--,-322014.00,--,--,--,--,--,--,-1.28,
"3694","???ج???",2978194.00,2599910.00,378284.00,--,--,378284.00,542857.00,--,-164573.00,22560.00,-142013.00,-14850.00,-127163.00,--,--,-127163.00,52434.00,--,-74729.00,-127163.00,--,--,-74729.00,--,--,-0.98,
"3698","???F",6733014.00,5866008.00,867006.00,--,--,867006.00,568056.00,--,298950.00,542780.00,841730.00,103980.00,737750.00,--,--,737750.00,40556.00,--,778306.00,748879.00,--,-11129.00,789403.00,--,-11097.00,1.49,
"3701","?j???뱱",5925079.00,5408093.00,516986.00,--,--,516986.00,847169.00,--,-330183.00,-1684.00,-331867.00,-4998.00,-326869.00,--,--,-326869.00,265512.00,--,-61357.00,-232641.00,--,-94228.00,-95939.00,--,34582.00,-0.73,
"3702","?j?p?j",187214589.00,178188680.00,9025909.00,--,--,9025909.00,5957023.00,--,3068886.00,-91230.00,2977656.00,559323.00,2418333.00,--,--,2418333.00,1246285.00,--,3664618.00,2417381.00,--,952.00,3661870.00,--,2748.00,1.46,
"3703","?Y???뱱",7166184.00,6755907.00,410277.00,--,--,410277.00,454898.00,--,-44621.00,63659.00,19038.00,89004.00,-69966.00,--,--,-69966.00,24837.00,--,-45129.00,-72278.00,--,2312.00,-56443.00,--,11314.00,-0.09,
"3704","?X?Ա?",7529294.00,5917238.00,1612056.00,--,--,1612056.00,1863029.00,--,-250973.00,170921.00,-80052.00,34174.00,-114226.00,--,--,-114226.00,83436.00,--,-30790.00,-113443.00,--,-783.00,-29872.00,--,-918.00,-0.24,
"3705","?ëH",2351305.00,1226658.00,1124647.00,--,--,1124647.00,847611.00,--,277036.00,68790.00,345826.00,67420.00,278406.00,--,--,278406.00,34630.00,--,313036.00,277837.00,--,569.00,307096.00,--,5940.00,1.10,
"4104","????",2747972.00,2174863.00,573109.00,28365.00,29415.00,574159.00,446806.00,--,127353.00,121977.00,249330.00,51650.00,197680.00,--,--,197680.00,252778.00,--,450458.00,174673.00,--,23007.00,406848.00,--,43610.00,1.55,
"4106","ܦ??",1001638.00,580972.00,420666.00,--,--,420666.00,304665.00,--,116001.00,8793.00,124794.00,39936.00,84858.00,--,--,84858.00,5085.00,--,89943.00,78521.00,--,6337.00,88560.00,--,1383.00,0.94,
"4108","?h?S",90890.00,87455.00,3435.00,0.00,0.00,3435.00,76155.00,0.00,-72720.00,51043.00,-21677.00,24.00,-21701.00,0.00,--,-21701.00,-56486.00,--,-78187.00,-20235.00,--,-1466.00,-75285.00,--,-2902.00,-0.12,
"4119","???I?s??",644017.00,442891.00,201126.00,--,--,201126.00,76820.00,--,124306.00,-3004.00,121302.00,21083.00,100219.00,--,--,100219.00,1195.00,--,101414.00,100219.00,--,--,101414.00,--,--,2.03,
"4133","?ȿժk",245931.00,118361.00,127570.00,--,--,127570.00,79907.00,--,47663.00,5769.00,53432.00,8732.00,44700.00,--,--,44700.00,0.00,--,44700.00,--,--,--,--,--,--,0.75,
"4141","F - ?s?O",3518964.00,2190085.00,1328879.00,--,--,1328879.00,1250975.00,0.00,77904.00,-169421.00,-91517.00,37889.00,-129406.00,--,--,-129406.00,152544.00,--,23138.00,-129406.00,0.00,0.00,23138.00,0.00,0.00,-1.05,
"4142","?????ͧ?",148321.00,330854.00,-182533.00,--,--,-182533.00,117180.00,--,-299713.00,-9535.00,-309248.00,0.00,-309248.00,--,--,-309248.00,-532.00,--,-309780.00,--,--,--,--,--,--,-1.68,
"4144","F-?d?p",912216.00,410535.00,501681.00,--,--,501681.00,342666.00,--,159015.00,150111.00,309126.00,54961.00,254165.00,--,--,254165.00,194424.00,--,448589.00,239323.00,--,14842.00,429075.00,--,19514.00,3.42,
"4164","?ӷ~??",768017.00,537421.00,230596.00,--,--,230596.00,114888.00,--,115708.00,2202.00,117910.00,27220.00,90690.00,--,--,90690.00,4891.00,--,95581.00,92902.00,--,-2212.00,97793.00,--,-2212.00,0.77,
"4306","???w",9642381.00,8132756.00,1509625.00,--,--,1509625.00,790628.00,--,718997.00,73345.00,792342.00,60798.00,731544.00,--,--,731544.00,377122.00,--,1108666.00,583371.00,--,148173.00,802873.00,--,305793.00,1.47,
"4414","?p??",1414231.00,1216318.00,197913.00,--,--,197913.00,140944.00,--,56969.00,-12282.00,44687.00,-598.00,45285.00,--,--,45285.00,14330.00,--,59615.00,45285.00,--,--,59615.00,--,--,0.74,
"4426","?Q?Թ??~",547118.00,340980.00,206138.00,--,--,206138.00,96716.00,--,109422.00,4466.00,113888.00,21310.00,92578.00,--,--,92578.00,197.00,--,92775.00,92578.00,--,--,92775.00,--,--,1.45,
"4526","?F?x",3548609.00,2717317.00,831292.00,--,--,831292.00,666567.00,--,164725.00,74742.00,239467.00,55553.00,183914.00,--,--,183914.00,79270.00,--,263184.00,153713.00,--,30201.00,228223.00,--,34961.00,0.68,
"4532","?紼???K",8587544.00,7114474.00,1473070.00,--,--,1473070.00,667718.00,--,805352.00,-14.00,805338.00,259588.00,545750.00,--,--,545750.00,313452.00,--,859202.00,461003.00,--,84747.00,748542.00,--,110660.00,1.01,
"4536","?ݳ?",2809788.00,2013795.00,795993.00,--,--,795993.00,460173.00,--,335820.00,99000.00,434820.00,103013.00,331807.00,0.00,--,331807.00,138650.00,--,470457.00,300346.00,--,31461.00,428831.00,--,41626.00,3.67,
"4722","?????ƾ?",2381335.00,2108605.00,272730.00,--,--,272730.00,207330.00,--,65400.00,16456.00,81856.00,21812.00,60044.00,--,--,60044.00,57296.00,--,117340.00,60044.00,--,--,117340.00,--,--,0.71,
"4725","?H????",11232511.00,11132590.00,99921.00,--,--,99921.00,255990.00,--,-156069.00,-25699.00,-181768.00,-23513.00,-158255.00,--,--,-158255.00,90689.00,--,-67566.00,--,--,--,--,--,--,-0.54,
"4733","?W?n???~",1677703.00,1333289.00,344414.00,--,--,344414.00,221517.00,--,122897.00,6996.00,129893.00,29071.00,100822.00,--,--,100822.00,48396.00,--,149218.00,102578.00,--,-1756.00,150974.00,--,-1756.00,1.44,
"4737","?ؼs",776420.00,467204.00,309216.00,--,--,309216.00,248334.00,--,60882.00,7811.00,68693.00,16373.00,52320.00,--,--,52320.00,4341.00,--,56661.00,52320.00,--,--,56661.00,--,--,1.19,
"4746","?xģ",1016247.00,999436.00,16811.00,--,--,16811.00,191096.00,--,-174285.00,11290.00,-162995.00,-1153.00,-161842.00,--,--,-161842.00,2688.00,--,-159154.00,-161842.00,--,--,-159154.00,--,--,-2.41,
"4755","?T?֤Ƥu",1632865.00,1439176.00,193689.00,--,--,193689.00,121197.00,--,72492.00,52694.00,125186.00,36785.00,88401.00,--,--,88401.00,12872.00,--,101273.00,88401.00,--,--,101273.00,--,--,1.11,
"4904","????",44186373.00,26355501.00,17830872.00,--,--,17830872.00,10272043.00,--,7558829.00,-280921.00,7277908.00,1325149.00,5952759.00,--,--,5952759.00,25263.00,--,5978022.00,5910600.00,--,42159.00,5935821.00,--,42201.00,1.81,
"4906","????",11007440.00,9746213.00,1261227.00,--,--,1261227.00,1133782.00,--,127445.00,348413.00,475858.00,106645.00,369213.00,--,--,369213.00,154060.00,--,523273.00,369213.00,--,--,523273.00,--,--,1.20,
"4915","?P??",20897188.00,18889026.00,2008162.00,--,--,2008162.00,1524696.00,--,483466.00,157642.00,641108.00,155816.00,485292.00,--,--,485292.00,195604.00,--,680896.00,485292.00,--,0.00,680870.00,--,26.00,1.13,
"4916","?ƪY??",799062.00,645955.00,153107.00,--,--,153107.00,63239.00,--,89868.00,10151.00,100019.00,11301.00,88718.00,--,--,88718.00,8057.00,--,96775.00,88718.00,0.00,0.00,96775.00,0.00,0.00,1.47,
"4919","?s??????",3539193.00,2070165.00,1469028.00,--,--,1469028.00,1204214.00,--,264814.00,44396.00,309210.00,128919.00,180291.00,--,--,180291.00,42833.00,--,223124.00,180291.00,--,--,223124.00,--,--,0.87,
"4930","???P???q",6125791.00,5336545.00,789246.00,--,--,789246.00,873537.00,--,-84291.00,72071.00,-12220.00,-453.00,-11767.00,--,--,-11767.00,202442.00,--,190675.00,-47970.00,--,36203.00,73458.00,--,117217.00,-0.18,
"4934","?ӷ??෽",2436739.00,2306762.00,129977.00,--,--,129977.00,36244.00,--,93733.00,-20905.00,72828.00,-6008.00,78836.00,--,--,78836.00,15266.00,--,94102.00,78836.00,--,0.00,94102.00,--,0.00,0.38,
"4935","F-?Z?L",1986261.00,1582654.00,403607.00,--,--,403607.00,337167.00,--,66440.00,33209.00,99649.00,11265.00,88384.00,0.00,--,88384.00,160610.00,--,248994.00,88384.00,--,0.00,248994.00,--,--,0.64,
"4938","?M??",429815343.00,408358580.00,21456763.00,--,--,21456763.00,13910425.00,--,7546338.00,568323.00,8114661.00,2148992.00,5965669.00,--,--,5965669.00,3672954.00,--,9638623.00,3698226.00,--,2267443.00,6855478.00,--,2783145.00,1.62,
"4942","?Ź?",4191339.00,3469880.00,721459.00,--,--,721459.00,427871.00,--,293588.00,-34885.00,258703.00,101935.00,156768.00,--,--,156768.00,300217.00,--,456985.00,157736.00,--,-968.00,457953.00,--,-968.00,1.04,
"4952","???q????",1655688.00,1032969.00,622719.00,--,--,622719.00,426425.00,--,196294.00,10463.00,206757.00,27944.00,178813.00,--,--,178813.00,7033.00,--,185846.00,178813.00,--,--,185846.00,--,--,1.64,
"4956","???b",654909.00,544351.00,110558.00,--,--,110558.00,83903.00,0.00,26655.00,-1321.00,25334.00,3837.00,21497.00,--,--,21497.00,540.00,--,22037.00,21497.00,--,--,22037.00,--,--,0.21,
"4958","F-????",24688439.00,20198067.00,4490372.00,--,--,4490372.00,2588372.00,--,1902000.00,-23473.00,1878527.00,14032.00,1864495.00,--,--,1864495.00,1014471.00,--,2878966.00,1864495.00,--,--,2878966.00,--,--,2.52,
"4960","?_??????",9667799.00,8114649.00,1553150.00,--,--,1553150.00,291979.00,--,1261171.00,190804.00,1451975.00,179196.00,1272779.00,--,--,1272779.00,70094.00,--,1342873.00,1279744.00,--,-6965.00,1349838.00,--,-6965.00,2.61,
"4976","?έ?",907208.00,704447.00,202761.00,--,--,202761.00,84251.00,--,118510.00,4669.00,123179.00,21442.00,101737.00,--,--,101737.00,--,--,101737.00,--,--,--,--,--,--,1.02,
"4977","F-???F",776610.00,578142.00,198468.00,--,--,198468.00,90614.00,-57.00,107797.00,123.00,107920.00,7372.00,100548.00,--,--,100548.00,39165.00,--,139713.00,100548.00,--,--,139713.00,--,--,2.34,
"4984","F-????",424528.00,320460.00,104068.00,0.00,0.00,104068.00,142119.00,--,-38051.00,6266.00,-31785.00,-968.00,-30817.00,0.00,--,-30817.00,54965.00,--,24148.00,-30817.00,--,--,24148.00,--,--,-0.68,
"4994","?ǩ_",452887.00,48501.00,404386.00,--,--,404386.00,309232.00,--,95154.00,4730.00,99884.00,31439.00,68445.00,--,--,68445.00,-6612.00,--,61833.00,68445.00,--,--,61833.00,--,--,1.45,
"4999","?ʥ?",916792.00,581186.00,335606.00,--,--,335606.00,146397.00,--,189209.00,7905.00,197114.00,34258.00,162856.00,--,--,162856.00,30182.00,--,193038.00,162856.00,--,--,193038.00,--,--,2.62,
"5007","?T?P????",3041097.00,2384516.00,656581.00,--,--,656581.00,184299.00,--,472282.00,70634.00,542916.00,85750.00,457166.00,--,--,457166.00,-1397.00,--,455769.00,448098.00,--,9068.00,447462.00,--,8307.00,2.05,
"5203","?T?s",1262134.00,215703.00,1046431.00,--,--,1046431.00,624565.00,--,421866.00,52989.00,474855.00,122605.00,352250.00,--,--,352250.00,9736.00,--,361986.00,352250.00,--,--,361986.00,--,--,3.73,
"5215","F-????",680883.00,561095.00,119788.00,--,--,119788.00,99722.00,76.00,20142.00,1401.00,21543.00,5334.00,16209.00,--,--,16209.00,70248.00,--,86457.00,16209.00,--,--,86457.00,--,--,0.30,
"5225","F-?F??",2627601.00,2233901.00,393700.00,--,--,393700.00,186894.00,--,206806.00,1415.00,208221.00,43834.00,164387.00,--,--,164387.00,71475.00,--,235862.00,164387.00,--,--,235862.00,--,--,2.71,
"5234","?F??",1847392.00,1320483.00,526909.00,--,--,526909.00,278767.00,--,248142.00,4113.00,252255.00,53258.00,198997.00,--,--,198997.00,-478.00,--,198519.00,198997.00,--,--,198519.00,--,--,2.24,
"5259","?M?f",452800.00,420179.00,32621.00,--,--,32621.00,35013.00,--,-2392.00,-5920.00,-8312.00,3004.00,-11316.00,--,--,-11316.00,1075.00,--,-10241.00,--,--,--,--,--,--,-0.18,
"5264","F-?Z??",17000284.00,11710611.00,5289673.00,--,--,5289673.00,1306137.00,--,3983536.00,-1371.00,3982165.00,946394.00,3035771.00,--,--,3035771.00,854058.00,--,3889829.00,3035771.00,--,--,3889829.00,--,--,9.02,
"5269","???Ӭ???",608198.00,365000.00,243198.00,--,--,243198.00,172286.00,--,70912.00,7248.00,78160.00,24234.00,53926.00,--,--,53926.00,--,--,53926.00,53926.00,--,--,53926.00,--,--,0.96,
"5285","???M",1274304.00,1136237.00,138067.00,--,--,138067.00,76936.00,--,61131.00,6180.00,67311.00,15029.00,52282.00,--,--,52282.00,37213.00,--,89495.00,52282.00,--,0.00,89495.00,--,0.00,0.86,
"5305","???n????",4590945.00,3580378.00,1010567.00,1731.00,1891.00,1010727.00,805992.00,--,204735.00,35965.00,240700.00,63981.00,176719.00,--,--,176719.00,467089.00,--,643808.00,63372.00,--,113347.00,490913.00,--,152895.00,0.14,
"5388","???U?q?l",9201097.00,7822579.00,1378518.00,--,--,1378518.00,1053182.00,--,325336.00,151577.00,476913.00,82413.00,394500.00,--,--,394500.00,136659.00,--,531159.00,394513.00,--,-13.00,531172.00,--,-13.00,1.99,
"5434","?R?V????",7966191.00,6964973.00,1001218.00,--,0.00,1001218.00,550091.00,--,451127.00,64694.00,515821.00,93581.00,422240.00,--,--,422240.00,2199.00,--,424439.00,421335.00,--,905.00,423534.00,--,905.00,2.76,
"5469","?v?t?ռw",23722267.00,22112402.00,1609865.00,--,--,1609865.00,1890026.00,--,-280161.00,135417.00,-144744.00,86376.00,-231120.00,--,--,-231120.00,933514.00,--,702394.00,-177707.00,--,-53413.00,527025.00,--,175369.00,-0.39,
"5471","?Q??????",1776938.00,1025548.00,751390.00,--,--,751390.00,446510.00,--,304880.00,31712.00,336592.00,68649.00,267943.00,--,--,267943.00,7519.00,--,275462.00,267943.00,--,--,275462.00,--,--,1.60,
"5484","?z?͹q?l",1111944.00,784230.00,327714.00,--,--,327714.00,348479.00,--,-20765.00,1605.00,-19160.00,4088.00,-23248.00,--,--,-23248.00,19328.00,--,-3920.00,-20664.00,--,-2584.00,-1645.00,--,-2275.00,-0.18,
"5515","?ذ??u?{",2895324.00,2632813.00,262511.00,--,--,262511.00,240508.00,--,22003.00,1154276.00,1176279.00,175933.00,1000346.00,--,--,1000346.00,170640.00,--,1170986.00,997456.00,--,2890.00,1166838.00,--,4148.00,2.81,
"5519","???j????",1426435.00,1247307.00,179128.00,--,--,179128.00,117675.00,--,61453.00,18975.00,80428.00,564.00,79864.00,0.00,--,79864.00,0.00,--,79864.00,79864.00,--,0.00,79864.00,--,0.00,0.67,
"5521","?u?H",1580875.00,1460494.00,120381.00,--,--,120381.00,92494.00,--,27887.00,-1652.00,26235.00,7562.00,18673.00,--,--,18673.00,-876.00,--,17797.00,19869.00,--,-1196.00,18993.00,--,-1196.00,0.06,
"5522","?????س]",12740425.00,7305648.00,5434777.00,--,--,5434777.00,910821.00,-31028.00,4492928.00,-160787.00,4332141.00,561296.00,3770845.00,--,--,3770845.00,142760.00,--,3913605.00,3779461.00,--,-8616.00,3922221.00,--,-8616.00,4.90,
"5525","???ѫس]",1832735.00,1201689.00,631046.00,--,--,631046.00,75521.00,--,555525.00,-11913.00,543612.00,44630.00,498982.00,--,--,498982.00,--,--,498982.00,498993.00,--,-11.00,498982.00,--,--,2.21,
"5531","?m?L?س]",1607397.00,828529.00,778868.00,--,--,778868.00,347654.00,--,431214.00,-88858.00,342356.00,28934.00,313422.00,--,--,313422.00,60330.00,--,373752.00,350038.00,--,-36616.00,410368.00,--,-36616.00,0.57,
"5533","?ӹ??س]",1012740.00,703619.00,309121.00,--,--,309121.00,115321.00,--,193800.00,1486.00,195286.00,65800.00,129486.00,--,--,129486.00,212.00,--,129698.00,129486.00,--,--,129698.00,--,--,0.53,
"5534","???i",7085847.00,2128355.00,4957492.00,250.00,--,4957242.00,66517.00,--,4890725.00,12807.00,4903532.00,248511.00,4655021.00,--,--,4655021.00,--,--,4655021.00,4655007.00,--,14.00,4655007.00,--,14.00,18.73,
