???q?N??,???q?W??,"???~???J","???~????","???~???Q?]???l?^","?????{?P?f?]?l?^?q","?w???{?P?f?]?l?^?q","???~???Q?]???l?^?b?B","???~?O??","???L???q?ζO?l?b?B","???~?Q?q?]?l???^","???~?~???J?Τ??X","?|?e?b?Q?]?b?l?^","?ұo?|?O?Ρ]?Q?q?^","?~?????~???쥻?��b?Q?]?b?l?^","???~?????l?q","?X?֫e?D?ݦ@?P???????v?l?q","???��b?Q?]?b?l?^","???L???X?l?q?]?b?B?^","?X?֫e?D?ݦ@?P???????v???X?l?q?b?B","???��??X?l?q?`?B","?b?Q?]?b?l?^?k?ݩ??��??q?~?D","?b?Q?]?b?l?^?k?ݩ??@?P?????U?e???v?q","?b?Q?]?b?l?^?k?ݩ??D?????v?q","???X?l?q?`?B?k?ݩ??��??q?~?D","???X?l?q?`?B?k?ݩ??@?P?????U?e???v?q","???X?l?q?`?B?k?ݩ??D?????v?q","?򥻨C?Ѭվl?]???^",
"2615","?U??",28646115.00,26610596.00,2035519.00,--,--,2035519.00,1618005.00,--,417514.00,273618.00,691132.00,139220.00,551912.00,--,--,551912.00,557621.00,--,1109533.00,551784.00,--,128.00,1110383.00,--,-850.00,0.25,
"2616","?s???q?B",9501121.00,8905588.00,595533.00,--,--,595533.00,470726.00,--,124807.00,28307.00,153114.00,39518.00,113596.00,--,--,113596.00,62269.00,--,175865.00,108514.00,--,5082.00,165435.00,--,10430.00,0.97,
"2617","?x??",1359171.00,1187952.00,171219.00,--,--,171219.00,70473.00,--,100746.00,345085.00,445831.00,40500.00,405331.00,--,--,405331.00,218131.00,--,623462.00,405331.00,--,--,623462.00,--,--,0.97,
"2618","???a????",59375835.00,54074324.00,5301511.00,--,--,5301511.00,4596647.00,--,704864.00,-1268110.00,-563246.00,278322.00,-841568.00,--,--,-841568.00,-198212.00,--,-1039780.00,-1095715.00,--,254147.00,-1299289.00,--,259509.00,-0.34,
"2634","?~?????q",11630689.00,10381120.00,1249569.00,--,--,1249569.00,339947.00,--,909622.00,72267.00,981889.00,--,981889.00,--,--,981889.00,6681.00,--,988570.00,--,--,--,--,--,--,1.08,
"2637","F-?z?v",4039312.00,3162705.00,876607.00,--,--,876607.00,73113.00,--,803494.00,103853.00,907347.00,0.00,907347.00,--,--,907347.00,4535330.00,--,5442677.00,868059.00,--,39288.00,5399896.00,--,42781.00,2.20,
"2642","?v?t?q",1307524.00,1008458.00,299066.00,--,--,299066.00,183149.00,--,115917.00,9746.00,125663.00,20891.00,104772.00,--,--,104772.00,-22381.00,--,82391.00,104772.00,--,--,82391.00,--,--,1.22,
"2701","?U??",177208.00,94941.00,82267.00,--,--,82267.00,13965.00,--,68302.00,42457.00,110759.00,16643.00,94116.00,--,--,94116.00,121.00,--,94237.00,--,--,--,--,--,--,0.27,
"2702","?ض?",320788.00,74883.00,245905.00,--,--,245905.00,191252.00,--,54653.00,-17396.00,37257.00,16088.00,21169.00,--,--,21169.00,6424.00,--,27593.00,21169.00,--,--,27593.00,--,--,0.26,
"2704","?껫",1567824.00,853125.00,714699.00,--,--,714699.00,496179.00,--,218520.00,-24333.00,194187.00,48146.00,146041.00,--,--,146041.00,120347.00,--,266388.00,140537.00,--,5504.00,260853.00,--,5535.00,0.38,
"2705","????",1222636.00,778934.00,443702.00,--,--,443702.00,537299.00,--,-93597.00,-20337.00,-113934.00,-8.00,-113926.00,--,--,-113926.00,-15.00,--,-113941.00,-113926.00,--,--,-113941.00,--,--,-0.34,
"2706","?Ĥ@??",178791.00,60639.00,118152.00,--,--,118152.00,14640.00,--,103512.00,54980.00,158492.00,25306.00,133186.00,--,--,133186.00,38324.00,--,171510.00,--,--,--,--,--,--,0.38,
"2707","???ذs??",2817888.00,1682248.00,1135640.00,--,--,1135640.00,479250.00,--,656390.00,7318.00,663708.00,111577.00,552131.00,--,--,552131.00,-3757.00,--,548374.00,565264.00,--,-13133.00,561168.00,--,-12794.00,5.85,
"2712","??????",208057.00,142436.00,65621.00,--,--,65621.00,55954.00,--,9667.00,-4992.00,4675.00,1840.00,2835.00,--,--,2835.00,--,--,2835.00,--,--,--,--,--,--,0.03,
"2722","?L??",294760.00,126872.00,167888.00,--,--,167888.00,98518.00,--,69370.00,2276.00,71646.00,14746.00,56900.00,--,--,56900.00,-5768.00,--,51132.00,--,--,--,--,--,--,0.67,
"2723","F-????",7177306.00,3139456.00,4037850.00,--,--,4037850.00,3515619.00,--,522231.00,-1302.00,520929.00,185332.00,335597.00,--,--,335597.00,202438.00,--,538035.00,324792.00,--,10805.00,529423.00,--,8612.00,2.30,
"2727","???~",7038733.00,3241836.00,3796897.00,--,--,3796897.00,2973826.00,--,823071.00,15460.00,838531.00,187839.00,650692.00,--,--,650692.00,59825.00,--,710517.00,603258.00,--,47434.00,630648.00,--,79869.00,8.07,
"2731","?????ȹC",7192386.00,6087526.00,1104860.00,--,--,1104860.00,934478.00,--,170382.00,27138.00,197520.00,34558.00,162962.00,--,--,162962.00,-1453.00,--,161509.00,162061.00,--,901.00,160605.00,--,904.00,2.65,
"2841","?x?W?g?a",438508.00,7706.00,430802.00,--,--,430802.00,235716.00,--,195086.00,-38094.00,156992.00,14741.00,142251.00,--,--,142251.00,2850.00,--,145101.00,142251.00,--,0.00,145101.00,--,0.00,0.23,
"2901","?Y?Y?j??",68736.00,10472.00,58264.00,--,--,58264.00,46625.00,--,11639.00,4052.00,15691.00,2670.00,13021.00,--,--,13021.00,173.00,--,13194.00,--,--,--,--,--,--,0.18,
"2903","????",22414361.00,11480591.00,10933770.00,--,--,10933770.00,9879734.00,--,1054036.00,504188.00,1558224.00,349192.00,1209032.00,--,--,1209032.00,-372325.00,--,836707.00,962673.00,--,246359.00,560644.00,--,276063.00,0.71,
"2904","?׹?",257483.00,150421.00,107062.00,--,--,107062.00,32608.00,--,74454.00,23678.00,98132.00,12190.00,85942.00,--,--,85942.00,-341.00,--,85601.00,87134.00,--,-1192.00,86793.00,--,-1192.00,1.26,
"2906","???L??",2892542.00,2290170.00,602372.00,--,--,602372.00,636983.00,--,-34611.00,40475.00,5864.00,3661.00,2203.00,--,--,2203.00,61213.00,--,63416.00,12207.00,--,-10004.00,72810.00,--,-9394.00,0.06,
"2908","?S?O",17471027.00,12328971.00,5142056.00,--,--,5142056.00,4795262.00,0.00,346794.00,8645.00,355439.00,20668.00,334771.00,0.00,--,334771.00,10976.00,--,345747.00,329944.00,--,4827.00,335578.00,--,10169.00,0.68,
"2910","?λ?",305071.00,103545.00,201526.00,0.00,0.00,201526.00,129948.00,--,71578.00,1398.00,72976.00,13047.00,59929.00,--,--,59929.00,-10952.00,--,48977.00,60017.00,--,-88.00,49065.00,--,-88.00,0.34,
"2911","?R��??",4446676.00,2314677.00,2131999.00,--,--,2131999.00,2245065.00,--,-113066.00,-6250.00,-119316.00,-48335.00,-70981.00,--,--,-70981.00,100088.00,--,29107.00,-76763.00,--,5782.00,21908.00,--,7199.00,-0.36,
"2912","?Τ@?W",97922614.00,67417133.00,30505481.00,--,--,30505481.00,25461382.00,--,5044099.00,1032943.00,6077042.00,1207969.00,4869073.00,--,--,4869073.00,159857.00,--,5028930.00,4324720.00,--,544353.00,4484577.00,--,544353.00,4.16,
"2913","?x?W?A?L",750228.00,491956.00,258272.00,--,--,258272.00,173270.00,--,85002.00,395774.00,480776.00,3737.00,477039.00,--,--,477039.00,0.00,--,477039.00,467033.00,--,10006.00,467033.00,--,10006.00,0.70,
"2915","???????y",4653915.00,2665449.00,1988466.00,--,--,1988466.00,805607.00,--,1182859.00,1972874.00,3155733.00,86016.00,3069717.00,--,--,3069717.00,-8651336.00,--,-5581619.00,2453260.00,--,616457.00,-6773006.00,--,1191387.00,3.10,
"2923","F-???T",3264447.00,1958155.00,1306292.00,--,--,1306292.00,290530.00,--,1015762.00,-524283.00,491479.00,210625.00,280854.00,--,--,280854.00,1538732.00,--,1819586.00,244216.00,--,36638.00,1739861.00,--,79725.00,0.14,
"2929","F-?^??",1533979.00,915109.00,618870.00,--,--,618870.00,322386.00,--,296484.00,5824.00,302308.00,104406.00,197902.00,--,--,197902.00,51872.00,--,249774.00,197902.00,--,--,249774.00,--,--,4.40,
"3002","?ڮ??q?l",214746.00,146726.00,68020.00,--,--,68020.00,57817.00,--,10203.00,17355.00,27558.00,3913.00,23645.00,--,--,23645.00,49354.00,--,72999.00,23645.00,--,--,72999.00,--,--,0.23,
"3003","???M??",1369695.00,1022660.00,347035.00,--,--,347035.00,186070.00,--,160965.00,13377.00,174342.00,62876.00,111466.00,--,--,111466.00,39398.00,--,150864.00,118996.00,--,-7530.00,158452.00,--,-7588.00,0.85,
"3004","?׹F????",549966.00,378770.00,171196.00,--,--,171196.00,86723.00,--,84473.00,830.00,85303.00,17407.00,67896.00,--,--,67896.00,1710.00,--,69606.00,67896.00,--,0.00,69606.00,--,0.00,1.63,
"3005","????????",7384989.00,6066379.00,1318610.00,--,--,1318610.00,1104119.00,13055.00,227546.00,53462.00,281008.00,81552.00,199456.00,--,--,199456.00,495015.00,--,694471.00,142253.00,--,57203.00,613064.00,--,81407.00,0.24,
"3006","????????",3162145.00,2532023.00,630122.00,--,--,630122.00,461410.00,--,168712.00,260878.00,429590.00,15666.00,413924.00,--,--,413924.00,183878.00,--,597802.00,415900.00,--,-1976.00,599778.00,--,-1976.00,1.63,
"3008","?j?ߥ?",10960293.00,5868826.00,5091467.00,--,--,5091467.00,945980.00,--,4145487.00,540364.00,4685851.00,801229.00,3884622.00,0.00,--,3884622.00,60313.00,--,3944935.00,3884622.00,0.00,0.00,3944935.00,0.00,0.00,28.96,
"3010","?إ?",16363305.00,14918165.00,1445140.00,--,--,1445140.00,968104.00,--,477036.00,294785.00,771821.00,192088.00,579733.00,--,--,579733.00,218099.00,--,797832.00,546535.00,--,33198.00,740247.00,--,57585.00,2.36,
"3011","???q",1216276.00,1147936.00,68340.00,--,--,68340.00,135749.00,--,-67409.00,12410.00,-54999.00,-12115.00,-42884.00,--,--,-42884.00,55126.00,--,12242.00,-42884.00,--,--,12242.00,--,--,-0.38,
"3013","?Իʹq?l",1042418.00,841866.00,200552.00,--,--,200552.00,208255.00,--,-7703.00,19759.00,12056.00,2971.00,9085.00,--,--,9085.00,-2275.00,--,6810.00,9085.00,--,--,6810.00,--,--,0.05,
"3014","?p??",1707137.00,1015791.00,691346.00,--,--,691346.00,603873.00,--,87473.00,18671.00,106144.00,31599.00,74545.00,--,--,74545.00,1229.00,--,75774.00,74545.00,--,0.00,75774.00,--,0.00,0.37,
"3015","???~",7629712.00,6454683.00,1175029.00,136.00,--,1174893.00,883900.00,0.00,290993.00,93806.00,384799.00,98158.00,286641.00,0.00,--,286641.00,109154.00,--,395795.00,286054.00,--,587.00,384062.00,--,11733.00,1.24,
"3016","?Ŵ?",437574.00,381914.00,55660.00,--,--,55660.00,48884.00,--,6776.00,-7523.00,-747.00,1021.00,-1768.00,--,--,-1768.00,-976.00,--,-2744.00,-1768.00,--,--,-2744.00,--,--,-0.02,
"3017","?_?b????",9061960.00,7935241.00,1126719.00,--,--,1126719.00,1018212.00,--,108507.00,53130.00,161637.00,68451.00,93186.00,--,--,93186.00,282798.00,--,375984.00,105171.00,--,-11985.00,386338.00,--,-10354.00,0.30,
"3018","?P?}????",94189.00,90182.00,4007.00,--,--,4007.00,35404.00,--,-31397.00,939.00,-30458.00,-4713.00,-25745.00,--,--,-25745.00,-660.00,--,-26405.00,-25745.00,--,--,-26405.00,--,--,-0.57,
"3019","?Ȭw????",7802899.00,7050102.00,752797.00,--,--,752797.00,1055522.00,--,-302725.00,482314.00,179589.00,52564.00,127025.00,--,--,127025.00,415442.00,--,542467.00,167802.00,--,-40777.00,525055.00,--,17412.00,0.60,
"3021","?E?W???~",718435.00,546976.00,171459.00,--,--,171459.00,145542.00,--,25917.00,10691.00,36608.00,5518.00,31090.00,--,--,31090.00,35859.00,--,66949.00,31088.00,--,2.00,66947.00,--,2.00,0.29,
"3022","?±j?q",2689502.00,1816352.00,873150.00,--,179.00,873329.00,592924.00,--,280405.00,363212.00,643617.00,133377.00,510240.00,--,--,510240.00,130992.00,--,641232.00,511973.00,--,-1733.00,642965.00,--,-1733.00,1.74,
"3023","?H???q?l",5018538.00,3950929.00,1067609.00,--,--,1067609.00,706247.00,--,361362.00,43683.00,405045.00,115690.00,289355.00,--,--,289355.00,199733.00,--,489088.00,300757.00,--,-11402.00,496837.00,--,-7749.00,1.45,
"3024","???n?q?l",2329497.00,2056810.00,272687.00,--,--,272687.00,573479.00,--,-300792.00,51493.00,-249299.00,-4421.00,-244878.00,--,--,-244878.00,73067.00,--,-171811.00,-203933.00,--,-40945.00,-143005.00,--,-28806.00,-0.74,
"3025","?P?q",296266.00,171304.00,124962.00,--,--,124962.00,120033.00,--,4929.00,11824.00,16753.00,3252.00,13501.00,--,--,13501.00,2219.00,--,15720.00,14751.00,--,-1250.00,16621.00,--,-901.00,0.21,
"3026","?ݦ???",7152166.00,6186125.00,966041.00,--,--,966041.00,637858.00,--,328183.00,70345.00,398528.00,84420.00,314108.00,--,--,314108.00,242744.00,--,556852.00,338934.00,-24826.00,--,484743.00,--,72109.00,1.06,
"3027","???F?q?~",513248.00,380092.00,133156.00,--,--,133156.00,156190.00,--,-23034.00,26124.00,3090.00,1778.00,1312.00,--,--,1312.00,30154.00,--,31466.00,1098.00,--,214.00,31159.00,--,307.00,0.01,
"3028","?W?A?j",14117334.00,13420134.00,697200.00,--,--,697200.00,521165.00,--,176035.00,102556.00,278591.00,59821.00,218770.00,--,--,218770.00,113061.00,--,331831.00,218734.00,--,36.00,331795.00,--,36.00,1.02,
"3029","?s??????",1974552.00,1794925.00,179627.00,--,--,179627.00,144782.00,--,34845.00,-2937.00,31908.00,5918.00,25990.00,--,--,25990.00,2908.00,--,28898.00,26003.00,--,-13.00,28911.00,--,-13.00,0.27,
"3030","?w?߬???",1564127.00,723814.00,840313.00,--,--,840313.00,531658.00,--,308655.00,57289.00,365944.00,88320.00,277624.00,--,--,277624.00,27948.00,--,305572.00,277624.00,--,--,305572.00,--,--,1.18,
"3031","???E?u?~",1382385.00,1228434.00,153951.00,--,--,153951.00,185852.00,--,-31901.00,-4495.00,-36396.00,13659.00,-50055.00,--,--,-50055.00,47416.00,--,-2639.00,-25621.00,--,-24434.00,21132.00,--,-23771.00,-0.13,
"3032","???V????",1177025.00,941430.00,235595.00,0.00,0.00,235595.00,208269.00,0.00,27326.00,2348.00,29674.00,10644.00,19030.00,--,--,19030.00,46345.00,--,65375.00,21753.00,--,-2723.00,68025.00,--,-2650.00,0.21,
"3033","?°?",14706516.00,13679018.00,1027498.00,--,--,1027498.00,709953.00,--,317545.00,-1815.00,315730.00,60061.00,255669.00,--,--,255669.00,62484.00,--,318153.00,255669.00,--,--,318153.00,--,--,1.05,
"3034","?p??",20265819.00,14632487.00,5633332.00,--,--,5633332.00,2938241.00,--,2695091.00,100875.00,2795966.00,481278.00,2314688.00,0.00,--,2314688.00,-11975.00,--,2302713.00,2314688.00,--,0.00,2302713.00,--,0.00,3.82,
"3035","????",3599953.00,2012075.00,1587878.00,--,--,1587878.00,1112429.00,0.00,475449.00,5383.00,480832.00,73118.00,407714.00,--,--,407714.00,12789.00,--,420503.00,408710.00,--,-996.00,421499.00,--,-996.00,1.01,
"3036","????????",41034710.00,38617003.00,2417707.00,--,--,2417707.00,1607622.00,--,810085.00,-22052.00,788033.00,167603.00,620430.00,--,--,620430.00,370845.00,--,991275.00,620386.00,--,44.00,991218.00,--,57.00,1.84,
"3037","?Y???q?l",29824271.00,26024542.00,3799729.00,--,--,3799729.00,2779930.00,274861.00,1294660.00,-241587.00,1053073.00,231490.00,821583.00,--,--,821583.00,511097.00,--,1332680.00,951256.00,--,-129673.00,1415610.00,--,-82930.00,0.62,
"3038","???x",1651068.00,1429136.00,221932.00,--,--,221932.00,209375.00,547.00,13104.00,24947.00,38051.00,14069.00,23982.00,--,--,23982.00,-4512.00,--,19470.00,24206.00,--,-224.00,19455.00,--,15.00,0.11,
"3040","????",101910.00,43786.00,58124.00,--,--,58124.00,45927.00,--,12197.00,22956.00,35153.00,12158.00,22995.00,--,--,22995.00,41863.00,--,64858.00,22995.00,--,--,64858.00,--,--,0.22,
"3041","????",1816282.00,992261.00,824021.00,--,--,824021.00,860808.00,--,-36787.00,949122.00,912335.00,43841.00,868494.00,0.00,--,868494.00,22117.00,--,890611.00,868494.00,--,--,890611.00,--,--,2.97,
"3042","????",4657854.00,3570096.00,1087758.00,--,--,1087758.00,630041.00,--,457717.00,35201.00,492918.00,63714.00,429204.00,--,--,429204.00,161466.00,--,590670.00,429204.00,--,--,590670.00,--,--,1.39,
"3043","?쭷",743944.00,786700.00,-42756.00,--,--,-42756.00,240574.00,--,-283330.00,41143.00,-242187.00,2886.00,-245073.00,--,--,-245073.00,-5565.00,--,-250638.00,-226228.00,--,-18845.00,-232123.00,--,-18515.00,-1.16,
"3044","????????",20229151.00,17317953.00,2911198.00,--,--,2911198.00,1465692.00,-119967.00,1325539.00,106543.00,1432082.00,284323.00,1147759.00,0.00,--,1147759.00,841985.00,--,1989744.00,1144873.00,0.00,2886.00,1986858.00,0.00,2886.00,2.18,
"3045","?x?W?j",53327376.00,33697059.00,19630317.00,--,--,19630317.00,9357109.00,22563.00,10295771.00,-747868.00,9547903.00,1672656.00,7875247.00,--,--,7875247.00,-19588.00,--,7855659.00,7763610.00,--,111637.00,7768124.00,--,87535.00,2.89,
"3046","????",678115.00,447104.00,231011.00,--,--,231011.00,303725.00,--,-72714.00,9096.00,-63618.00,5622.00,-69240.00,--,--,-69240.00,67295.00,--,-1945.00,-69240.00,--,--,-1945.00,--,--,-0.42,
"3047","?T??????",2968018.00,2164773.00,803245.00,--,--,803245.00,719973.00,--,83272.00,64063.00,147335.00,32275.00,115060.00,-12562.00,--,102498.00,64868.00,--,167366.00,100589.00,--,1909.00,124691.00,--,42675.00,0.58,
"3048","?q?n",14774542.00,14073842.00,700700.00,--,--,700700.00,584682.00,0.00,116018.00,-29143.00,86875.00,14368.00,72507.00,--,--,72507.00,53431.00,--,125938.00,71644.00,--,863.00,124833.00,--,1105.00,0.46,
"3049","?M??",5797785.00,4755313.00,1042472.00,--,--,1042472.00,431058.00,--,611414.00,-184172.00,427242.00,0.00,427242.00,--,--,427242.00,18598.00,--,445840.00,428960.00,--,-1718.00,446886.00,--,-1046.00,0.48,
"3050","౼w????",500772.00,366626.00,134146.00,0.00,0.00,134146.00,123093.00,--,11053.00,-18400.00,-7347.00,5578.00,-12925.00,0.00,--,-12925.00,-1189.00,--,-14114.00,-12925.00,--,0.00,-14114.00,--,0.00,-0.07,
"3051","?O?S???q",2229644.00,1797331.00,432313.00,--,--,432313.00,183021.00,--,249292.00,50818.00,300110.00,-116942.00,417052.00,0.00,--,417052.00,9774.00,--,426826.00,417052.00,--,0.00,426826.00,--,0.00,1.28,
"3052","ʰ??",1383068.00,1320152.00,62916.00,--,--,62916.00,66375.00,--,-3459.00,-1388.00,-4847.00,-14946.00,10099.00,--,--,10099.00,4826.00,--,14925.00,10021.00,--,78.00,14847.00,--,78.00,0.06,
"3054","?U??????",1358958.00,1101832.00,257126.00,--,--,257126.00,79123.00,--,178003.00,20198.00,198201.00,34119.00,164082.00,--,--,164082.00,143859.00,--,307941.00,164082.00,--,--,307941.00,--,--,1.73,
"3055","???ج???",1296963.00,969512.00,327451.00,--,--,327451.00,288190.00,--,39261.00,22204.00,61465.00,14202.00,47263.00,--,--,47263.00,36115.00,--,83378.00,48925.00,--,-1662.00,85040.00,--,-1662.00,0.37,
"3056","?`?Ӧa??",1700952.00,914360.00,786592.00,0.00,0.00,786592.00,176261.00,--,610331.00,80180.00,690511.00,58842.00,631669.00,--,--,631669.00,1321.00,--,632990.00,631730.00,--,-61.00,633051.00,0.00,-61.00,4.51,
"3057","?칩???T",1759774.00,1034030.00,725744.00,--,--,725744.00,556284.00,--,169460.00,10598.00,180058.00,20058.00,160000.00,--,--,160000.00,20256.00,--,180256.00,158108.00,--,1892.00,178056.00,--,2200.00,1.07,
"3058","?߼w?q?l",2855941.00,2377607.00,478334.00,--,--,478334.00,363241.00,--,115093.00,-14267.00,100826.00,18276.00,82550.00,--,--,82550.00,109216.00,--,191766.00,82550.00,--,--,191766.00,--,--,0.51,
"3059","?ش?????",8867835.00,8292482.00,575353.00,--,--,575353.00,631202.00,--,-55849.00,26665.00,-29184.00,513.00,-29697.00,--,--,-29697.00,358340.00,--,328643.00,-30492.00,--,795.00,327848.00,--,795.00,-0.08,
"3060","?ʲ?",3262588.00,2782555.00,480033.00,--,--,480033.00,335374.00,--,144659.00,137062.00,281721.00,81485.00,200236.00,--,--,200236.00,25951.00,--,226187.00,201450.00,--,-1214.00,225842.00,--,345.00,1.19,
"3062","?غ~????",5542524.00,5137219.00,405305.00,--,--,405305.00,326594.00,--,78711.00,78651.00,157362.00,30846.00,126516.00,--,--,126516.00,27314.00,--,153830.00,126516.00,--,--,153830.00,--,--,0.39,
"3090","???q?T",2590601.00,2228868.00,361733.00,--,--,361733.00,246667.00,--,115066.00,42303.00,157369.00,22326.00,135043.00,--,--,135043.00,92638.00,--,227681.00,128542.00,--,6501.00,219384.00,--,8297.00,1.02,
"3094","?p?ǰ???",175240.00,53963.00,121277.00,--,--,121277.00,96210.00,--,25067.00,14035.00,39102.00,7392.00,31710.00,--,--,31710.00,7514.00,--,39224.00,31709.00,--,1.00,39223.00,--,1.00,0.38,
"3130","?@?s?|",1038692.00,524739.00,513953.00,--,--,513953.00,387941.00,--,126012.00,3593.00,129605.00,21891.00,107714.00,--,--,107714.00,1480.00,--,109194.00,105462.00,--,2252.00,106855.00,--,2339.00,3.25,
"3149","???F????",6099808.00,5734653.00,365155.00,--,--,365155.00,547637.00,--,-182482.00,-28530.00,-211012.00,136776.00,-347788.00,--,--,-347788.00,159157.00,--,-188631.00,-341075.00,--,-6713.00,-186971.00,--,-1660.00,-1.28,
"3164","?????ͧ?",167264.00,47798.00,119466.00,--,--,119466.00,72431.00,--,47035.00,-1781.00,45254.00,716.00,44538.00,--,--,44538.00,-11834.00,--,32704.00,44538.00,--,0.00,32704.00,--,0.00,0.73,
"3167","?j?q????",985608.00,678805.00,306803.00,--,--,306803.00,236402.00,--,70401.00,45487.00,115888.00,24398.00,91490.00,--,--,91490.00,28472.00,--,119962.00,90912.00,--,578.00,119384.00,--,578.00,1.48,
"3189","???Ӭ???",11185158.00,8274904.00,2910254.00,--,--,2910254.00,1255951.00,--,1654303.00,126102.00,1780405.00,260684.00,1519721.00,--,--,1519721.00,286283.00,--,1806004.00,1591906.00,--,-72185.00,1772120.00,--,33884.00,3.57,
"3209","????",9401391.00,8923627.00,477764.00,--,--,477764.00,386150.00,--,91614.00,22352.00,113966.00,27156.00,86810.00,--,--,86810.00,9236.00,--,96046.00,99759.00,--,-12949.00,108995.00,--,-12949.00,1.05,
"3229","???g",305020.00,245798.00,59222.00,--,--,59222.00,35380.00,--,23842.00,9947.00,33789.00,5220.00,28569.00,-2795.00,--,25774.00,1438.00,--,27212.00,25774.00,0.00,0.00,27212.00,0.00,0.00,0.44,
"3231","?n??",321146113.00,306332583.00,14813530.00,--,--,14813530.00,11447176.00,--,3366354.00,1015344.00,4381698.00,1023334.00,3358364.00,--,--,3358364.00,1534256.00,--,4892620.00,3353962.00,--,4402.00,4888241.00,--,4379.00,1.46,
"3257","?i?a?q",330289.00,164969.00,165320.00,--,--,165320.00,87990.00,--,77330.00,7584.00,84914.00,0.00,84914.00,--,--,84914.00,-1842.00,--,83072.00,89303.00,--,-4389.00,87771.00,--,-4699.00,2.31,
"3266","?@???س]",3457549.00,2260782.00,1196767.00,0.00,0.00,1196767.00,279411.00,--,917356.00,-13274.00,904082.00,21488.00,882594.00,--,--,882594.00,--,--,882594.00,887454.00,--,-4860.00,887454.00,--,-4860.00,3.57,
"3296","?Ӽw????",1222530.00,1086000.00,136530.00,--,--,136530.00,214677.00,--,-78147.00,33456.00,-44691.00,4894.00,-49585.00,--,--,-49585.00,59599.00,--,10014.00,-49585.00,--,--,10014.00,--,--,-0.45,
"3305","?@?T????",2946217.00,2486874.00,459343.00,--,--,459343.00,205633.00,12199.00,265909.00,26774.00,292683.00,79402.00,213281.00,--,--,213281.00,89319.00,--,302600.00,213281.00,0.00,0.00,302600.00,--,--,1.82,
"3308","?p?w?q?l",844811.00,800224.00,44587.00,--,--,44587.00,132336.00,--,-87749.00,43819.00,-43930.00,-13007.00,-30923.00,0.00,--,-30923.00,10801.00,--,-20122.00,-30923.00,--,--,-20122.00,--,--,-0.31,
"3311","???u",3836926.00,3029495.00,807431.00,0.00,0.00,807431.00,577291.00,--,230140.00,72073.00,302213.00,81592.00,220621.00,--,--,220621.00,223383.00,--,444004.00,222404.00,--,-1783.00,442311.00,--,1693.00,1.19,
"3312","???а???",6854885.00,6561756.00,293129.00,--,--,293129.00,222119.00,--,71010.00,2617.00,73627.00,20758.00,52869.00,--,--,52869.00,32138.00,--,85007.00,41877.00,--,10992.00,67608.00,--,17399.00,0.48,
"3315","????",4097082.00,3843997.00,253085.00,--,--,253085.00,259778.00,--,-6693.00,23310.00,16617.00,6024.00,10593.00,--,--,10593.00,62755.00,--,73348.00,10593.00,--,--,73348.00,--,--,0.15,
"3338","???ӹq?l",1335600.00,1053285.00,282315.00,--,--,282315.00,206940.00,--,75375.00,3331.00,78706.00,12495.00,66211.00,--,--,66211.00,24451.00,--,90662.00,66211.00,--,--,90662.00,--,--,1.10,
"3356","?_??????",1091493.00,484167.00,607326.00,--,--,607326.00,276607.00,--,330719.00,27195.00,357914.00,61147.00,296767.00,--,--,296767.00,3353.00,--,300120.00,298896.00,--,-2129.00,302249.00,--,-2129.00,4.70,
"3376","?s?鿳",3659327.00,2890926.00,768401.00,--,--,768401.00,400499.00,--,367902.00,118929.00,486831.00,163143.00,323688.00,--,--,323688.00,191371.00,--,515059.00,327445.00,--,-3757.00,518816.00,--,-3757.00,1.88,
"3380","????????",10924369.00,9251250.00,1673119.00,--,--,1673119.00,1450056.00,--,223063.00,70311.00,293374.00,43885.00,249489.00,--,--,249489.00,119894.00,--,369383.00,249489.00,--,0.00,369383.00,--,0.00,0.51,
"3383","?s?@??",1777568.00,1820536.00,-42968.00,--,0.00,-42968.00,260706.00,--,-303674.00,-49328.00,-353002.00,-1983.00,-351019.00,--,--,-351019.00,46599.00,--,-304420.00,-351978.00,--,959.00,-331687.00,--,27267.00,-1.28,
"3406","?ɴ???",4133119.00,3848841.00,284278.00,--,--,284278.00,692281.00,--,-408003.00,139170.00,-268833.00,-7142.00,-261691.00,--,--,-261691.00,178634.00,--,-83057.00,-260216.00,--,-1475.00,-82924.00,--,-133.00,-2.74,
"3416","?ĵ{?q?T",691438.00,442763.00,248675.00,--,--,248675.00,141692.00,--,106983.00,15371.00,122354.00,16062.00,106292.00,--,--,106292.00,2541.00,--,108833.00,106341.00,--,-49.00,108884.00,--,-51.00,2.23,
"3419","?ϸι??~",1454856.00,1219130.00,235726.00,--,--,235726.00,329376.00,-917.00,-94567.00,1809.00,-92758.00,2143.00,-94901.00,--,--,-94901.00,62520.00,--,-32381.00,-94901.00,0.00,0.00,-32381.00,0.00,0.00,-0.88,
"3432","?x??",598106.00,522493.00,75613.00,--,--,75613.00,139438.00,--,-63825.00,-1534.00,-65359.00,-9538.00,-55821.00,--,--,-55821.00,47780.00,--,-8041.00,-55821.00,--,--,-8041.00,--,--,-0.85,
"3437","?a??",3013412.00,2426722.00,586690.00,--,--,586690.00,240407.00,--,346283.00,27452.00,373735.00,41034.00,332701.00,--,--,332701.00,1054.00,--,333755.00,332701.00,--,0.00,333755.00,--,0.00,2.56,
