公司代號,公司名稱,"營業收入","營業成本","營業毛利（毛損）","未實現銷貨（損）益","已實現銷貨（損）益","營業毛利（毛損）淨額","營業費用","其他收益及費損淨額","營業利益（損失）","營業外收入及支出","稅前淨利（淨損）","所得稅費用（利益）","繼續營業單位本期淨利（淨損）","停業單位損益","合併前非屬共同控制股權損益","本期淨利（淨損）","其他綜合損益（淨額）","合併前非屬共同控制股權綜合損益淨額","本期綜合損益總額","淨利（淨損）歸屬於母公司業主","淨利（淨損）歸屬於共同控制下前手權益","淨利（淨損）歸屬於非控制權益","綜合損益總額歸屬於母公司業主","綜合損益總額歸屬於共同控制下前手權益","綜合損益總額歸屬於非控制權益","基本每股盈餘（元）",
"1213","大飲",166032.00,141713.00,24319.00,--,--,24319.00,18590.00,--,5729.00,934.00,6663.00,2883.00,3780.00,--,--,3780.00,3.00,--,3783.00,3780.00,--,--,3783.00,--,--,0.07,
"1215","卜蜂企業",4158339.00,3660679.00,497660.00,--,--,497660.00,269280.00,11382.00,239762.00,8717.00,248479.00,41867.00,206612.00,--,--,206612.00,-171560.00,--,35052.00,202586.00,--,4026.00,30117.00,--,4935.00,0.87,
"1216","統一",108631630.00,74481789.00,34149841.00,--,--,34149841.00,28622997.00,--,5526844.00,2190253.00,7717097.00,1180835.00,6536262.00,--,--,6536262.00,-631163.00,--,5905099.00,4161367.00,--,2374895.00,4039305.00,--,1865794.00,0.81,
"1217","愛之味",853255.00,634952.00,218303.00,--,--,218303.00,367903.00,--,-149600.00,-19892.00,-169492.00,-11582.00,-157910.00,--,--,-157910.00,-1964.00,--,-159874.00,-136878.00,--,-21032.00,-137653.00,--,-22221.00,-0.28,
"1218","泰山企業",2100231.00,1776178.00,324053.00,1107.00,410.00,323356.00,342161.00,0.00,-18805.00,44921.00,26116.00,2060.00,24056.00,--,--,24056.00,18850.00,--,42906.00,24000.00,--,56.00,42850.00,--,56.00,0.07,
"1219","福壽實業",2459447.00,2269817.00,189630.00,--,--,189630.00,151733.00,--,37897.00,12896.00,50793.00,7748.00,43045.00,--,--,43045.00,62.00,--,43107.00,43389.00,--,-344.00,43434.00,--,-327.00,0.14,
"1220","台榮",752609.00,676842.00,75767.00,--,--,75767.00,48878.00,--,26889.00,1149.00,28038.00,4260.00,23778.00,--,--,23778.00,1479.00,--,25257.00,21153.00,--,2625.00,22719.00,--,2538.00,0.12,
"1225","福懋油",2937279.00,2746084.00,191195.00,282.00,--,190913.00,130296.00,-129.00,60488.00,-12506.00,47982.00,8607.00,39375.00,--,--,39375.00,5081.00,--,44456.00,35292.00,--,4083.00,40373.00,--,4083.00,0.18,
"1227","佳格",5307080.00,3883952.00,1423128.00,--,--,1423128.00,772295.00,--,650833.00,5345.00,656178.00,114013.00,542165.00,--,--,542165.00,56595.00,--,598760.00,539088.00,--,3077.00,595676.00,--,3084.00,0.82,
"1229","聯華實業",1245028.00,1090896.00,154132.00,--,--,154132.00,102329.00,--,51803.00,625295.00,677098.00,16266.00,660832.00,--,--,660832.00,242319.00,--,903151.00,666867.00,--,-6035.00,909474.00,--,-6323.00,0.78,
"1231","聯華食品",1290135.00,1013125.00,277010.00,0.00,0.00,277010.00,266495.00,--,10515.00,13019.00,23534.00,-3079.00,26613.00,--,--,26613.00,1600.00,--,28213.00,25828.00,--,785.00,27303.00,--,910.00,0.20,
"1232","大統益",5526932.00,5074869.00,452063.00,--,--,452063.00,141142.00,--,310921.00,39998.00,350919.00,60263.00,290656.00,--,--,290656.00,-1091.00,--,289565.00,289066.00,--,1590.00,287975.00,--,1590.00,1.81,
"1233","天仁",556674.00,214911.00,341763.00,--,--,341763.00,253193.00,--,88570.00,11711.00,100281.00,15704.00,84577.00,0.00,--,84577.00,-26012.00,--,58565.00,83060.00,--,1517.00,56882.00,--,1683.00,0.92,
"1234","黑松",1269748.00,929557.00,340191.00,--,--,340191.00,395183.00,--,-54992.00,139446.00,84454.00,20168.00,64286.00,0.00,--,64286.00,-3614.00,--,60672.00,64286.00,--,--,60672.00,--,--,0.16,
"1235","興泰",37669.00,35296.00,2373.00,--,--,2373.00,6261.00,--,-3888.00,31552.00,27664.00,-48.00,27712.00,--,--,27712.00,119387.00,--,147099.00,27812.00,--,-100.00,147199.00,--,-100.00,0.51,
"1236","宏亞食品",661979.00,494232.00,167747.00,--,--,167747.00,141122.00,--,26625.00,5779.00,32404.00,9161.00,23243.00,--,--,23243.00,332799.00,--,356042.00,23243.00,--,0.00,356042.00,--,0.00,0.21,
"1262","F-綠悅",1528951.00,1009268.00,519683.00,--,--,519683.00,81865.00,--,437818.00,22146.00,459964.00,108623.00,351341.00,--,--,351341.00,58263.00,--,409604.00,351341.00,--,0.00,409604.00,--,0.00,2.65,
"1301","台塑",51989871.00,48208250.00,3781621.00,--,--,3781621.00,2691717.00,--,1089904.00,6913342.00,8003246.00,790637.00,7212609.00,--,--,7212609.00,-4910077.00,--,2302532.00,7212609.00,--,--,2302532.00,--,--,1.13,
"1303","南亞塑膠",77473959.00,70529634.00,6944325.00,1759.00,--,6942566.00,4354253.00,--,2588313.00,7869904.00,10458217.00,1082617.00,9375600.00,--,--,9375600.00,-664398.00,--,8711202.00,9339664.00,--,35936.00,8675266.00,--,35936.00,1.18,
"1304","台聚",13711750.00,12639505.00,1072245.00,--,--,1072245.00,781815.00,-2725.00,287705.00,-34406.00,253299.00,64013.00,189286.00,-7838.00,--,181448.00,137441.00,--,318889.00,140727.00,--,40721.00,202660.00,--,116229.00,0.14,
"1305","華夏",3528563.00,3093948.00,434615.00,--,--,434615.00,255458.00,-2725.00,176432.00,17869.00,194301.00,24559.00,169742.00,-7838.00,--,161904.00,4728.00,--,166632.00,154040.00,--,7864.00,158807.00,--,7825.00,0.34,
"1307","三芳化工",2825940.00,2117296.00,708644.00,--,--,708644.00,430084.00,--,278560.00,27342.00,305902.00,41152.00,264750.00,0.00,--,264750.00,106791.00,--,371541.00,264750.00,--,--,371541.00,--,--,0.73,
"1308","亞聚",1344360.00,1189248.00,155112.00,--,--,155112.00,44287.00,0.00,110825.00,16461.00,127286.00,22110.00,105176.00,--,--,105176.00,-116704.00,--,-11528.00,105176.00,--,--,-11528.00,--,--,0.22,
"1309","台達化工",4363504.00,4369599.00,-6095.00,--,--,-6095.00,167207.00,--,-173302.00,-47044.00,-220346.00,-7486.00,-212860.00,--,--,-212860.00,-4486.00,--,-217346.00,-212860.00,--,--,-217346.00,--,--,-0.65,
"1310","台苯",5258276.00,5164364.00,93912.00,0.00,0.00,93912.00,87838.00,0.00,6074.00,9427.00,15501.00,2743.00,12758.00,--,--,12758.00,-88178.00,--,-75420.00,12311.00,--,447.00,-77393.00,--,1973.00,0.02,
"1312","國喬石化",6201713.00,5730792.00,470921.00,--,--,470921.00,285391.00,--,185530.00,8094.00,193624.00,37415.00,156209.00,--,--,156209.00,-172314.00,--,-16105.00,131043.00,--,25166.00,18195.00,--,-34300.00,0.14,
"1313","聯成",13147837.00,12837671.00,310166.00,--,--,310166.00,382944.00,--,-72778.00,-150433.00,-223211.00,-61541.00,-161670.00,--,--,-161670.00,139135.00,--,-22535.00,-161020.00,--,-650.00,-22127.00,--,-408.00,-0.14,
"1314","中石化",9122934.00,9004890.00,118044.00,--,474.00,118518.00,278824.00,--,-160306.00,-33700.00,-194006.00,16892.00,-210898.00,--,--,-210898.00,-45642.00,--,-256540.00,-209913.00,--,-985.00,-255413.00,--,-1127.00,-0.09,
"1315","達新工業",631838.00,527010.00,104828.00,--,--,104828.00,118519.00,--,-13691.00,14987.00,1296.00,4387.00,-3091.00,--,--,-3091.00,-140684.00,--,-143775.00,105.00,--,-3196.00,-140542.00,--,-3233.00,0.00,
"1316","上曜",245207.00,203762.00,41445.00,--,--,41445.00,71256.00,--,-29811.00,-325.00,-30136.00,3729.00,-33865.00,--,--,-33865.00,3658.00,--,-30207.00,-45692.00,--,11827.00,-43726.00,--,13519.00,-0.36,
"1319","東陽",5200849.00,3993156.00,1207693.00,--,145.00,1207838.00,867129.00,--,340709.00,139909.00,480618.00,75933.00,404685.00,--,--,404685.00,-16711.00,--,387974.00,396856.00,--,7829.00,389342.00,--,-1368.00,0.67,
"1321","大洋",1291037.00,1216439.00,74598.00,--,--,74598.00,93575.00,--,-18977.00,20423.00,1446.00,0.00,1446.00,--,--,1446.00,-2846.00,--,-1400.00,1446.00,--,--,-1400.00,--,--,0.01,
"1323","永裕",823477.00,621891.00,201586.00,--,--,201586.00,108623.00,79.00,93042.00,11613.00,104655.00,29006.00,75649.00,--,--,75649.00,12659.00,--,88308.00,58604.00,--,17045.00,71036.00,--,17272.00,0.68,
"1324","地球工業",376564.00,312815.00,63749.00,--,--,63749.00,49471.00,--,14278.00,4237.00,18515.00,3365.00,15150.00,--,--,15150.00,-1071.00,--,14079.00,15150.00,--,--,14079.00,--,--,0.20,
"1325","恒大",292973.00,260307.00,32666.00,--,--,32666.00,17843.00,--,14823.00,10410.00,25233.00,4256.00,20977.00,--,--,20977.00,4867.00,--,25844.00,20951.00,--,26.00,24440.00,--,1404.00,0.21,
"1326","台化",100960296.00,95975080.00,4985216.00,--,--,4985216.00,3296632.00,--,1688584.00,5359882.00,7048466.00,731562.00,6316904.00,--,--,6316904.00,-4970086.00,--,1346818.00,5679397.00,--,637507.00,1465677.00,--,-118859.00,0.97,
"1337","F-再生",1220099.00,758476.00,461623.00,--,--,461623.00,109804.00,--,351819.00,56642.00,408461.00,102514.00,305947.00,--,--,305947.00,-40236.00,--,265711.00,305947.00,--,--,265711.00,--,--,1.53,
"1338","F-廣華",1924954.00,1495845.00,429109.00,--,--,429109.00,252971.00,--,176138.00,-6601.00,169537.00,42954.00,126583.00,--,--,126583.00,-26287.00,--,100296.00,126565.00,--,18.00,100417.00,--,-121.00,1.62,
"1339","昭輝",360719.00,220116.00,140603.00,--,--,140603.00,51301.00,--,89302.00,10257.00,99559.00,16926.00,82633.00,--,--,82633.00,-192.00,--,82441.00,--,--,--,--,--,--,1.25,
"1340","F-勝悅",517764.00,337070.00,180694.00,--,--,180694.00,32576.00,--,148118.00,74516.00,222634.00,32697.00,189937.00,--,--,189937.00,-9930.00,--,180007.00,189937.00,--,--,180007.00,--,--,2.39,
"1402","遠東新",58243539.00,46306614.00,11936925.00,--,--,11936925.00,8347507.00,--,3589418.00,716591.00,4306009.00,713637.00,3592372.00,--,--,3592372.00,-373317.00,--,3219055.00,1860989.00,--,1731383.00,1159772.00,--,2059283.00,0.39,
"1410","南染",138853.00,102507.00,36346.00,--,--,36346.00,19278.00,--,17068.00,2344.00,19412.00,3237.00,16175.00,--,--,16175.00,-141.00,--,16034.00,14973.00,--,1202.00,14832.00,--,1202.00,0.17,
"1413","宏洲化工",957423.00,973254.00,-15831.00,--,--,-15831.00,26736.00,--,-42567.00,-6071.00,-48638.00,201.00,-48839.00,--,--,-48839.00,-14717.00,--,-63556.00,-48548.00,--,-291.00,-59118.00,--,-4438.00,-0.29,
"1414","東和",330362.00,299125.00,31237.00,--,--,31237.00,15004.00,--,16233.00,5327.00,21560.00,244.00,21316.00,--,--,21316.00,7126.00,--,28442.00,--,--,--,--,--,--,0.10,
"1416","廣豐",39575.00,42961.00,-3386.00,--,--,-3386.00,45856.00,--,-49242.00,3660.00,-45582.00,-3604.00,-41978.00,--,--,-41978.00,23006.00,--,-18972.00,-40659.00,--,-1319.00,-17653.00,--,-1319.00,-0.14,
"1417","嘉裕",880087.00,646973.00,233114.00,--,--,233114.00,261120.00,--,-28006.00,120966.00,92960.00,7121.00,85839.00,--,--,85839.00,32163.00,--,118002.00,85839.00,--,--,118002.00,--,--,0.23,
"1418","東華",420990.00,418396.00,2594.00,--,--,2594.00,37095.00,--,-34501.00,-7053.00,-41554.00,345.00,-41899.00,--,--,-41899.00,2600.00,--,-39299.00,-41894.00,--,-5.00,-39294.00,--,-5.00,-0.35,
"1419","新紡",273369.00,204874.00,68495.00,--,--,68495.00,77406.00,--,-8911.00,-2778.00,-11689.00,62.00,-11751.00,--,--,-11751.00,-10.00,--,-11761.00,-11751.00,--,--,-11761.00,--,--,-0.04,
"1423","利華羊毛",153081.00,174722.00,-21641.00,--,--,-21641.00,8295.00,--,-29936.00,-1169.00,-31105.00,10361.00,-41466.00,--,--,-41466.00,3858.00,--,-37608.00,--,--,--,--,--,--,-0.24,
"1432","大魯閣",147495.00,163375.00,-15880.00,--,--,-15880.00,67272.00,--,-83152.00,26116.00,-57036.00,3594.00,-60630.00,--,--,-60630.00,520.00,--,-60110.00,-60763.00,--,133.00,-60243.00,--,133.00,-0.37,
"1434","福懋興業",11926770.00,10576897.00,1349873.00,--,--,1349873.00,647769.00,--,702104.00,28704.00,730808.00,140294.00,590514.00,--,--,590514.00,-1492651.00,--,-902137.00,540929.00,--,49585.00,-950668.00,--,48531.00,0.32,
"1435","中福國際",6399.00,798.00,5601.00,--,--,5601.00,6310.00,--,-709.00,712.00,3.00,--,3.00,--,--,3.00,--,--,3.00,3.00,--,--,3.00,--,--,0.00,
"1436","華友聯",48019.00,34724.00,13295.00,--,--,13295.00,12146.00,--,1149.00,827.00,1976.00,--,1976.00,--,--,1976.00,--,--,1976.00,--,--,--,--,--,--,0.03,
"1437","勤益投控",318423.00,258951.00,59472.00,--,--,59472.00,32022.00,--,27450.00,79381.00,106831.00,9685.00,97146.00,--,--,97146.00,8859.00,--,106005.00,98337.00,--,-1191.00,106859.00,--,-854.00,0.48,
"1438","裕豐",619.00,105.00,514.00,--,--,514.00,2185.00,--,-1671.00,833.00,-838.00,-32.00,-806.00,--,--,-806.00,0.00,--,-806.00,--,--,--,--,--,--,-0.01,
"1439","中和羊毛",74414.00,72160.00,2254.00,--,--,2254.00,7321.00,--,-5067.00,2015.00,-3052.00,-334.00,-2718.00,--,--,-2718.00,0.00,--,-2718.00,--,--,--,--,--,--,-0.03,
"1440","南紡",4561889.00,4135954.00,425935.00,--,--,425935.00,321816.00,--,104119.00,41451.00,145570.00,39155.00,106415.00,--,--,106415.00,-45194.00,--,61221.00,119488.00,--,-13073.00,74294.00,--,-13073.00,0.08,
"1441","大東紡織",331805.00,314080.00,17725.00,--,--,17725.00,42055.00,--,-24330.00,8276.00,-16054.00,-115.00,-15939.00,--,--,-15939.00,7656.00,--,-8283.00,-15939.00,--,--,-8283.00,--,--,-0.18,
"1442","名軒",390271.00,181645.00,208626.00,--,--,208626.00,37211.00,--,171415.00,-1421.00,169994.00,43950.00,126044.00,--,--,126044.00,-44.00,--,126000.00,126044.00,--,0.00,126000.00,--,0.00,0.60,
"1443","立益紡織",377960.00,422588.00,-44628.00,--,--,-44628.00,38315.00,--,-82943.00,8798.00,-74145.00,0.00,-74145.00,--,--,-74145.00,2688.00,--,-71457.00,-29414.00,--,-44731.00,-31693.00,--,-39764.00,-0.22,
"1444","力麗",2743546.00,2584643.00,158903.00,0.00,63.00,158966.00,126796.00,--,32170.00,86190.00,118360.00,12501.00,105859.00,--,--,105859.00,-25428.00,--,80431.00,95467.00,--,10392.00,71024.00,--,9407.00,0.11,
"1445","大宇紡織",458305.00,423477.00,34828.00,--,--,34828.00,30478.00,--,4350.00,6950.00,11300.00,521.00,10779.00,--,--,10779.00,-2947.00,--,7832.00,10779.00,--,0.00,7832.00,--,0.00,0.08,
"1446","宏和",206190.00,152482.00,53708.00,--,--,53708.00,39028.00,--,14680.00,4596.00,19276.00,3896.00,15380.00,--,--,15380.00,14297.00,--,29677.00,15380.00,--,--,29677.00,--,--,0.11,
"1447","力鵬",5977016.00,5613555.00,363461.00,--,--,363461.00,178579.00,--,184882.00,91162.00,276044.00,51818.00,224226.00,--,--,224226.00,-40925.00,--,183301.00,226394.00,--,-2168.00,194260.00,--,-10959.00,0.30,
"1449","佳和實業",769981.00,775688.00,-5707.00,--,--,-5707.00,92985.00,--,-98692.00,-5977.00,-104669.00,143.00,-104812.00,--,--,-104812.00,-5171.00,--,-109983.00,-91990.00,--,-12822.00,-97189.00,--,-12794.00,-0.32,
"1451","年興紡織",3075729.00,2790997.00,284732.00,--,--,284732.00,194102.00,--,90630.00,204561.00,295191.00,41454.00,253737.00,--,--,253737.00,-45841.00,--,207896.00,256461.00,--,-2724.00,208771.00,--,-875.00,0.64,
"1452","宏益",525035.00,470752.00,54283.00,--,--,54283.00,22192.00,--,32091.00,15641.00,47732.00,8797.00,38935.00,0.00,0.00,38935.00,4443.00,0.00,43378.00,--,--,--,--,--,--,0.29,
"1453","大將",60064.00,56023.00,4041.00,--,--,4041.00,10566.00,--,-6525.00,1046.00,-5479.00,-1372.00,-4107.00,--,--,-4107.00,-1559.00,--,-5666.00,-4046.00,--,-61.00,-5605.00,--,-61.00,-0.05,
"1454","台富",456116.00,430383.00,25733.00,--,--,25733.00,28757.00,77.00,-2947.00,9734.00,6787.00,99.00,6688.00,--,--,6688.00,-11605.00,--,-4917.00,6687.00,--,1.00,-4918.00,--,1.00,0.05,
"1455","集盛",4503321.00,4332447.00,170874.00,--,--,170874.00,105660.00,--,65214.00,34585.00,99799.00,19749.00,80050.00,--,--,80050.00,-28.00,--,80022.00,80050.00,--,--,80022.00,--,--,0.13,
"1456","怡華",246999.00,233473.00,13526.00,--,--,13526.00,29324.00,0.00,-15798.00,-20277.00,-36075.00,-2080.00,-33995.00,--,--,-33995.00,-4221.00,--,-38216.00,-33995.00,--,0.00,-38216.00,--,0.00,-0.17,
"1457","宜進",1116079.00,1062709.00,53370.00,--,--,53370.00,46403.00,--,6967.00,15223.00,22190.00,-465.00,22655.00,--,--,22655.00,-928.00,--,21727.00,13508.00,--,9147.00,12628.00,--,9099.00,0.05,
"1459","聯發紡織",1011480.00,955210.00,56270.00,--,--,56270.00,36940.00,--,19330.00,-1466.00,17864.00,5272.00,12592.00,--,--,12592.00,-35094.00,--,-22502.00,12498.00,--,94.00,-22596.00,--,94.00,0.04,
"1460","宏遠",1903330.00,1599062.00,304268.00,--,--,304268.00,249374.00,-554.00,54340.00,33640.00,87980.00,10313.00,77667.00,--,--,77667.00,13176.00,--,90843.00,77669.00,--,-2.00,90845.00,--,-2.00,0.18,
"1463","強盛染整",267094.00,240555.00,26539.00,--,--,26539.00,28873.00,--,-2334.00,8035.00,5701.00,--,5701.00,--,--,5701.00,7745.00,--,13446.00,9022.00,--,-3321.00,13074.00,--,372.00,0.06,
"1464","得力實業",1175205.00,1013766.00,161439.00,--,--,161439.00,159528.00,-10656.00,-8745.00,12955.00,4210.00,1842.00,2368.00,--,--,2368.00,19915.00,--,22283.00,6568.00,--,-4200.00,27946.00,--,-5663.00,0.03,
"1465","偉全實業",588669.00,521726.00,66943.00,--,--,66943.00,51994.00,--,14949.00,33786.00,48735.00,3014.00,45721.00,--,--,45721.00,-19201.00,--,26520.00,30640.00,--,15081.00,26301.00,--,219.00,0.35,
"1466","聚隆",1177013.00,1080593.00,96420.00,0.00,0.00,96420.00,79763.00,--,16657.00,4466.00,21123.00,70.00,21053.00,0.00,--,21053.00,--,--,21053.00,21053.00,0.00,0.00,21053.00,0.00,0.00,0.21,
"1467","南緯實業",1492632.00,1192397.00,300235.00,--,--,300235.00,291703.00,--,8532.00,-28.00,8504.00,6285.00,2219.00,--,--,2219.00,26406.00,--,28625.00,18572.00,--,-16353.00,43903.00,--,-15278.00,0.11,
"1468","昶和纖維",207446.00,191140.00,16306.00,--,--,16306.00,44744.00,--,-28438.00,6737.00,-21701.00,0.00,-21701.00,--,--,-21701.00,2977.00,--,-18724.00,-17445.00,--,-4256.00,-15048.00,--,-3676.00,-0.11,
"1469","理隆纖維",108522.00,104435.00,4087.00,--,--,4087.00,11061.00,--,-6974.00,2381.00,-4593.00,-487.00,-4106.00,--,--,-4106.00,--,--,-4106.00,-4106.00,--,0.00,-4106.00,--,0.00,-0.03,
"1470","大統染",201412.00,160212.00,41200.00,--,--,41200.00,19454.00,662.00,22408.00,1589.00,23997.00,4079.00,19918.00,--,--,19918.00,-3083.00,--,16835.00,--,--,--,--,--,--,0.23,
"1471","首利",848608.00,839035.00,9573.00,--,--,9573.00,77245.00,--,-67672.00,22247.00,-45425.00,1307.00,-46732.00,--,--,-46732.00,-8652.00,--,-55384.00,-46732.00,--,--,-55384.00,--,--,-0.23,
"1472","三洋紡",217481.00,216401.00,1080.00,--,--,1080.00,21814.00,1454.00,-19280.00,723.00,-18557.00,-8.00,-18549.00,--,--,-18549.00,4071.00,--,-14478.00,-17796.00,--,-753.00,-13725.00,--,-753.00,-0.25,
"1473","台南企業",2711834.00,2099656.00,612178.00,--,--,612178.00,600969.00,--,11209.00,34606.00,45815.00,47888.00,-2073.00,--,--,-2073.00,24559.00,--,22486.00,80733.00,--,-82806.00,105292.00,--,-82806.00,0.56,
"1474","弘裕",869750.00,799948.00,69802.00,--,--,69802.00,60142.00,--,9660.00,-2169.00,7491.00,2046.00,5445.00,--,--,5445.00,-1440.00,--,4005.00,5445.00,--,--,4005.00,--,--,0.04,
"1475","本盟光電",44383.00,55462.00,-11079.00,--,--,-11079.00,12210.00,--,-23289.00,4047.00,-19242.00,-80.00,-19162.00,--,--,-19162.00,146.00,--,-19016.00,-10599.00,--,-8563.00,-10617.00,--,-8399.00,-0.20,
"1476","儒鴻",4478376.00,3280046.00,1198330.00,--,--,1198330.00,461740.00,--,736590.00,67428.00,804018.00,145452.00,658566.00,--,--,658566.00,51511.00,--,710077.00,658346.00,--,220.00,709821.00,--,256.00,2.62,
"1477","聚陽實業",5213181.00,3953692.00,1259489.00,--,--,1259489.00,663201.00,--,596288.00,-1239.00,595049.00,106281.00,488768.00,--,--,488768.00,35529.00,--,524297.00,489367.00,--,-599.00,524658.00,--,-361.00,2.89,
"1503","士電",4536957.00,3568590.00,968367.00,--,--,968367.00,615004.00,--,353363.00,91409.00,444772.00,83509.00,361263.00,--,--,361263.00,-46040.00,--,315223.00,342376.00,--,18887.00,292536.00,--,22687.00,0.66,
"1504","東元電機",13538420.00,10250761.00,3287659.00,9799.00,10330.00,3288190.00,2107792.00,--,1180398.00,143241.00,1323639.00,372495.00,951144.00,--,--,951144.00,1301849.00,--,2252993.00,861255.00,--,89889.00,2075166.00,--,177827.00,0.44,
"1506","正道",331046.00,293678.00,37368.00,--,--,37368.00,47307.00,--,-9939.00,1989.00,-7950.00,744.00,-8694.00,--,--,-8694.00,11981.00,--,3287.00,-7828.00,--,-866.00,1119.00,--,2168.00,-0.06,
"1507","永大機電",4981765.00,3682855.00,1298910.00,--,--,1298910.00,759756.00,--,539154.00,37737.00,576891.00,131282.00,445609.00,0.00,--,445609.00,102358.00,--,547967.00,437932.00,--,7677.00,540290.00,--,7677.00,1.07,
"1512","瑞利",856399.00,748276.00,108123.00,--,--,108123.00,158011.00,--,-49888.00,-12228.00,-62116.00,14748.00,-76864.00,--,--,-76864.00,17852.00,--,-59012.00,-79012.00,--,2148.00,-61868.00,--,2856.00,-0.43,
"1513","中興電",1885924.00,1516662.00,369262.00,--,--,369262.00,279265.00,--,89997.00,39595.00,129592.00,36520.00,93072.00,--,--,93072.00,20977.00,--,114049.00,94653.00,--,-1581.00,116435.00,--,-2386.00,0.20,
"1514","亞力電機",638535.00,549086.00,89449.00,--,0.00,89449.00,88261.00,--,1188.00,18664.00,19852.00,-3003.00,22855.00,--,--,22855.00,75.00,--,22930.00,23070.00,--,-215.00,23179.00,--,-249.00,0.12,
"1515","力山",676020.00,561140.00,114880.00,--,--,114880.00,121735.00,--,-6855.00,18560.00,11705.00,2109.00,9596.00,--,--,9596.00,-66457.00,--,-56861.00,10297.00,--,-701.00,-56276.00,--,-585.00,0.06,
"1516","川飛",44257.00,40988.00,3269.00,--,--,3269.00,2727.00,0.00,542.00,1027.00,1569.00,0.00,1569.00,0.00,--,1569.00,0.00,--,1569.00,--,--,--,--,--,--,0.06,
"1517","利奇機械",915301.00,773388.00,141913.00,--,--,141913.00,84024.00,--,57889.00,38029.00,95918.00,23507.00,72411.00,--,--,72411.00,-10874.00,--,61537.00,58200.00,--,14211.00,52272.00,--,9265.00,0.26,
"1519","華城電機",949118.00,726820.00,222298.00,--,--,222298.00,169997.00,--,52301.00,1666.00,53967.00,10861.00,43106.00,--,--,43106.00,-6075.00,--,37031.00,43148.00,--,-42.00,37004.00,--,27.00,0.17,
"1521","大億",1170798.00,938770.00,232028.00,3329.00,507.00,229206.00,119760.00,-143.00,109303.00,18963.00,128266.00,25721.00,102545.00,0.00,--,102545.00,1575.00,--,104120.00,102545.00,--,--,104120.00,--,--,1.35,
"1522","堤維西",4658192.00,3859756.00,798436.00,18.00,99867.00,898285.00,707224.00,--,191061.00,93044.00,284105.00,47625.00,236480.00,--,--,236480.00,56850.00,--,293330.00,154908.00,--,81572.00,205815.00,--,87515.00,0.50,
