???q?N??,???q?W??,???~???J,???~????,???~???Q?]???l?^,?????{?P?f?]?l?^?q,?w???{?P?f?]?l?^?q,???~???Q?]???l?^?b?B,???~?O??,???L???q?ζO?l?b?B,???~?Q?q?]?l???^,???~?~???J?Τ??X,?|?e?b?Q?]?b?l?^,?ұo?|?O?Ρ]?Q?q?^,?~?????~???쥻?��b?Q?]?b?l?^,???~?????l?q,?X?֫e?D?ݦ@?P???????v?l?q,???��b?Q?]?b?l?^,???L???X?l?q?]?b?B?^,?X?֫e?D?ݦ@?P???????v???X?l?q?b?B,???��??X?l?q?`?B,?b?Q?]?b?l?^?k?ݩ??��??q?~?D,?b?Q?]?b?l?^?k?ݩ??@?P?????U?e???v?q,?b?Q?]?b?l?^?k?ݩ??D?????v?q,???X?l?q?`?B?k?ݩ??��??q?~?D,???X?l?q?`?B?k?ݩ??@?P?????U?e???v?q,???X?l?q?`?B?k?ݩ??D?????v?q,?򥻨C?Ѭվl?]???^,
2312,???_?q?l,42719450.00,39946128.00,2773322.00,--,--,2773322.00,1674364.00,--,1098958.00,-5126836.00,-4027878.00,154838.00,-4182716.00,--,--,-4182716.00,816971.00,--,-3365745.00,-4188021.00,--,5305.00,-3383490.00,--,17745.00,-3.17,
2313,?سq,30897875.00,26331041.00,4566834.00,--,--,4566834.00,1779595.00,-20100.00,2767139.00,-133850.00,2633289.00,779120.00,1854169.00,--,--,1854169.00,560000.00,--,2414169.00,1854169.00,--,--,2414169.00,--,--,1.56,
2314,?x??????,6807747.00,6266724.00,541023.00,--,--,541023.00,1387611.00,--,-846588.00,-38397.00,-884985.00,27571.00,-912556.00,--,--,-912556.00,62322.00,--,-850234.00,-912023.00,--,-533.00,-849823.00,--,-411.00,-2.28,
2316,?????q,6137422.00,5519166.00,618256.00,--,--,618256.00,500132.00,--,118124.00,214353.00,332477.00,58104.00,274373.00,--,--,274373.00,307049.00,--,581422.00,274373.00,--,--,581422.00,--,--,0.87,
2317,?E??,3952317540.00,3697623039.00,254694501.00,--,--,254694501.00,145380105.00,--,109314396.00,26981301.00,136295697.00,28949821.00,107345876.00,--,--,107345876.00,24534711.00,--,131880587.00,106697157.00,--,648719.00,130621274.00,--,1259313.00,8.16,
2321,?F?T,7075900.00,6397432.00,678468.00,--,--,678468.00,617684.00,--,60784.00,-19974.00,40810.00,596.00,40214.00,--,--,40214.00,13203.00,--,53417.00,6204.00,--,34010.00,19407.00,--,34010.00,0.02,
2323,????,15706084.00,16169449.00,-463365.00,--,--,-463365.00,2104383.00,--,-2567748.00,-868724.00,-3436472.00,226778.00,-3663250.00,--,--,-3663250.00,160939.00,--,-3502311.00,-3535005.00,--,-128245.00,-3399767.00,--,-102544.00,-1.31,
2324,???_?q??,692748293.00,664637902.00,28110391.00,--,--,28110391.00,18876347.00,--,9234044.00,-4873662.00,4360382.00,1456650.00,2903732.00,--,--,2903732.00,711298.00,--,3615030.00,2467211.00,--,436521.00,3160663.00,--,454367.00,0.57,
2325,???~,69356192.00,54926704.00,14429488.00,--,1030.00,14430518.00,6493188.00,--,7937330.00,-481397.00,7455933.00,1563650.00,5892283.00,--,--,5892283.00,1097817.00,--,6990100.00,5892283.00,--,--,6990100.00,--,--,1.90,
2327,?ꥨ,24735047.00,18936054.00,5798993.00,--,--,5798993.00,2881155.00,--,2917838.00,-770778.00,2147060.00,676116.00,1470944.00,--,--,1470944.00,1443281.00,--,2914225.00,1449623.00,--,21321.00,2889214.00,--,25011.00,0.75,
2328,?s?t,15460006.00,13967830.00,1492176.00,--,--,1492176.00,1206409.00,--,285767.00,404697.00,690464.00,201560.00,488904.00,--,--,488904.00,-264432.00,--,224472.00,325443.00,--,163461.00,147405.00,--,77067.00,0.63,
2329,?خ??q?l,9553023.00,8656329.00,896694.00,0.00,3612.00,900306.00,845968.00,--,54338.00,-96048.00,-41710.00,158770.00,-200480.00,-76356.00,--,-276836.00,65787.00,--,-211049.00,-288109.00,--,11273.00,-222322.00,--,11273.00,-0.36,
2330,?x?n?q,597024197.00,316057820.00,280966377.00,20870.00,--,280945507.00,71563234.00,47090.00,209429363.00,6057759.00,215487122.00,27468185.00,188018937.00,--,--,188018937.00,16352248.00,--,204371185.00,188146790.00,--,-127853.00,204505782.00,--,-134597.00,7.26,
2331,???^,63441903.00,57777772.00,5664131.00,--,--,5664131.00,4530329.00,--,1133802.00,2895913.00,4029715.00,520731.00,3508984.00,0.00,--,3508984.00,465138.00,--,3974122.00,3624282.00,--,-115298.00,4078349.00,--,-104227.00,3.44,
2332,?ͰT????,30558474.00,22490692.00,8067782.00,--,--,8067782.00,7669509.00,--,398273.00,347978.00,746251.00,69971.00,676280.00,--,--,676280.00,136643.00,--,812923.00,647609.00,--,28671.00,800066.00,--,12857.00,1.06,
2337,????,22204420.00,20253610.00,1950810.00,--,--,1950810.00,8307139.00,--,-6356329.00,3177.00,-6353152.00,5087.00,-6358239.00,--,--,-6358239.00,111735.00,--,-6246504.00,-6305647.00,--,-52592.00,-6194058.00,--,-52446.00,-1.79,
2338,???n,1761007.00,1474911.00,286096.00,--,--,286096.00,265551.00,--,20545.00,47042.00,67587.00,2148.00,65439.00,--,--,65439.00,5896.00,--,71335.00,42577.00,--,22862.00,44259.00,--,27076.00,0.17,
2340,???U,6391594.00,4982481.00,1409113.00,--,--,1409113.00,922066.00,--,487047.00,31155.00,518202.00,98155.00,420047.00,--,--,420047.00,53524.00,--,473571.00,420061.00,--,-14.00,473578.00,--,-7.00,0.77,
2342,?Z??,1735644.00,2523936.00,-788292.00,--,--,-788292.00,286973.00,--,-1075265.00,-101745.00,-1177010.00,11321.00,-1188331.00,--,--,-1188331.00,201434.00,--,-986897.00,-1180984.00,--,-7347.00,-980328.00,--,-6569.00,-3.17,
2344,?ب??q,33135448.00,26226516.00,6908932.00,--,--,6908932.00,6143734.00,--,765198.00,-206544.00,558654.00,271288.00,287366.00,--,--,287366.00,1567420.00,--,1854786.00,206564.00,--,80802.00,1752631.00,--,102155.00,0.06,
2345,????????,22637987.00,19016860.00,3621127.00,--,364.00,3621491.00,3230938.00,--,390553.00,304215.00,694768.00,138399.00,556369.00,--,--,556369.00,102803.00,--,659172.00,558531.00,--,-2162.00,661490.00,--,-2318.00,1.06,
2347,?p?j????,330259753.00,319200976.00,11058777.00,--,--,11058777.00,7179497.00,--,3879280.00,2512544.00,6391824.00,959316.00,5432508.00,--,--,5432508.00,-589885.00,--,4842623.00,5273995.00,--,158513.00,4684110.00,--,158513.00,3.32,
2348,????,872837.00,426125.00,446712.00,--,--,446712.00,104087.00,0.00,342625.00,-4299.00,338326.00,0.00,338326.00,--,--,338326.00,0.00,--,338326.00,338438.00,--,-112.00,338438.00,--,-112.00,4.18,
2349,???w????,14753588.00,15355991.00,-602403.00,--,--,-602403.00,2267186.00,--,-2869589.00,-352049.00,-3221638.00,254970.00,-3476608.00,--,--,-3476608.00,592953.00,--,-2883655.00,-3126948.00,--,-349660.00,-2565949.00,--,-317706.00,-1.22,
2351,???w,9058548.00,7688721.00,1369827.00,--,--,1369827.00,706535.00,--,663292.00,27056.00,690348.00,139521.00,550827.00,--,--,550827.00,76472.00,--,627299.00,484244.00,--,66583.00,560689.00,--,66610.00,2.69,
2352,?Υ@?F,119230535.00,106634262.00,12596273.00,--,--,12596273.00,11035122.00,0.00,1561151.00,165036.00,1726187.00,320209.00,1405978.00,--,--,1405978.00,1797530.00,--,3203508.00,709272.00,--,696706.00,2391619.00,--,811889.00,0.36,
2353,????,360132042.00,337581776.00,22550266.00,--,--,22550266.00,34194440.00,234508.00,-11409666.00,-9654070.00,-21063736.00,-544387.00,-20519349.00,--,--,-20519349.00,2262505.00,--,-18256844.00,-20519428.00,--,79.00,-18256899.00,--,55.00,-7.54,
2354,?E??,94598086.00,82550232.00,12047854.00,--,--,12047854.00,5073435.00,--,6974419.00,1202447.00,8176866.00,1165661.00,7011205.00,--,--,7011205.00,1849753.00,--,8860958.00,7027753.00,--,-16548.00,8872938.00,--,-11980.00,5.39,
2355,?q?P,19322793.00,16365576.00,2957217.00,--,--,2957217.00,1199214.00,--,1758003.00,512443.00,2270446.00,507598.00,1762848.00,--,--,1762848.00,219283.00,--,1982131.00,1746049.00,--,16799.00,1985227.00,--,-3096.00,4.39,
2356,?^?~?F,461091703.00,438283233.00,22808470.00,--,--,22808470.00,15296604.00,--,7511866.00,1412460.00,8924326.00,2714888.00,6209438.00,--,--,6209438.00,925163.00,--,7134601.00,7074172.00,--,-864734.00,8011952.00,--,-877351.00,1.97,
2357,?غ?,463286507.00,403316442.00,59970065.00,--,--,59970065.00,40134055.00,--,19836010.00,7190092.00,27026102.00,5494438.00,21531664.00,--,--,21531664.00,4382949.00,--,25914613.00,21449895.00,--,81769.00,25826521.00,--,88092.00,28.66,
2358,????,1563065.00,1583037.00,-19972.00,--,--,-19972.00,75221.00,--,-95193.00,-15146.00,-110339.00,20192.00,-130531.00,--,--,-130531.00,-15.00,--,-130546.00,-130531.00,--,--,-130546.00,--,--,-1.54,
2359,??ù??,5671370.00,4838543.00,832827.00,--,--,832827.00,660635.00,--,172192.00,7463.00,179655.00,70002.00,109653.00,--,--,109653.00,192268.00,--,301921.00,86831.00,--,22822.00,268349.00,--,33572.00,0.47,
2360,?P?Z?q?l,10170631.00,6419811.00,3750820.00,--,--,3750820.00,2582321.00,--,1168499.00,248537.00,1417036.00,237880.00,1179156.00,--,--,1179156.00,287363.00,--,1466519.00,1204892.00,--,-25736.00,1491388.00,--,-24869.00,3.21,
2361,?E?ͬ???,284989.00,219652.00,65337.00,0.00,0.00,65337.00,166719.00,--,-101382.00,65572.00,-35810.00,1179.00,-36989.00,--,--,-36989.00,-47614.00,--,-84603.00,-36989.00,--,0.00,-84603.00,--,0.00,-0.51,
2362,?Ť?,17987748.00,12120182.00,5867566.00,--,--,5867566.00,3942980.00,--,1924586.00,1887097.00,3811683.00,840248.00,2971435.00,--,--,2971435.00,952615.00,--,3924050.00,2971435.00,--,--,3924050.00,--,--,4.53,
2363,???ά???,450746.00,393480.00,57266.00,--,--,57266.00,437960.00,--,-380694.00,104528.00,-276166.00,9950.00,-286116.00,--,--,-286116.00,229332.00,--,-56784.00,-286116.00,--,0.00,-56784.00,--,0.00,-0.47,
2364,?ۭ??q??,912508.00,748841.00,163667.00,--,--,163667.00,380994.00,--,-217327.00,49157.00,-168170.00,26417.00,-194587.00,--,--,-194587.00,10514.00,--,-184073.00,-194587.00,--,0.00,-184073.00,--,0.00,-1.06,
2365,???ե??~,8729893.00,7175300.00,1554593.00,--,--,1554593.00,1485403.00,--,69190.00,972.00,70162.00,36183.00,33979.00,-16343.00,--,17636.00,139643.00,--,157279.00,3750.00,--,13886.00,142963.00,--,14316.00,0.01,
2367,????,13277901.00,11904566.00,1373335.00,--,--,1373335.00,1413974.00,--,-40639.00,326661.00,286022.00,26875.00,259147.00,--,--,259147.00,85611.00,--,344758.00,248671.00,--,10476.00,333342.00,--,11416.00,0.44,
2368,?����q,17747280.00,16565765.00,1181515.00,--,--,1181515.00,1610956.00,-157757.00,-587198.00,-71193.00,-658391.00,215743.00,-874134.00,--,--,-874134.00,127049.00,--,-747085.00,-874134.00,--,--,-747085.00,--,--,-1.57,
2369,?٥?,6047661.00,5150628.00,897033.00,--,--,897033.00,523966.00,--,373067.00,52273.00,425340.00,74025.00,351315.00,--,--,351315.00,56213.00,--,407528.00,361394.00,--,-10079.00,417614.00,--,-10086.00,0.97,
2371,?j?P,112926870.00,100648704.00,12278166.00,--,--,12278166.00,16044271.00,--,-3766105.00,-1178070.00,-4944175.00,375377.00,-5319552.00,--,--,-5319552.00,830492.00,--,-4489060.00,-1611408.00,--,-3708144.00,-1364192.00,--,-3124868.00,-0.70,
2373,?_????,10721135.00,5841222.00,4879913.00,45471.00,--,4834442.00,3953970.00,--,880472.00,550490.00,1430962.00,158738.00,1272224.00,--,--,1272224.00,425111.00,--,1697335.00,1189544.00,--,82680.00,1589629.00,--,107706.00,3.90,
2374,?ί?,26711038.00,24342252.00,2368786.00,--,--,2368786.00,1993837.00,--,374949.00,138173.00,513122.00,99214.00,413908.00,--,--,413908.00,138050.00,--,551958.00,484477.00,--,-70569.00,620777.00,--,-68819.00,1.08,
2375,???_,1750742.00,1472023.00,278719.00,--,--,278719.00,268554.00,--,10165.00,619492.00,629657.00,36472.00,593185.00,--,--,593185.00,79223.00,--,672408.00,593185.00,--,--,672408.00,--,--,4.37,
2376,?޹?,51118994.00,41969788.00,9149206.00,--,--,9149206.00,7345037.00,--,1804169.00,928188.00,2732357.00,372877.00,2359480.00,--,--,2359480.00,426835.00,--,2786315.00,2355536.00,--,3944.00,2782371.00,--,3944.00,3.76,
2377,?L?P????,71879047.00,62620507.00,9258540.00,--,--,9258540.00,6881952.00,--,2376588.00,353715.00,2730303.00,753611.00,1976692.00,--,--,1976692.00,370064.00,--,2346756.00,1972857.00,--,3835.00,2342921.00,--,3835.00,2.34,
2379,???R,28180010.00,16008088.00,12171922.00,--,--,12171922.00,9667379.00,6526.00,2511069.00,746463.00,3257532.00,222203.00,3035329.00,--,--,3035329.00,408717.00,--,3444046.00,3035427.00,--,-98.00,3444144.00,--,-98.00,6.02,
2380,?i?????K,2818145.00,2176162.00,641983.00,--,--,641983.00,943195.00,--,-301212.00,51665.00,-249547.00,-3522.00,-246025.00,--,--,-246025.00,130179.00,--,-115846.00,-246025.00,--,0.00,-115846.00,--,0.00,-1.14,
2382,?s?F,880401954.00,843097495.00,37304459.00,525.00,490.00,37304424.00,24244750.00,--,13059674.00,11157723.00,24217397.00,5107850.00,19109547.00,--,--,19109547.00,-670444.00,--,18439103.00,18618002.00,--,491545.00,18029864.00,--,409239.00,4.84,
2383,?x???q?l,16873122.00,14327856.00,2545266.00,--,--,2545266.00,1525988.00,--,1019278.00,13389.00,1032667.00,194544.00,838123.00,--,--,838123.00,245494.00,--,1083617.00,836020.00,--,2103.00,1080674.00,--,2943.00,2.69,
2384,?ӵج???,76397725.00,79640376.00,-3242651.00,--,--,-3242651.00,3898180.00,-3394590.00,-10535421.00,326485.00,-10208936.00,31127.00,-10240063.00,--,--,-10240063.00,1550255.00,--,-8689808.00,-10254316.00,--,14253.00,-8704059.00,--,14251.00,-5.55,
2385,?s???q?l,74539148.00,63100209.00,11438939.00,--,--,11438939.00,7186210.00,--,4252729.00,730291.00,4983020.00,853279.00,4129741.00,--,--,4129741.00,1864384.00,--,5994125.00,3782029.00,--,347712.00,5577272.00,--,416853.00,5.83,
2387,?뤸?q??,12794636.00,11380862.00,1413774.00,--,--,1413774.00,1035834.00,--,377940.00,-179572.00,198368.00,98721.00,99647.00,--,--,99647.00,432148.00,--,531795.00,104790.00,--,-5143.00,493924.00,--,37871.00,0.30,
2388,?²??q?l,6084793.00,4157526.00,1927267.00,--,--,1927267.00,3858840.00,--,-1931573.00,805089.00,-1126484.00,147612.00,-1274096.00,--,--,-1274096.00,44645.00,--,-1229451.00,-1268980.00,--,-5116.00,-1224398.00,--,-5053.00,-2.57,
2390,????,877941.00,640738.00,237203.00,--,--,237203.00,350711.00,--,-113508.00,200183.00,86675.00,32593.00,54082.00,--,--,54082.00,42259.00,--,96341.00,50875.00,--,3207.00,97149.00,--,-808.00,0.24,
2392,???Q,106156276.00,94955038.00,11201238.00,--,--,11201238.00,9067479.00,--,2133759.00,863369.00,2997128.00,945669.00,2051459.00,--,--,2051459.00,1676720.00,--,3728179.00,2075008.00,--,-23549.00,3753015.00,--,-24836.00,4.19,
2393,?????q?l,24725947.00,18541682.00,6184265.00,0.00,0.00,6184265.00,4173801.00,0.00,2010464.00,-78829.00,1931635.00,469847.00,1461788.00,--,--,1461788.00,578945.00,--,2040733.00,1470635.00,--,-8847.00,2007021.00,--,33712.00,3.51,
2395,????,30660034.00,18074403.00,12585631.00,--,--,12585631.00,7917481.00,--,4668150.00,500396.00,5168546.00,1041337.00,4127209.00,--,--,4127209.00,-14730.00,--,4112479.00,4106397.00,--,20812.00,4087236.00,--,25243.00,7.26,
2397,?ͳq???T,2311728.00,1602847.00,708881.00,--,--,708881.00,450696.00,--,258185.00,52641.00,310826.00,57479.00,253347.00,--,--,253347.00,-18741.00,--,234606.00,253347.00,--,--,234606.00,--,--,2.21,
2399,?M??,4608578.00,4173559.00,435019.00,--,--,435019.00,380428.00,--,54591.00,103329.00,157920.00,35300.00,122620.00,--,--,122620.00,3307.00,--,125927.00,122620.00,--,--,125927.00,--,--,0.69,
2401,?⶧????,8521868.00,5123400.00,3398468.00,--,--,3398468.00,3412728.00,--,-14260.00,180004.00,165744.00,37197.00,128547.00,--,--,128547.00,162015.00,--,290562.00,52785.00,--,75762.00,195179.00,--,95383.00,0.09,
2402,?ݹŬ???,9588304.00,8298418.00,1289886.00,--,--,1289886.00,840621.00,--,449265.00,-6590.00,442675.00,75199.00,367476.00,--,--,367476.00,226032.00,--,593508.00,367476.00,--,--,593508.00,--,--,1.11,
2404,?~??,11445015.00,9717060.00,1727955.00,--,--,1727955.00,636292.00,--,1091663.00,310766.00,1402429.00,268245.00,1134184.00,--,--,1134184.00,23953.00,--,1158137.00,1123228.00,--,10956.00,1147181.00,--,10956.00,4.73,
2405,?E??,16332832.00,14351484.00,1981348.00,--,--,1981348.00,1452563.00,697.00,529482.00,-19527.00,509955.00,56995.00,452960.00,--,--,452960.00,80889.00,--,533849.00,474978.00,--,-22018.00,555057.00,--,-21208.00,1.38,
2406,???Ӭ???,8554816.00,7775407.00,779409.00,--,--,779409.00,584457.00,--,194952.00,-557583.00,-362631.00,105062.00,-467693.00,--,--,-467693.00,25094.00,--,-442599.00,-708988.00,--,241295.00,-685423.00,--,242824.00,-2.43,
2408,?n?Ȭ?,46975291.00,39465255.00,7510036.00,--,--,7510036.00,3410089.00,--,4099947.00,4049849.00,8149796.00,39333.00,8110463.00,--,--,8110463.00,578.00,--,8111041.00,8137820.00,--,-27357.00,8138398.00,--,-27357.00,0.34,
2409,?͹F,416363005.00,382378938.00,33984067.00,--,--,33984067.00,25691546.00,--,8292521.00,-3056493.00,5236028.00,982930.00,4253098.00,--,--,4253098.00,2609977.00,--,6863075.00,4180376.00,--,72722.00,6355154.00,--,507921.00,0.45,
2412,???عq,227981307.00,147289195.00,80692112.00,--,--,80692112.00,33075684.00,58955.00,47675383.00,1434990.00,49110373.00,8270746.00,40839627.00,--,--,40839627.00,-816415.00,--,40023212.00,39715693.00,--,1123934.00,38858600.00,--,1164612.00,5.12,
2413,????,4188135.00,3612132.00,576003.00,--,--,576003.00,606382.00,--,-30379.00,89400.00,59021.00,60090.00,-1069.00,--,--,-1069.00,104525.00,--,103456.00,230.00,--,-1299.00,104755.00,--,-1299.00,0.00,
2414,???޹q??,14490382.00,13236014.00,1254368.00,--,--,1254368.00,1060347.00,--,194021.00,8411.00,202432.00,35669.00,166763.00,--,--,166763.00,9950.00,--,176713.00,157319.00,--,9444.00,164071.00,--,12642.00,0.97,
2415,???s,1854257.00,1468291.00,385966.00,--,--,385966.00,293603.00,16822.00,109185.00,-6143.00,103042.00,38861.00,64181.00,--,--,64181.00,52161.00,--,116342.00,81697.00,--,-17516.00,129139.00,--,-12797.00,0.90,
2417,????,1059911.00,659271.00,400640.00,--,--,400640.00,596819.00,--,-196179.00,45091.00,-151088.00,19649.00,-170737.00,--,--,-170737.00,3762.00,--,-166975.00,-170737.00,--,--,-166975.00,--,0.00,-0.84,
2419,???a,6842343.00,5130958.00,1711385.00,--,--,1711385.00,1504157.00,8000.00,215228.00,33207.00,248435.00,102167.00,146268.00,--,--,146268.00,44221.00,--,190489.00,74612.00,--,71656.00,116715.00,--,73774.00,0.35,
2420,?s??,3487133.00,2320911.00,1166222.00,--,--,1166222.00,677001.00,--,489221.00,120516.00,609737.00,106558.00,503179.00,--,--,503179.00,5247.00,--,508426.00,498562.00,--,4617.00,503762.00,--,4664.00,3.27,
2421,?طǹq??,8256495.00,6476260.00,1780235.00,--,--,1780235.00,1395736.00,--,384499.00,56630.00,441129.00,130301.00,310828.00,--,--,310828.00,119262.00,--,430090.00,306419.00,--,4409.00,423745.00,--,6345.00,1.22,
2423,?T?n,2095978.00,1164617.00,931361.00,--,--,931361.00,861117.00,--,70244.00,78858.00,149102.00,31207.00,117895.00,--,--,117895.00,131207.00,--,249102.00,122036.00,--,-4141.00,253149.00,--,-4047.00,1.00,
2424,???عq?l,455366.00,223449.00,231917.00,--,--,231917.00,29882.00,--,202035.00,10215.00,212250.00,0.00,212250.00,--,--,212250.00,6230.00,--,218480.00,212250.00,--,0.00,218480.00,--,0.00,7.08,
2425,?ӱ?,6139231.00,5691668.00,447563.00,--,--,447563.00,81598.00,--,365965.00,-12203.00,353762.00,1720.00,352042.00,--,--,352042.00,16824.00,--,368866.00,352042.00,--,--,368866.00,--,--,3.73,
2426,????,4141147.00,4127509.00,13638.00,--,--,13638.00,624962.00,--,-611324.00,-403174.00,-1014498.00,1625.00,-1016123.00,--,--,-1016123.00,261311.00,--,-754812.00,-980176.00,--,-35947.00,-719445.00,--,-35367.00,-2.75,
2427,?T?ӹq??,2229386.00,1704005.00,525381.00,--,--,525381.00,606229.00,2556.00,-78292.00,63043.00,-15249.00,3264.00,-18513.00,--,--,-18513.00,26273.00,--,7760.00,-13666.00,--,-4847.00,12607.00,--,-4847.00,-0.07,
2428,???Թq?l,4270222.00,3180989.00,1089233.00,0.00,0.00,1089233.00,432765.00,--,656468.00,47805.00,704273.00,178878.00,525395.00,-41706.00,--,483689.00,124878.00,--,608567.00,509155.00,--,-25466.00,631056.00,--,-22489.00,4.01,
2429,?ʩ???,634714.00,647383.00,-12669.00,--,--,-12669.00,70592.00,--,-83261.00,-6820.00,-90081.00,0.00,-90081.00,--,--,-90081.00,926.00,--,-89155.00,--,--,--,--,--,--,-3.58,
2430,???[???~,25687311.00,21678345.00,4008966.00,--,--,4008966.00,3368603.00,--,640363.00,-25474.00,614889.00,141667.00,473222.00,--,--,473222.00,-31314.00,--,441908.00,520619.00,--,-47397.00,489305.00,--,-47397.00,3.11,
2431,?p???q?l,2572379.00,2245746.00,326633.00,--,--,326633.00,295915.00,--,30718.00,38675.00,69393.00,11864.00,57529.00,-1513.00,--,56016.00,71894.00,--,127910.00,56016.00,--,--,127910.00,--,--,0.50,
2433,?????q,1993592.00,1065693.00,927899.00,--,--,927899.00,577102.00,--,350797.00,529133.00,879930.00,78424.00,801506.00,--,--,801506.00,544266.00,--,1345772.00,801506.00,--,--,1345772.00,--,--,5.55,
2434,??��,474806.00,479936.00,-5130.00,--,--,-5130.00,83916.00,--,-89046.00,-85600.00,-174646.00,7141.00,-181787.00,--,--,-181787.00,27799.00,--,-153988.00,-181787.00,--,--,-153988.00,--,--,-1.25,
2436,?????q,1832917.00,1420382.00,412535.00,--,--,412535.00,370454.00,--,42081.00,110419.00,152500.00,25230.00,127270.00,--,--,127270.00,141858.00,--,269128.00,127117.00,--,153.00,268563.00,--,565.00,0.54,
2437,????,2926356.00,2271822.00,654534.00,--,--,654534.00,289969.00,--,364565.00,38025.00,402590.00,126274.00,276316.00,--,--,276316.00,132770.00,--,409086.00,276316.00,--,--,409086.00,--,--,4.70,
2438,??ģ???~,32727.00,37469.00,-4742.00,--,--,-4742.00,33613.00,--,-38355.00,21654.00,-16701.00,-3434.00,-13267.00,--,--,-13267.00,188.00,--,-13079.00,-13267.00,--,0.00,-13079.00,--,0.00,-0.27,
2439,????,11258248.00,8773722.00,2484526.00,0.00,0.00,2484526.00,1176631.00,--,1307895.00,-31800.00,1276095.00,244949.00,1031146.00,--,--,1031146.00,176315.00,--,1207461.00,1030857.00,--,289.00,1207025.00,--,436.00,5.86,
2440,?Ӫű?,2171502.00,2033135.00,138367.00,--,--,138367.00,236624.00,--,-98257.00,19274.00,-78983.00,5346.00,-84329.00,--,--,-84329.00,46216.00,--,-38113.00,-75963.00,--,-8366.00,-33143.00,--,-4970.00,-0.55,
2441,?W?׹q?l,9192401.00,7011011.00,2181390.00,--,--,2181390.00,412834.00,--,1768556.00,65753.00,1834309.00,218859.00,1615450.00,--,--,1615450.00,3234.00,--,1618684.00,--,--,--,--,--,--,2.91,
2442,?s????,794394.00,609169.00,185225.00,--,--,185225.00,183950.00,--,1275.00,127560.00,128835.00,16436.00,112399.00,--,--,112399.00,-2862.00,--,109537.00,110320.00,--,2079.00,107293.00,--,2244.00,0.64,
2443,?s?Q?i,516235.00,452810.00,63425.00,--,--,63425.00,236929.00,87120.00,-86384.00,868402.00,782018.00,14011.00,768007.00,0.00,--,768007.00,63578.00,--,831585.00,641650.00,--,126357.00,705228.00,--,126357.00,4.40,
2444,?ͩ?????,1541741.00,1437863.00,103878.00,0.00,0.00,103878.00,258453.00,--,-154575.00,-43074.00,-197649.00,0.00,-197649.00,0.00,--,-197649.00,5315.00,--,-192334.00,-197649.00,--,--,-192334.00,--,--,-1.46,
2448,???q,22241387.00,19281999.00,2959388.00,1520.00,--,2957868.00,2859312.00,342297.00,440853.00,-372226.00,68627.00,-5928.00,74555.00,--,--,74555.00,321885.00,--,396440.00,38349.00,--,36206.00,300985.00,--,95455.00,0.04,
2449,?ʤ??q,14694477.00,10680063.00,4014414.00,--,--,4014414.00,1728662.00,--,2285752.00,34047.00,2319799.00,502324.00,1817475.00,--,--,1817475.00,204168.00,--,2021643.00,1816371.00,--,1104.00,2021119.00,--,524.00,1.53,
2450,????,42711163.00,36368280.00,6342883.00,--,--,6342883.00,4924193.00,-4350.00,1414340.00,311109.00,1725449.00,295483.00,1429966.00,--,--,1429966.00,41529.00,--,1471495.00,1429966.00,--,--,1471495.00,--,--,5.55,
2451,?Ш????T,26122390.00,21201143.00,4921247.00,--,--,4921247.00,1569681.00,--,3351566.00,386578.00,3738144.00,539187.00,3198957.00,--,--,3198957.00,130785.00,--,3329742.00,3198957.00,--,--,3329742.00,--,--,7.43,
2453,???s,4868450.00,3872250.00,996200.00,--,--,996200.00,902752.00,--,93448.00,19769.00,113217.00,18034.00,95183.00,--,--,95183.00,9995.00,--,105178.00,94809.00,--,374.00,104260.00,--,918.00,0.95,
2454,?p?o??,136055954.00,76250370.00,59805584.00,--,--,59805584.00,34561864.00,--,25243720.00,4303102.00,29546822.00,2062172.00,27484650.00,0.00,--,27484650.00,4253825.00,--,31738475.00,27515052.00,--,-30402.00,31760633.00,--,-22158.00,20.51,
2455,???s,2150393.00,1446343.00,704050.00,--,--,704050.00,183217.00,--,520833.00,31933.00,552766.00,92054.00,460712.00,--,--,460712.00,-1032.00,--,459680.00,--,--,--,--,--,--,1.87,
2456,?_?O?s,3704934.00,2936808.00,768126.00,0.00,0.00,768126.00,444067.00,--,324059.00,21962.00,346021.00,86504.00,259517.00,0.00,--,259517.00,133177.00,--,392694.00,270339.00,--,-10822.00,405919.00,--,-13225.00,1.82,
2457,????????,12081088.00,10227880.00,1853208.00,--,--,1853208.00,1699720.00,--,153488.00,143348.00,296836.00,146321.00,150515.00,--,--,150515.00,210568.00,--,361083.00,152534.00,--,-2019.00,364551.00,--,-3468.00,0.55,
2458,?q??,7794533.00,4217956.00,3576577.00,2320.00,--,3574257.00,1912831.00,--,1661426.00,58353.00,1719779.00,252840.00,1466939.00,--,--,1466939.00,9874.00,--,1476813.00,1545693.00,--,-78754.00,1555593.00,--,-78780.00,3.80,
2459,???N,13474347.00,12333459.00,1140888.00,--,--,1140888.00,602492.00,--,538396.00,75046.00,613442.00,180210.00,433232.00,--,--,433232.00,228744.00,--,661976.00,394074.00,--,39158.00,607434.00,--,54542.00,2.77,
2460,?سq???K,4022046.00,3564142.00,457904.00,--,--,457904.00,397371.00,--,60533.00,-37876.00,22657.00,7939.00,14718.00,--,--,14718.00,173612.00,--,188330.00,14718.00,--,--,188330.00,--,--,0.09,
