公司代號,公司名稱,"營業收入","營業成本","營業毛利（毛損）","未實現銷貨（損）益","已實現銷貨（損）益","營業毛利（毛損）淨額","營業費用","其他收益及費損淨額","營業利益（損失）","營業外收入及支出","稅前淨利（淨損）","所得稅費用（利益）","繼續營業單位本期淨利（淨損）","停業單位損益","合併前非屬共同控制股權損益","本期淨利（淨損）","其他綜合損益（淨額）","合併前非屬共同控制股權綜合損益淨額","本期綜合損益總額","淨利（淨損）歸屬於母公司業主","淨利（淨損）歸屬於共同控制下前手權益","淨利（淨損）歸屬於非控制權益","綜合損益總額歸屬於母公司業主","綜合損益總額歸屬於共同控制下前手權益","綜合損益總額歸屬於非控制權益","基本每股盈餘（元）",
"1305","華夏",7706272.00,6973566.00,732706.00,--,--,732706.00,532584.00,-5545.00,194577.00,-6612.00,187965.00,37131.00,150834.00,-14189.00,--,136645.00,-4460.00,--,132185.00,132271.00,--,4374.00,127827.00,--,4358.00,0.28,
"1307","三芳化工",5527918.00,4104511.00,1423407.00,--,--,1423407.00,815771.00,--,607636.00,-7245.00,600391.00,100618.00,499773.00,0.00,--,499773.00,-16383.00,--,483390.00,499773.00,--,--,483390.00,--,--,1.33,
"1308","亞聚",2912134.00,2590298.00,321836.00,--,--,321836.00,92039.00,--,229797.00,84353.00,314150.00,46469.00,267681.00,--,--,267681.00,-82655.00,--,185026.00,267681.00,--,--,185026.00,--,--,0.57,
"1309","台達化工",10085115.00,9966094.00,119021.00,--,--,119021.00,347553.00,--,-228532.00,-70701.00,-299233.00,-6535.00,-292698.00,--,--,-292698.00,-38521.00,--,-331219.00,-292698.00,0.00,0.00,-331219.00,--,--,-0.89,
"1310","台苯",9555407.00,9447298.00,108109.00,--,--,108109.00,146994.00,--,-38885.00,394631.00,355746.00,10652.00,345094.00,-30823.00,--,314271.00,-38128.00,--,276143.00,324827.00,--,-10556.00,287373.00,--,-11230.00,0.64,
"1312","國喬石化",12322206.00,11325687.00,996519.00,--,--,996519.00,563114.00,--,433405.00,81436.00,514841.00,242269.00,272572.00,--,--,272572.00,-208646.00,--,63926.00,176287.00,--,96285.00,21179.00,--,42747.00,0.19,
"1313","聯成",27280600.00,26421192.00,859408.00,--,--,859408.00,814620.00,--,44788.00,-207825.00,-163037.00,-50399.00,-112638.00,--,--,-112638.00,-110605.00,--,-223243.00,-111988.00,-650.00,--,-222835.00,--,-408.00,-0.10,
"1314","中石化",17151018.00,17336010.00,-184992.00,--,474.00,-184518.00,578059.00,--,-762577.00,74119.00,-688458.00,24264.00,-712722.00,--,--,-712722.00,-89836.00,--,-802558.00,-710649.00,--,-2073.00,-800910.00,--,-1648.00,-0.31,
"1315","達新工業",1389684.00,1138670.00,251014.00,--,--,251014.00,239672.00,--,11342.00,15722.00,27064.00,13007.00,14057.00,--,--,14057.00,73935.00,--,87992.00,19454.00,--,-5397.00,93577.00,--,-5585.00,0.09,
"1316","上曜",444884.00,372670.00,72214.00,--,--,72214.00,145025.00,--,-72811.00,-4144.00,-76955.00,6607.00,-83562.00,--,--,-83562.00,-879.00,--,-84441.00,-92792.00,--,9230.00,-93079.00,--,8638.00,-0.72,
"1319","東陽",10515243.00,8070631.00,2444612.00,--,290.00,2444902.00,1764953.00,--,679949.00,201217.00,881166.00,208133.00,673033.00,--,--,673033.00,-132459.00,--,540574.00,657873.00,--,15160.00,544850.00,--,-4276.00,1.11,
"1321","大洋",2826564.00,2688299.00,138265.00,--,--,138265.00,196720.00,--,-58455.00,32153.00,-26302.00,0.00,-26302.00,--,--,-26302.00,-11341.00,--,-37643.00,-26302.00,--,--,-37643.00,--,--,-0.12,
"1323","永裕",1655128.00,1242889.00,412239.00,--,--,412239.00,212105.00,75.00,200209.00,10752.00,210961.00,63779.00,147182.00,0.00,--,147182.00,-6243.00,--,140939.00,114593.00,--,32589.00,107981.00,--,32958.00,1.32,
"1324","地球工業",727404.00,606727.00,120677.00,--,--,120677.00,99239.00,--,21438.00,8450.00,29888.00,4862.00,25026.00,--,--,25026.00,-6172.00,--,18854.00,25026.00,--,0.00,18854.00,--,0.00,0.33,
"1325","恒大",568887.00,511140.00,57747.00,--,--,57747.00,38531.00,--,19216.00,2925.00,22141.00,5845.00,16296.00,--,--,16296.00,-2338.00,--,13958.00,17462.00,--,-1166.00,15861.00,--,-1903.00,0.17,
"1326","台化",211341882.00,200279347.00,11062535.00,--,--,11062535.00,6717788.00,--,4344747.00,7340499.00,11685246.00,1141663.00,10543583.00,--,--,10543583.00,16442395.00,--,26985978.00,9149474.00,--,1394109.00,26359385.00,--,626593.00,1.57,
"1337","F-再生",2786598.00,1767859.00,1018739.00,--,--,1018739.00,222085.00,--,796654.00,61463.00,858117.00,223162.00,634955.00,--,--,634955.00,-204421.00,--,430534.00,634955.00,--,--,430534.00,--,--,2.54,
"1338","F-廣華",4102621.00,3195310.00,907311.00,--,--,907311.00,496290.00,--,411021.00,-9105.00,401916.00,107497.00,294419.00,--,--,294419.00,-114223.00,--,180196.00,293795.00,--,624.00,180201.00,--,-5.00,3.76,
"1339","昭輝",733438.00,453222.00,280216.00,--,--,280216.00,91749.00,--,188467.00,6007.00,194474.00,42924.00,151550.00,--,--,151550.00,28.00,--,151578.00,--,--,--,--,--,--,2.30,
"1340","F-勝悅",1325627.00,841567.00,484060.00,--,--,484060.00,62394.00,--,421666.00,73257.00,494923.00,77738.00,417185.00,--,--,417185.00,-93012.00,--,324173.00,417185.00,--,--,324173.00,--,--,5.22,
"1402","遠東新",116819690.00,92284976.00,24534714.00,--,278.00,24534992.00,16744667.00,--,7790325.00,5062061.00,12852386.00,2801420.00,10050966.00,--,--,10050966.00,-2226681.00,--,7824285.00,6304227.00,--,3746739.00,3751567.00,--,4072718.00,1.31,
"1410","南染",311323.00,222776.00,88547.00,--,--,88547.00,39122.00,--,49425.00,2465.00,51890.00,9257.00,42633.00,--,--,42633.00,-397.00,--,42236.00,40082.00,--,2551.00,39685.00,--,2551.00,0.45,
"1413","宏洲化工",1844823.00,1841010.00,3813.00,--,--,3813.00,53374.00,--,-49561.00,-19976.00,-69537.00,2301.00,-71838.00,--,--,-71838.00,-7587.00,--,-79425.00,-71300.00,--,-538.00,-76085.00,--,-3340.00,-0.42,
"1414","東和",606985.00,547275.00,59710.00,--,--,59710.00,32316.00,--,27394.00,1840.00,29234.00,-373.00,29607.00,--,--,29607.00,-12367.00,--,17240.00,--,--,--,--,--,--,0.13,
"1416","廣豐",84768.00,75179.00,9589.00,--,--,9589.00,94627.00,--,-85038.00,141971.00,56933.00,14340.00,42593.00,--,--,42593.00,-12591.00,--,30002.00,44706.00,--,-2113.00,32115.00,--,-2113.00,0.16,
"1417","嘉裕",1619959.00,1154367.00,465592.00,--,--,465592.00,542265.00,--,-76673.00,156146.00,79473.00,8694.00,70779.00,--,--,70779.00,25999.00,--,96778.00,70779.00,--,--,96778.00,--,--,0.19,
"1418","東華",958010.00,966899.00,-8889.00,--,--,-8889.00,80328.00,--,-89217.00,39019.00,-50198.00,2341.00,-52539.00,--,--,-52539.00,-28483.00,--,-81022.00,-52528.00,--,-11.00,-81011.00,--,-11.00,-0.43,
"1419","新紡",548481.00,404672.00,143809.00,0.00,0.00,143809.00,157193.00,--,-13384.00,77107.00,63723.00,1207.00,62516.00,0.00,--,62516.00,143209.00,--,205725.00,62516.00,--,--,205725.00,--,--,0.21,
"1423","利華羊毛",334712.00,347376.00,-12664.00,--,--,-12664.00,18529.00,--,-31193.00,-3601.00,-34794.00,9851.00,-44645.00,--,--,-44645.00,7753.00,--,-36892.00,--,--,--,--,--,--,-0.26,
"1432","大魯閣",429825.00,410924.00,18901.00,--,--,18901.00,147574.00,--,-128673.00,23279.00,-105394.00,2010.00,-107404.00,--,--,-107404.00,-7224.00,--,-114628.00,-108068.00,--,664.00,-115292.00,--,664.00,-0.66,
"1434","福懋興業",25008671.00,22005670.00,3003001.00,--,--,3003001.00,1410826.00,--,1592175.00,-12578.00,1579597.00,176261.00,1403336.00,--,--,1403336.00,-1022999.00,--,380337.00,1284357.00,--,118979.00,247270.00,--,133067.00,0.76,
"1435","中福國際",12777.00,1549.00,11228.00,--,--,11228.00,13529.00,--,-2301.00,2313.00,12.00,--,12.00,--,--,12.00,--,--,12.00,12.00,--,--,12.00,--,--,0.00,
"1436","華友聯",1002495.00,707207.00,295288.00,--,--,295288.00,75130.00,--,220158.00,2981.00,223139.00,5721.00,217418.00,--,--,217418.00,--,--,217418.00,--,--,--,--,--,--,3.62,
"1437","勤益投控",611988.00,491398.00,120590.00,--,--,120590.00,73852.00,--,46738.00,161426.00,208164.00,15144.00,193020.00,--,--,193020.00,5849.00,--,198869.00,192643.00,--,377.00,198659.00,--,210.00,0.95,
"1438","裕豐",619.00,105.00,514.00,--,--,514.00,4298.00,0.00,-3784.00,1675.00,-2109.00,-32.00,-2077.00,--,--,-2077.00,--,--,-2077.00,--,--,--,--,--,--,-0.02,
"1439","中和羊毛",177838.00,173968.00,3870.00,--,--,3870.00,14192.00,--,-10322.00,6015.00,-4307.00,-334.00,-3973.00,--,--,-3973.00,0.00,--,-3973.00,--,--,--,--,--,--,-0.04,
"1440","南紡",9775458.00,8866795.00,908663.00,--,--,908663.00,670214.00,--,238449.00,89958.00,328407.00,103535.00,224872.00,--,--,224872.00,-453265.00,--,-228393.00,251947.00,--,-27075.00,-201308.00,--,-27085.00,0.16,
"1441","大東紡織",643485.00,618007.00,25478.00,--,--,25478.00,85657.00,--,-60179.00,12706.00,-47473.00,-749.00,-46724.00,--,--,-46724.00,3470.00,--,-43254.00,-46724.00,--,--,-43254.00,--,--,-0.52,
"1442","名軒",711708.00,360418.00,351290.00,--,--,351290.00,81737.00,--,269553.00,8470.00,278023.00,54716.00,223307.00,--,--,223307.00,-13.00,--,223294.00,223307.00,--,0.00,223294.00,--,0.00,1.06,
"1443","立益紡織",830186.00,888721.00,-58535.00,--,--,-58535.00,72940.00,--,-131475.00,-36267.00,-167742.00,7.00,-167749.00,--,--,-167749.00,22304.00,--,-145445.00,-95230.00,--,-72519.00,-86157.00,--,-59288.00,-0.70,
"1444","力麗",5847744.00,5558636.00,289108.00,0.00,430.00,289538.00,283143.00,--,6395.00,107462.00,113857.00,42196.00,71661.00,--,--,71661.00,-96058.00,--,-24397.00,65200.00,--,6461.00,-25098.00,--,701.00,0.07,
"1445","大宇紡織",944865.00,869441.00,75424.00,0.00,0.00,75424.00,61793.00,--,13631.00,6870.00,20501.00,-94.00,20595.00,0.00,--,20595.00,-3642.00,--,16953.00,20595.00,0.00,0.00,16953.00,0.00,0.00,0.15,
"1446","宏和",388440.00,287919.00,100521.00,--,--,100521.00,82739.00,--,17782.00,7647.00,25429.00,5688.00,19741.00,--,--,19741.00,-6401.00,--,13340.00,19741.00,--,--,13340.00,--,--,0.14,
"1447","力鵬",12059430.00,11518658.00,540772.00,--,--,540772.00,362638.00,--,178134.00,35438.00,213572.00,43207.00,170365.00,--,--,170365.00,-117649.00,--,52716.00,172164.00,--,-1799.00,461.00,--,52255.00,0.21,
"1449","佳和實業",1621041.00,1593631.00,27410.00,--,--,27410.00,187265.00,--,-159855.00,31195.00,-128660.00,8735.00,-137395.00,--,--,-137395.00,184794.00,--,47399.00,-122678.00,--,-14717.00,62017.00,--,-14618.00,-0.40,
"1451","年興紡織",6726749.00,6129784.00,596965.00,--,--,596965.00,410970.00,--,185995.00,370139.00,556134.00,148673.00,407461.00,--,--,407461.00,361.00,--,407822.00,412575.00,--,-5114.00,412836.00,--,-5014.00,1.03,
"1452","宏益",1014167.00,900723.00,113444.00,--,--,113444.00,43828.00,--,69616.00,14165.00,83781.00,5337.00,78444.00,--,--,78444.00,-3401.00,--,75043.00,--,--,--,--,--,--,0.59,
"1453","大將",99251.00,109473.00,-10222.00,--,--,-10222.00,18520.00,--,-28742.00,4872.00,-23870.00,-2781.00,-21089.00,--,--,-21089.00,-797.00,--,-21886.00,-21009.00,--,-80.00,-21806.00,--,-80.00,-0.26,
"1454","台富",1010378.00,933635.00,76743.00,--,--,76743.00,60822.00,50.00,15971.00,7187.00,23158.00,2191.00,20967.00,--,--,20967.00,-19052.00,--,1915.00,20966.00,--,1.00,1914.00,--,1.00,0.16,
"1455","集盛",9217831.00,9034762.00,183069.00,--,--,183069.00,215514.00,--,-32445.00,56809.00,24364.00,19400.00,4964.00,--,--,4964.00,-161.00,--,4803.00,4964.00,--,--,4803.00,--,--,0.01,
"1456","怡華",491679.00,494112.00,-2433.00,--,--,-2433.00,93694.00,--,-96127.00,-29262.00,-125389.00,-3076.00,-122313.00,0.00,--,-122313.00,-5159.00,--,-127472.00,-122313.00,--,0.00,-127472.00,--,0.00,-0.59,
"1457","宜進",2367341.00,2247129.00,120212.00,--,--,120212.00,95250.00,--,24962.00,91855.00,116817.00,2817.00,114000.00,--,--,114000.00,-12828.00,--,101172.00,58480.00,--,55520.00,45810.00,--,55362.00,0.23,
"1459","聯發紡織",2007185.00,1899700.00,107485.00,--,--,107485.00,80911.00,--,26574.00,17949.00,44523.00,7134.00,37389.00,--,--,37389.00,93612.00,--,131001.00,37212.00,--,177.00,130824.00,--,177.00,0.12,
"1460","宏遠",3882674.00,3226275.00,656399.00,--,--,656399.00,525208.00,-757.00,130434.00,33290.00,163724.00,21201.00,142523.00,--,--,142523.00,264.00,--,142787.00,142526.00,--,-3.00,142790.00,--,-3.00,0.33,
"1463","強盛染整",528333.00,469671.00,58662.00,--,--,58662.00,58784.00,--,-122.00,20691.00,20569.00,3958.00,16611.00,--,--,16611.00,-2295.00,--,14316.00,24774.00,--,-8163.00,23845.00,--,-9529.00,0.15,
"1464","得力實業",2399492.00,2082012.00,317480.00,--,--,317480.00,300362.00,-5905.00,11213.00,20389.00,31602.00,2584.00,29018.00,--,--,29018.00,-23053.00,--,5965.00,32823.00,--,-3805.00,16715.00,--,-10750.00,0.15,
"1465","偉全實業",1288874.00,1111999.00,176875.00,--,--,176875.00,115340.00,--,61535.00,38553.00,100088.00,6131.00,93957.00,--,--,93957.00,-22827.00,--,71130.00,57590.00,--,36367.00,48500.00,--,22630.00,0.67,
"1466","聚隆",2434634.00,2256167.00,178467.00,0.00,0.00,178467.00,161819.00,--,16648.00,17734.00,34382.00,3286.00,31096.00,0.00,--,31096.00,0.00,--,31096.00,31096.00,0.00,0.00,31096.00,0.00,0.00,0.31,
"1467","南緯實業",3139468.00,2539423.00,600045.00,--,--,600045.00,584738.00,--,15307.00,-7229.00,8078.00,10388.00,-2310.00,--,--,-2310.00,-32682.00,--,-34992.00,23102.00,--,-25412.00,-3329.00,--,-31663.00,0.13,
"1468","昶和纖維",384148.00,309009.00,75139.00,--,--,75139.00,88122.00,--,-12983.00,-12019.00,-25002.00,0.00,-25002.00,0.00,--,-25002.00,-1538.00,--,-26540.00,-23938.00,--,-1064.00,-25175.00,--,-1365.00,0.15,
"1469","理隆纖維",250412.00,225014.00,25398.00,--,--,25398.00,23464.00,--,1934.00,918.00,2852.00,-652.00,3504.00,--,--,3504.00,155906.00,--,159410.00,3504.00,--,0.00,159410.00,--,0.00,0.03,
"1470","大統染",395133.00,309928.00,85205.00,--,--,85205.00,42314.00,-625.00,42266.00,3677.00,45943.00,7809.00,38134.00,--,--,38134.00,-4098.00,--,34036.00,--,--,--,--,--,--,0.44,
"1471","首利",1976683.00,1904186.00,72497.00,--,--,72497.00,145622.00,--,-73125.00,10182.00,-62943.00,3019.00,-65962.00,--,--,-65962.00,-37549.00,--,-103511.00,-65962.00,--,--,-103511.00,--,--,-0.33,
"1472","三洋紡",482776.00,487732.00,-4956.00,--,--,-4956.00,44127.00,16195.00,-32888.00,-3829.00,-36717.00,-8.00,-36709.00,--,--,-36709.00,1252.00,--,-35457.00,-35298.00,0.00,-1411.00,-34046.00,0.00,-1411.00,-0.51,
"1473","台南企業",4721551.00,3746791.00,974760.00,--,--,974760.00,1078555.00,--,-103795.00,64818.00,-38977.00,81509.00,-120486.00,--,--,-120486.00,-26261.00,--,-146747.00,45938.00,--,-166424.00,29122.00,--,-175869.00,0.32,
"1474","弘裕",1662998.00,1528667.00,134331.00,--,--,134331.00,117813.00,--,16518.00,-186.00,16332.00,3800.00,12532.00,--,--,12532.00,-8263.00,--,4269.00,12532.00,--,--,4269.00,--,--,0.10,
"1475","本盟光電",97707.00,118863.00,-21156.00,--,--,-21156.00,24547.00,--,-45703.00,1669.00,-44034.00,-53.00,-43981.00,--,--,-43981.00,1793.00,--,-42188.00,-27855.00,--,-16126.00,-27447.00,--,-14741.00,-0.53,
"1476","儒鴻",9364699.00,6944498.00,2420201.00,--,--,2420201.00,935645.00,--,1484556.00,68678.00,1553234.00,336276.00,1216958.00,--,--,1216958.00,-10425.00,--,1206533.00,1216256.00,--,702.00,1216645.00,--,-10112.00,4.85,
"1477","聚陽實業",9567766.00,7330708.00,2237058.00,--,--,2237058.00,1152886.00,--,1084172.00,-54266.00,1029906.00,190085.00,839821.00,--,--,839821.00,-21963.00,--,817858.00,840414.00,--,-593.00,818475.00,--,-617.00,4.95,
"1503","士電",9665900.00,7667479.00,1998421.00,--,--,1998421.00,1324181.00,--,674240.00,163137.00,837377.00,181361.00,656016.00,--,--,656016.00,-140397.00,--,515619.00,618433.00,--,37583.00,480673.00,--,34946.00,1.19,
"1504","東元電機",27774510.00,20896726.00,6877784.00,8936.00,10330.00,6879178.00,4347599.00,--,2531579.00,795861.00,3327440.00,808415.00,2519025.00,--,--,2519025.00,2309746.00,--,4828771.00,2331404.00,--,187621.00,4540254.00,--,288517.00,1.18,
"1506","正道",731257.00,629971.00,101286.00,--,--,101286.00,100358.00,--,928.00,-3883.00,-2955.00,1324.00,-4279.00,--,--,-4279.00,5925.00,--,1646.00,-3224.00,--,-1055.00,-40.00,--,1686.00,-0.03,
"1507","永大機電",10481192.00,7724180.00,2757012.00,--,--,2757012.00,1583698.00,--,1173314.00,63001.00,1236315.00,330782.00,905533.00,0.00,--,905533.00,-37862.00,--,867671.00,886533.00,--,19000.00,848671.00,--,19000.00,2.17,
"1512","瑞利",1840056.00,1612043.00,228013.00,--,--,228013.00,303339.00,--,-75326.00,-49745.00,-125071.00,17670.00,-142741.00,--,--,-142741.00,-9799.00,--,-152540.00,-145340.00,--,2599.00,-154719.00,--,2179.00,-0.80,
"1513","中興電",4807142.00,3961958.00,845184.00,--,--,845184.00,628251.00,--,216933.00,101570.00,318503.00,65520.00,252983.00,--,--,252983.00,-190159.00,--,62824.00,256634.00,--,-3651.00,70482.00,--,-7658.00,0.55,
"1514","亞力電機",1474160.00,1295767.00,178393.00,123.00,--,178270.00,185427.00,--,-7157.00,18380.00,11223.00,-4065.00,15288.00,--,--,15288.00,-2250.00,--,13038.00,16061.00,--,-773.00,14353.00,--,-1315.00,0.08,
"1515","力山",1508888.00,1236206.00,272682.00,0.00,--,272682.00,267299.00,--,5383.00,15690.00,21073.00,14085.00,6988.00,--,--,6988.00,-116337.00,--,-109349.00,7486.00,--,-498.00,-108848.00,--,-501.00,0.04,
"1516","川飛",94409.00,85086.00,9323.00,--,--,9323.00,5625.00,0.00,3698.00,785.00,4483.00,0.00,4483.00,0.00,--,4483.00,0.00,--,4483.00,--,--,--,--,--,--,0.18,
"1517","利奇機械",1861756.00,1574083.00,287673.00,--,--,287673.00,166719.00,--,120954.00,61569.00,182523.00,62508.00,120015.00,--,--,120015.00,-41020.00,--,78995.00,92595.00,--,27420.00,62685.00,--,16310.00,0.41,
"1519","華城電機",1973047.00,1600074.00,372973.00,--,--,372973.00,293025.00,--,79948.00,-8306.00,71642.00,14043.00,57599.00,--,--,57599.00,-5431.00,--,52168.00,56977.00,--,622.00,51590.00,--,578.00,0.22,
