公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2915,潤泰全球,7054901,3936168,3118733,--,--,3118733,1209947,--,1908786,4742794,6651580,2275845,4375735,--,--,4375735,179504,--,4555239,3312739,--,1062996,2538499,--,2016740,3.73
2923,F-鼎固,4344199,1915100,2429099,0,0,2429099,435575,2319403,4312927,-587380,3725547,1705199,2020348,0,--,2020348,213932,--,2234280,1951959,--,68389,2152447,--,81833,1.12
2929,F-淘帝,3091981,1829448,1262533,--,--,1262533,610818,--,651715,27620,679335,227868,451467,--,--,451467,5754,--,457221,451467,--,--,457221,--,--,7.77
3002,歐格電子,378504,268090,110414,--,--,110414,90921,-80,19413,57097,76510,11406,65104,--,--,65104,-11056,--,54048,65104,--,--,54048,--,--,0.64
3003,健和興,2324436,1646398,678038,--,--,678038,316124,--,361914,32032,393946,95731,298215,--,--,298215,2502,--,300717,296013,--,2202,298505,--,2212,1.98
3004,豐達科技,1030626,674883,355743,--,--,355743,182995,--,172748,-205724,-32976,33265,-66241,--,--,-66241,345,--,-65896,-66241,--,0,-65896,--,0,-1.57
3005,神基科技,11437184,9008838,2428346,--,--,2428346,1948801,15293,494838,-89945,404893,151738,253155,--,--,253155,57438,--,310593,289045,--,-35890,345166,--,-34573,0.5
3006,晶豪科技,7225665,5679694,1545971,--,--,1545971,876458,--,669513,280018,949531,131650,817881,--,--,817881,-111263,--,706618,808980,--,8901,697717,--,8901,3.14
3008,大立光,28921372,12957771,15963601,--,--,15963601,2219120,0,13744481,831456,14575937,2568630,12007307,--,--,12007307,31631,--,12038938,12007307,--,--,12038938,--,--,89.51
3010,華立,29778227,27133139,2645088,--,--,2645088,1728943,--,916145,373432,1289577,301426,988151,--,--,988151,-70656,--,917495,927466,--,60685,853123,--,64372,4.01
3011,今皓,1772964,1626324,146640,--,--,146640,207263,--,-60623,19109,-41514,-2464,-39050,--,--,-39050,19256,--,-19794,-39050,0,0,-19794,0,0,-0.35
3013,晟銘電子,2181063,2007263,173800,--,--,173800,234360,--,-60560,38918,-21642,358,-22000,--,--,-22000,2216,--,-19784,-22000,--,--,-19784,--,--,-0.12
3014,聯陽,2710275,1469372,1240903,--,--,1240903,804197,--,436706,-8657,428049,92857,335192,--,--,335192,-35736,--,299456,335192,--,0,299456,--,0,2.2
3015,全漢,12028401,10462447,1565954,281,--,1565673,1391016,--,174657,247773,422430,104044,318386,0,--,318386,805485,--,1123871,335135,--,-16749,1146996,--,-23125,1.43
3016,嘉晶,673200,590596,82604,--,--,82604,73434,--,9170,17763,26933,759,26174,--,--,26174,-490,--,25684,26174,--,--,25684,--,--,0.28
3017,奇鋐科技,17970209,15815559,2154650,--,--,2154650,1718310,--,436340,289322,725662,175024,550638,--,--,550638,72454,--,623092,574534,--,-23896,646278,--,-23186,1.63
3018,同開科技,1020403,918648,101755,--,--,101755,73125,--,28630,-3393,25237,3274,21963,--,--,21963,-31,--,21932,21963,--,--,21932,--,--,0.48
3019,亞洲光學,13360716,11682640,1678076,--,--,1678076,1757758,--,-79682,117224,37542,86061,-48519,--,--,-48519,220640,--,172121,-156020,--,107501,-582,--,172703,-0.56
3021,鴻名企業,1218940,923244,295696,--,--,295696,242052,--,53644,7813,61457,-1667,63124,--,--,63124,15652,--,78776,63122,--,2,78774,--,2,0.59
3022,威強電,4864593,3331979,1532614,--,1,1532615,1015771,--,516844,722379,1239223,175918,1063305,--,--,1063305,66243,--,1129548,1063305,--,0,1129548,--,0,3.43
3023,信邦電子,8750553,6848171,1902382,--,--,1902382,1140634,--,761748,118105,879853,243812,636041,--,--,636041,46403,--,682444,646024,--,-9983,691889,--,-9445,3.11
3024,憶聲電子,3858282,3336299,521983,--,--,521983,721066,0,-199083,68525,-130558,16983,-147541,0,--,-147541,17385,--,-130156,-128475,0,-19066,-108818,0,-21338,-0.46
3025,星通,391898,225717,166181,--,--,166181,176903,3016,-7706,5343,-2363,1704,-4067,--,--,-4067,-4526,--,-8593,-4114,--,47,-8708,--,115,-0.06
3026,禾伸堂,12373115,10786303,1586812,--,--,1586812,1019560,--,567252,281451,848703,107967,740736,--,--,740736,-228520,--,512216,815167,-74431,--,697753,--,-185537,3.65
3027,盛達電業,916066,656038,260028,--,--,260028,246313,-479,13236,52560,65796,22216,43580,--,--,43580,27503,--,71083,42769,--,811,70201,--,882,0.44
3028,增你強,21599731,20524953,1074778,--,--,1074778,808706,--,266072,34302,300374,34542,265832,--,--,265832,313230,--,579062,265683,--,149,578913,--,149,1.24
3029,零壹科技,3303989,3011388,292601,-2075,--,294676,220305,--,74371,5866,80237,14765,65472,--,--,65472,-15262,--,50210,66250,--,-778,50988,--,-778,0.7
3030,德律科技,4956272,2766805,2189467,--,--,2189467,994040,--,1195427,68197,1263624,189075,1074549,--,--,1074549,508,--,1075057,1074549,--,--,1075057,--,--,4.55
3031,佰鴻工業,1937589,1635193,302396,--,--,302396,331903,--,-29507,56458,26951,14243,12708,--,--,12708,17713,--,30421,66353,--,-53645,83784,--,-53363,0.34
3032,偉訓科技,2520490,1969046,551444,--,--,551444,360620,--,190824,15767,206591,44694,161897,--,--,161897,12996,--,174893,162524,--,-627,177052,--,-2159,1.57
3033,威健,29852384,28021542,1830842,--,--,1830842,1240947,--,589895,-71905,517990,108884,409106,--,--,409106,45317,--,454423,409106,--,--,454423,--,--,1.58
3034,聯詠,38958001,27876699,11081302,--,--,11081302,5435373,--,5645929,213933,5859862,737858,5122004,--,--,5122004,71128,--,5193132,5122004,--,0,5193132,--,0,8.42
3035,智原,4279455,2041638,2237817,--,--,2237817,1658283,--,579534,24164,603698,98892,504806,--,--,504806,13534,--,518340,508829,--,-4023,522363,--,-4023,1.24
3036,文曄科技,77439497,72917161,4522336,--,--,4522336,2718019,--,1804317,-137931,1666386,316349,1350037,--,--,1350037,228957,--,1578994,1349932,--,105,1578836,--,158,3.81
3037,欣興電子,45124369,40607816,4516553,--,--,4516553,3768050,33486,781989,160762,942751,138905,803846,--,--,803846,-35282,--,768564,763864,--,39982,809189,--,-40625,0.5
3038,全台,3124390,2690499,433891,--,--,433891,337115,820,97596,45303,142899,26785,116114,--,--,116114,11521,--,127635,116480,--,-366,127970,--,-335,0.54
3040,遠見,171417,73901,97516,--,--,97516,83016,--,14500,543428,557928,24444,533484,0,--,533484,21769,--,555253,534091,--,-607,555892,--,-639,5.93
3041,揚智,3520750,1899270,1621480,--,--,1621480,1384992,--,236488,39233,275721,47042,228679,--,--,228679,-726,--,227953,228679,--,--,227953,--,--,0.78
3042,晶技,7043192,5346105,1697087,--,--,1697087,962430,--,734657,87985,822642,90611,732031,--,--,732031,52762,--,784793,732031,0,0,784793,0,0,2.36
3043,科風,1122062,1006363,115699,--,--,115699,294468,--,-178769,117254,-61515,12343,-73858,--,--,-73858,-4776,--,-78634,-76739,--,2881,-81551,--,2917,-0.38
3044,健鼎科技,31372922,26415319,4957603,--,--,4957603,2904444,-128791,1924368,458561,2382929,477302,1905627,--,--,1905627,246457,--,2152084,1886594,--,19033,2133051,--,19033,3.59
3045,台灣大,82430328,53642168,28788160,--,--,28788160,13286326,89323,15591157,-777677,14813480,2375115,12438365,-78329,--,12360036,-250789,--,12109247,11958266,--,401770,11699707,--,409540,4.45
3046,建_,780388,584752,195636,--,--,195636,442085,--,-246449,34617,-211832,12148,-223980,--,--,-223980,95861,--,-128119,-224794,--,814,-128884,--,765,-2
3047,訊舟科技,4708652,3439298,1269354,--,--,1269354,1112037,--,157317,11895,169212,39780,129432,-2240,--,127192,6529,--,133721,102024,--,25168,103643,--,30078,0.53
3048,益登,40922468,39338890,1583578,--,--,1583578,1038330,--,545248,-168441,376807,65743,311064,--,--,311064,21209,--,332273,310877,--,187,331990,--,283,1.8
3049,和鑫,3188743,2290462,898281,--,--,898281,203312,556,695525,-165717,529808,83080,446728,111418,--,558146,6974,--,565120,558146,--,0,565120,--,0,0.59
3050,鈺德科技,630576,477205,153371,0,0,153371,168863,--,-15492,21608,6116,11638,-5522,0,--,-5522,-53171,--,-58693,-5522,--,0,-58693,--,0,-0.03
3051,力特光電,2699001,2147510,551491,--,--,551491,271863,--,279628,-59590,220038,-640,220678,--,--,220678,-711,--,219967,220711,--,-33,220000,--,-33,0.68
3052,夆典,2405098,2146280,258818,--,--,258818,135810,--,123008,-1656,121352,34360,86992,--,--,86992,765,--,87757,87722,--,-730,88487,--,-730,0.45
3054,萬國科技,1854236,1726301,127935,--,--,127935,117982,--,9953,20588,30541,908,29633,--,--,29633,-19293,--,10340,29633,--,--,10340,--,--,0.28
3055,蔚華科技,2819339,2132984,686355,--,--,686355,405917,--,280438,23936,304374,32505,271869,--,--,271869,10214,--,282083,269453,--,2416,279667,--,2416,2.11
3056,總太地產,293761,157425,136336,--,--,136336,120715,--,15621,-419,15202,10839,4363,--,--,4363,2201,--,6564,4363,--,0,6564,--,0,0.03
3057,喬鼎資訊,2810347,1534139,1276208,--,--,1276208,944239,--,331969,10965,342934,64353,278581,--,--,278581,7689,--,286270,277849,--,732,283523,--,2747,1.74
3058,立德電子,3987748,3341526,646222,--,--,646222,609720,--,36502,25859,62361,17944,44417,--,--,44417,19833,--,64250,44410,--,7,64249,--,1,0.26
3059,華晶科技,12176462,10986936,1189526,--,--,1189526,955445,--,234081,59552,293633,48044,245589,--,--,245589,124894,--,370483,244958,--,631,369852,--,631,0.66
3060,銘異,5244645,4176626,1068019,--,--,1068019,511080,--,556939,116668,673607,150283,523324,--,--,523324,55629,--,578953,494983,--,28341,547025,--,31928,2.84
3062,建漢科技,12537463,11661290,876173,--,--,876173,572692,--,303481,8032,311513,73664,237849,--,--,237849,150409,--,388258,237849,--,--,388258,--,--,0.73
3090,日電貿,6411143,5508041,903102,--,--,903102,703399,--,199703,51309,251012,36622,214390,--,--,214390,-57607,--,156783,199688,--,14702,141183,--,15600,1.38
3094,聯傑國際,244811,71923,172888,--,--,172888,118658,--,54230,19201,73431,11444,61987,--,--,61987,4506,--,66493,62124,--,-137,66630,--,-137,0.75
3130,一零四,1833444,929578,903866,--,--,903866,627238,--,276628,15466,292094,49691,242403,--,--,242403,-41,--,242362,239578,--,2825,239517,--,2845,7.26
3149,正達國際,5895763,5922727,-26964,--,--,-26964,1022839,--,-1049803,-121887,-1171690,-8194,-1163496,--,--,-1163496,22604,--,-1140892,-1137088,--,-26408,-1117310,--,-23582,-4.23
3164,景岳生技,458571,248225,210346,--,--,210346,275967,--,-65621,-7086,-72707,8175,-80882,--,--,-80882,-258,--,-81140,-80882,--,--,-81140,--,--,-1.33
3167,大量科技,1730865,1164551,566314,--,--,566314,402395,--,163919,62961,226880,45465,181415,--,--,181415,2105,--,183520,178499,--,2916,180604,--,2916,2.46
3189,景碩科技,19314584,13716174,5598410,--,--,5598410,2175770,--,3422640,109254,3531894,597680,2934214,--,--,2934214,56356,--,2990570,3017943,--,-83729,3051090,--,-60520,6.77
3209,全科,16702331,15805947,896384,--,--,896384,627826,--,268558,1540,270098,48139,221959,--,--,221959,6333,--,228292,235736,--,-13777,242040,--,-13748,2.27
3229,晟鈦,633595,502651,130944,--,--,130944,102325,--,28619,9582,38201,5231,32970,--,--,32970,4601,--,37571,32970,--,--,37571,--,--,0.35
3231,緯創,417457003,394189843,23267160,--,--,23267160,20098650,--,3168510,814898,3983408,975846,3007562,--,--,3007562,575679,--,3583241,3000270,--,7292,3574855,--,8386,1.27
3257,虹冠電,767031,326373,440658,--,--,440658,193285,--,247373,24696,272069,38128,233941,--,--,233941,375,--,234316,233941,--,0,234316,--,0,4.31
3266,昇陽建設,4736709,2534492,2202217,--,--,2202217,367616,--,1834601,-30436,1804165,63871,1740294,--,--,1740294,29554,--,1769848,1736540,--,3754,1753787,--,16061,4.93
3296,勝德國際,2039646,1734387,305259,--,--,305259,344420,--,-39161,42654,3493,1120,2373,--,--,2373,12029,--,14402,2373,--,--,14402,--,--,0.02
3305,昇貿科技,4373394,3705210,668184,--,--,668184,340014,14482,342652,17116,359768,112552,247216,--,--,247216,31358,--,278574,247216,--,0,278574,--,0,2.06
3308,聯德電子,1392658,1294155,98503,--,--,98503,171270,--,-72767,699,-72068,8278,-80346,--,--,-80346,8918,--,-71428,-80346,0,0,-71428,0,0,-0.81
3311,閎暉,3429994,3325318,104676,--,--,104676,703106,--,-598430,-873891,-1472321,-80409,-1391912,--,--,-1391912,27620,--,-1364292,-1383666,--,-8246,-1356446,--,-7846,-7.32
3312,弘憶國際,13607871,13126684,481187,--,--,481187,385326,--,95861,-16989,78872,36069,42803,--,--,42803,23204,--,66007,40547,--,2256,59402,--,6605,0.45
3315,宣昶,6704438,6274109,430329,--,--,430329,374486,--,55843,34735,90578,20606,69972,--,--,69972,49797,--,119769,69972,--,--,119769,--,--,1
3338,泰碩電子,1947437,1493336,454101,--,--,454101,321467,--,132634,2928,135562,16039,119523,--,--,119523,4119,--,123642,119523,--,--,123642,--,--,1.71
3356,奇偶科技,1663678,776319,887359,--,--,887359,454697,--,432662,32,432694,71306,361388,--,--,361388,3918,--,365306,362559,--,-1171,366476,--,-1170,5.18
3376,新日興,5792255,4269572,1522683,--,--,1522683,689006,--,833677,131140,964817,224379,740438,--,--,740438,21759,--,762197,742248,--,-1810,764007,--,-1810,4.16
3380,明泰科技,16997646,14626356,2371290,--,--,2371290,2072979,--,298311,23157,321468,40643,280825,--,--,280825,5545,--,286370,280825,--,--,286370,--,--,0.58
3383,新世紀,3269463,2718419,551044,--,--,551044,404343,--,146701,6719,153420,20379,133041,--,--,133041,3044,--,136085,159783,--,-26742,159696,--,-23611,0.52
3406,玉晶光,7103858,6628006,475852,--,--,475852,1195518,--,-719666,-73521,-793187,-127647,-665540,--,--,-665540,2842,--,-662698,-662616,--,-2924,-659546,--,-3152,-6.64
3416,融程電訊,1102909,702855,400054,--,--,400054,221392,--,178662,18995,197657,27457,170200,--,--,170200,-629,--,169571,170200,--,0,169571,--,0,3.07
3419,譁裕實業,1516944,1251776,265168,--,--,265168,328005,708,-62129,3526,-58603,-261,-58342,22847,--,-35495,-2822,--,-38317,-35495,0,0,-38317,0,0,-0.29
3432,台端,957434,725500,231934,--,--,231934,208922,--,23012,3195,26207,7473,18734,--,--,18734,14082,--,32816,18734,--,--,32816,--,--,0.29
3437,榮創,5157867,4280476,877391,--,--,877391,460530,--,416861,16291,433152,103616,329536,--,--,329536,611,--,330147,329536,--,--,330147,--,--,2.45
3443,創意電子,5334287,3917841,1416446,--,--,1416446,1030308,--,386138,31537,417675,71191,346484,--,--,346484,1886,--,348370,346484,--,--,348370,--,--,2.59
3450,聯鈞,5218656,4009202,1209454,--,--,1209454,370992,--,838462,76548,915010,162495,752515,--,--,752515,9977,--,762492,566115,--,186400,569921,--,192571,7.39
3454,晶睿,2906003,1654552,1251451,--,--,1251451,931344,--,320107,23319,343426,44897,298529,--,--,298529,5154,--,303683,310069,--,-11540,315223,--,-11540,4.23
3474,華亞科,61941606,28162532,33779074,--,--,33779074,827668,--,32951406,538683,33490089,304,33489785,--,--,33489785,--,--,33489785,--,--,--,--,--,--,5.31
3481,群創光電,313714890,281718933,31995957,--,--,31995957,15356661,--,16639296,-5313604,11325692,803136,10522556,--,--,10522556,655138,--,11177694,10522329,--,227,11186607,--,-8913,1.14
3494,誠研科技,1712731,1250728,462003,--,--,462003,394936,--,67067,12200,79267,29234,50033,--,--,50033,-85678,--,-35645,55853,--,-5820,-29825,--,-5820,0.32
3501,維熹科技,3844922,2988367,856555,--,--,856555,533259,--,323296,63175,386471,92854,293617,--,--,293617,33873,--,327490,297930,--,-4313,329601,--,-2111,2.62
3504,揚明光學,3636973,2700537,936436,--,--,936436,830755,--,105681,63233,168914,53279,115635,--,--,115635,29835,--,145470,115635,--,0,145470,--,0,1.01
3514,昱晶能源,11563505,10937346,626159,--,0,626159,512661,-7887,105611,-265229,-159618,11544,-171162,--,--,-171162,7582,--,-163580,--,--,--,--,--,--,-0.42
3515,華擎,6994669,5633367,1361302,--,--,1361302,874037,--,487265,-64429,422836,45107,377729,--,--,377729,75180,--,452909,390624,--,-12895,465804,--,-12895,3.4
3518,柏騰科技,915372,773418,141954,--,--,141954,295298,--,-153344,-46359,-199703,15425,-215128,--,--,-215128,14533,--,-200595,-215128,--,0,-200595,--,0,-2.53
3519,綠能,11033715,11309757,-276042,--,--,-276042,504023,--,-780065,-232211,-1012276,-5693,-1006583,--,--,-1006583,13887,--,-992696,-1031710,0,25127,-1024349,0,31653,-2.74
3532,台勝科,8383028,7282858,1100170,--,--,1100170,242130,--,858040,21558,879598,153908,725690,--,--,725690,-26,--,725664,--,--,--,--,--,--,0.94
3533,嘉澤端子,6224953,4034655,2190298,--,--,2190298,1263889,--,926409,134149,1060558,287663,772895,--,--,772895,68259,--,841154,775807,--,-2912,844066,--,-2912,8.3
3535,晶彩科,497947,333690,164257,--,--,164257,156618,--,7639,4542,12181,2760,9421,--,--,9421,105,--,9526,9421,--,--,9526,--,--,0.12
3536,誠創科技,1036357,949410,86947,--,--,86947,156834,--,-69887,-403206,-473093,4340,-477433,--,--,-477433,9122,--,-468311,-482085,--,4652,-474693,--,6382,-2.74
3545,旭曜,7919498,6808923,1110575,--,--,1110575,880936,--,229639,2128,231767,34212,197555,--,--,197555,0,--,197555,197555,0,--,197555,0,0,1.42
3550,聯穎,3124765,2631116,493649,--,--,493649,363755,--,129894,7189,137083,42013,95070,--,--,95070,11179,--,106249,91879,--,3191,102323,--,3926,1.08
3557,嘉威光電,621619,624967,-3348,--,--,-3348,106218,2513,-107053,2141,-104912,10000,-114912,--,--,-114912,528,--,-114384,-111666,--,-3246,-111138,--,-3246,-1.02
3559,全智科,930596,661172,269424,--,--,269424,123227,--,146197,8148,154345,29002,125343,--,--,125343,0,--,125343,--,--,--,--,--,--,1.06
3561,昇陽科,7310802,6778915,531887,--,--,531887,340544,--,191343,-43765,147578,36,147542,--,--,147542,-113608,--,33934,147552,--,-10,33937,--,-3,0.42
3573,穎台,3411399,2993209,418190,--,--,418190,460232,--,-42042,-51340,-93382,530,-93912,--,--,-93912,264,--,-93648,-93912,--,--,-93648,--,--,-0.65
3576,新日光,20550718,19036281,1514437,0,172243,1686680,1199450,76714,563944,35316,599260,-17394,616654,--,--,616654,9363,--,626017,611279,--,5375,612136,--,13881,0.78
3579,尚志,11570981,11810911,-239930,--,--,-239930,548504,--,-788434,-221068,-1009502,22926,-1032428,--,--,-1032428,-2566,--,-1034994,-250288,0,-782140,-258397,0,-776597,-2.17
3583,辛耘,1878498,1230804,647694,--,--,647694,499708,--,147986,3479,151465,35708,115757,--,--,115757,1176,--,116933,115757,--,--,116933,--,--,1.43
3584,介面光電,7161294,7068759,92535,--,--,92535,569229,--,-476694,3927,-472767,21693,-494460,--,--,-494460,6393,--,-488067,-494460,--,--,-488067,--,--,-3.59
3588,通嘉,817482,525234,292248,--,0,292248,208106,--,84142,14005,98147,14277,83870,--,--,83870,235,--,84105,83870,--,--,84105,--,--,1.86
3591,艾笛森,2286156,1967776,318380,--,--,318380,349473,--,-31093,32304,1211,14696,-13485,--,--,-13485,10623,--,-2862,-7974,--,-5511,1523,--,-4385,-0.06
3593,力銘,55174,106352,-51178,--,--,-51178,75194,--,-126372,22547,-103825,11967,-115792,--,--,-115792,3521,--,-112271,-115792,--,--,-112271,--,--,-1.03
3596,智易科技,12460847,10456284,2004563,--,--,2004563,1408485,--,596078,134946,731024,165730,565294,--,--,565294,6047,--,571341,479578,--,85716,486811,--,84530,2.93
3598,奕力,7348684,6100215,1248469,--,--,1248469,894641,--,353828,34862,388690,43139,345551,--,--,345551,6068,--,351619,345551,0,0,351619,0,0,4.85
3605,宏致,3113662,2151451,962211,--,--,962211,696429,--,265782,244950,510732,114918,395814,--,--,395814,-83337,--,312477,395814,--,--,312477,--,--,3.22
3607,谷崧,6175546,5285985,889561,--,--,889561,543364,17523,363720,59259,422979,147123,275856,--,--,275856,78731,--,354587,267685,--,8171,343394,--,11193,2.25
3617,碩天科技,3823641,2240897,1582744,0,0,1582744,1276967,--,305777,45861,351638,63225,288413,--,--,288413,5590,--,294003,291135,--,-2722,295440,--,-1437,3.65
3622,洋華,4144469,4258345,-113876,--,--,-113876,735407,--,-849283,-42208,-891491,25515,-917006,5991,--,-911015,38091,--,-872924,-904798,--,-6217,-866707,--,-6217,-5.98
3645,達邁,1050395,769765,280630,--,--,280630,121883,--,158747,7113,165860,32234,133626,--,--,133626,56,--,133682,141966,--,-8340,142022,--,-8340,1.21
3653,健策,2840548,2074788,765760,--,--,765760,424967,0,340793,39891,380684,52677,328007,--,--,328007,18579,--,346586,328007,0,0,346586,0,0,3.09
3661,F- 世芯,3466587,2800365,666222,--,--,666222,443809,--,222413,4683,227096,25805,201291,--,--,201291,33391,--,234682,201291,--,--,234682,--,--,3.71
3665,F-貿聯,5564277,3969741,1594536,--,--,1594536,982417,--,612119,-13745,598374,149773,448601,--,--,448601,-6666,--,441935,448601,--,--,441935,--,--,5.34
3669,圓展,1425367,709978,715389,--,--,715389,652602,--,62787,3910,66697,14892,51805,--,--,51805,6477,--,58282,51805,--,--,58282,--,--,0.53
3673,F-TPK,89935995,82361121,7574874,--,--,7574874,7499835,--,75039,-68752,6287,-378903,385190,--,--,385190,813853,--,1199043,210840,--,174350,1004904,--,194139,0.64
3679,新至陞,2921857,2387914,533943,--,--,533943,286064,--,247879,43742,291621,90785,200836,--,--,200836,29221,--,230057,200836,--,--,230057,--,--,2.53
3682,亞太電信,12362961,8443716,3919245,--,--,3919245,3518738,--,400507,94023,494530,66591,427939,--,--,427939,--,--,427939,427939,--,--,427939,--,--,0.12
3686,達能,1383207,1681632,-298425,--,--,-298425,68899,--,-367324,-18741,-386065,-31084,-354981,--,--,-354981,1145,--,-353836,--,--,--,--,--,--,-1.03
3694,海華科技,4097162,3777649,319513,--,--,319513,737804,--,-418291,7120,-411171,17085,-428256,--,--,-428256,11243,--,-417013,-428256,--,--,-417013,--,--,-3.3
3698,隆達,11187959,9536085,1651874,--,--,1651874,994566,--,657308,-83724,573584,79860,493724,--,--,493724,4800,--,498524,506854,--,-13130,511631,--,-13107,0.96
3701,大眾投控,10823465,9585587,1237878,--,--,1237878,1407511,--,-169633,-146088,-315721,62483,-378204,--,--,-378204,116063,--,-262141,-227525,--,-150679,-121817,--,-140324,0.71
3702,大聯大,335396240,319970511,15425729,--,--,15425729,9264031,--,6161698,-693321,5468377,1002695,4465682,--,--,4465682,880145,--,5345827,4461307,--,4375,5340184,--,5643,2.69
3703,欣陸投控,15712748,13435140,2277608,--,--,2277608,1028156,--,1249452,30639,1280091,185199,1094892,--,--,1094892,-784640,--,310252,1086958,--,7934,302151,--,8101,1.23
3704,合勤控,15508099,11507495,4000604,--,--,4000604,3435821,--,564783,-125020,439763,150746,289017,--,--,289017,-33493,--,255524,286246,--,2771,250908,--,4616,0.6
3705,永信,4295651,2338276,1957375,--,--,1957375,1362591,--,594784,126373,721157,157061,564096,--,--,564096,31198,--,595294,560438,--,3658,589414,--,5880,2.21
3706,神達,30233050,26115524,4117526,--,--,4117526,4516425,--,-398899,1096259,697360,205192,492168,--,--,492168,107764,--,599932,492285,--,-117,600049,--,-117,0.67
4104,佳醫,4316913,3444809,872104,34721,33919,871302,602294,--,269008,110125,379133,84400,294733,--,--,294733,100230,--,394963,232952,--,61781,309149,--,85814,2.06
4106,雃博,1720631,921974,798657,--,--,798657,580916,--,217741,11346,229087,60887,168200,--,--,168200,2414,--,170614,156921,--,11279,158798,--,11816,1.88
4108,懷特,83576,81382,2194,0,0,2194,239798,0,-237604,-5537,-243141,24,-243165,--,--,-243165,-13017,--,-256182,-225580,--,-17585,-238597,--,-17585,-1.38
4119,旭富製藥,1158399,782140,376259,--,--,376259,142743,--,233516,33368,266884,49420,217464,--,--,217464,26,--,217490,217464,--,--,217490,--,--,3.15
4133,亞諾法,327735,162104,165631,--,--,165631,121462,--,44169,6507,50676,8293,42383,--,--,42383,0,--,42383,--,--,--,--,--,--,0.71
4137,F-麗豐,2153050,400589,1752461,0,0,1752461,1119100,--,633361,85525,718886,184580,534306,--,--,534306,-4449,--,529857,534306,--,--,529857,--,--,6.72
4141,F - 龍燈,7260903,4520850,2740053,--,--,2740053,2162212,0,577841,-265572,312269,58750,253519,--,--,253519,-42481,--,211038,253519,0,0,211038,0,0,1.92
4142,國光生技,332475,433424,-100949,--,--,-100949,297166,--,-398115,-29629,-427744,-40197,-387547,--,--,-387547,-4741,--,-392288,-385581,--,-1966,-390322,--,-1966,-1.9
4144,F-康聯,1581658,769854,811804,--,--,811804,548731,--,263073,209791,472864,90514,382350,--,--,382350,-246191,--,136159,338164,--,44186,95406,--,40753,4.34
4164,承業醫,1355300,961983,393317,--,--,393317,180181,--,213136,-27212,185924,28881,157043,--,--,157043,43438,--,200481,158561,--,-1518,201999,--,-1518,1.22
4306,炎洲,15121864,13538144,1583720,--,--,1583720,1238814,--,344906,282531,627437,141256,486181,--,--,486181,23667,--,509848,180648,--,305533,194251,--,315597,0.35
4414,如興,1893722,1591157,302565,--,--,302565,224519,--,78046,-15572,62474,26309,36165,--,--,36165,9999,--,46164,37977,--,-1812,47976,--,-1812,0.38
4426,利勤實業,975453,628696,346757,--,--,346757,160728,--,186029,1543,187572,33047,154525,--,--,154525,139,--,154664,154525,--,--,154664,--,--,2.02
4526,東台,6791023,5065800,1725223,--,--,1725223,1198665,--,526558,151931,678489,128908,549581,--,--,549581,20717,--,570298,482501,--,67080,502671,--,67627,2.1
4532,瑞智精密,14335845,11818012,2517833,--,--,2517833,1203440,--,1314393,89836,1404229,408996,995233,--,--,995233,75453,--,1070686,888326,--,106907,946386,--,124300,1.9
4536,拓凱,4842675,3560178,1282497,--,--,1282497,773950,--,508547,9578,518125,78732,439393,0,--,439393,34590,--,473983,388618,--,50775,420438,--,53545,4.28
4722,國精化學,3648641,3232891,415750,--,--,415750,288464,--,127286,10523,137809,31270,106539,--,--,106539,6722,--,113261,106539,--,--,113261,--,--,1.21
4725,信昌化,18870870,18674589,196281,--,--,196281,369154,--,-172873,-82735,-255608,-32543,-223065,--,--,-223065,60788,--,-162277,--,--,--,--,--,--,-0.76
4733,上緯企業,3967331,3121560,845771,--,--,845771,412361,--,433410,226897,660307,92579,567728,--,--,567728,14866,--,582594,571243,--,-3515,586109,--,-3515,6.92
4737,華廣,1059753,655085,404668,--,--,404668,322371,--,82297,-42044,40253,24633,15620,--,--,15620,-448,--,15172,15620,--,--,15172,--,--,0.36
4746,台耀,1970683,1410721,559962,--,--,559962,321818,--,238144,7252,245396,41544,203852,--,--,203852,77867,--,281719,203852,--,--,281719,--,--,2.42
4755,三福化工,2647560,2419603,227957,--,--,227957,197000,--,30957,88866,119823,13726,106097,--,--,106097,5798,--,111895,106097,--,--,111895,--,--,1.2
4904,遠傳,68135517,39378770,28756747,--,--,28756747,16479096,--,12277651,-792754,11484897,1979628,9505269,--,--,9505269,-39265,--,9466004,9436318,--,68951,9397110,--,68894,2.9
4906,正文,12890371,11530516,1359855,--,--,1359855,1480557,--,-120702,252760,132058,44357,87701,-25293,--,62408,57143,--,119551,62408,--,--,119551,--,--,0.2
