公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1609,大亞電線,12060639,11630061,430578,--,--,430578,630157,--,-199579,219055,19476,15975,3501,--,--,3501,2819,--,6320,-18300,--,21801,-22611,--,28931,-0.03
1611,中電,2115395,1607072,508323,0,1247,509570,420416,--,89154,-111760,-22606,-23497,891,--,--,891,-12092,--,-11201,1769,--,-878,-10323,--,-878,0
1612,宏泰,3014799,2860531,154268,--,--,154268,145305,--,8963,237702,246665,28669,217996,--,--,217996,-16244,--,201752,209450,--,8546,193202,--,8550,0.65
1613,台一,34042507,33412839,629668,--,--,629668,489904,--,139764,-333688,-193924,3535,-197459,--,--,-197459,-15015,--,-212474,-198465,--,1006,-214048,--,1574,-0.87
1614,三洋電,4234726,3500927,733799,--,--,733799,511206,--,222593,-12765,209828,36911,172917,--,--,172917,-11774,--,161143,169559,--,3358,157787,--,3356,0.65
1615,大山,2021076,1919272,101804,--,--,101804,78912,--,22892,51496,74388,6683,67705,--,--,67705,-289,--,67416,67705,--,--,67416,--,--,0.61
1616,億泰,2906053,2854596,51457,--,--,51457,162030,--,-110573,-27859,-138432,-23390,-115042,--,--,-115042,935,--,-114107,-115042,--,--,-114107,--,--,-0.61
1617,榮星電線,2725020,2492387,232633,--,--,232633,173913,--,58720,-2241,56479,13893,42586,--,--,42586,4588,--,47174,43271,--,-685,47195,--,-21,0.3
1618,合機公司,1522602,1497698,24904,--,--,24904,90230,--,-65326,61124,-4202,-1158,-3044,--,--,-3044,-114498,--,-117542,-3044,--,0,-117542,--,0,-0.01
1626,F-艾美,9663282,7968669,1694613,9725,12393,1697281,1834802,0,-137521,-95798,-233319,2656,-235975,--,--,-235975,68395,--,-167580,-235975,0,--,-167580,--,--,-1.93
1701,中化,3926260,2690385,1235875,--,--,1235875,973754,--,262121,31406,293527,69756,223771,--,--,223771,90808,--,314579,221204,--,2567,312554,--,2025,0.74
1702,南僑化工,11023916,7390437,3633479,--,--,3633479,2477237,--,1156242,14335,1170577,409350,761227,--,--,761227,28776,--,790003,715187,--,46040,743793,--,46210,2.88
1704,榮化,34334510,33742876,591634,--,--,591634,2005055,--,-1413421,-10996768,-12410189,22240,-12432429,--,--,-12432429,263790,--,-12168639,-7850406,--,-4582023,-7586308,--,-4582331,-9.2
1707,葡萄王,4524940,536546,3988394,--,--,3988394,2870596,--,1117798,50226,1168024,208330,959694,--,--,959694,-469,--,959225,651093,--,308601,650624,--,308601,5
1708,東鹼,3078803,2109610,969193,--,--,969193,375236,--,593957,41066,635023,131007,504016,--,--,504016,20069,--,524085,499785,--,4231,519589,--,4496,2.87
1709,和益化工,8707771,7921336,786435,--,--,786435,569366,--,217069,8197,225266,46803,178463,--,--,178463,3674,--,182137,164801,--,13662,168475,--,13662,0.38
1710,東聯,10752850,9780531,972319,--,--,972319,547339,--,424980,-158028,266952,23719,243233,--,--,243233,84759,--,327992,272151,--,-28918,342445,--,-14453,0.31
1711,永光化學,7581023,5746696,1834327,--,--,1834327,1159149,--,675178,55861,731039,134189,596850,--,--,596850,43502,--,640352,584753,--,12097,626135,--,14217,1.18
1712,興農,13143867,9978261,3165606,--,--,3165606,2662862,--,502744,-10907,491837,85901,405936,--,--,405936,-3220,--,402716,401221,--,4715,398001,--,4715,1.2
1713,國化,548132,455587,92545,--,--,92545,45795,--,46750,26467,73217,10018,63199,--,--,63199,-733,--,62466,--,--,--,--,--,--,0.42
1714,和桐化學,41452475,39477399,1975076,--,--,1975076,1565477,--,409599,-424327,-14728,148116,-162844,--,--,-162844,87176,--,-75668,40529,--,-203373,98257,--,-173925,0.04
1715,萬洲化學,8274721,7241551,1033170,--,--,1033170,745160,--,288010,519687,807697,151343,656354,--,--,656354,33045,--,689399,625782,--,30572,657356,--,32043,1.59
1717,長興材料,30058858,24320921,5737937,--,--,5737937,3554170,--,2183767,43248,2227015,534427,1692588,--,--,1692588,86150,--,1778738,1679779,--,12809,1762280,--,16458,1.64
1720,生達化學,2420625,1360205,1060420,--,--,1060420,754102,--,306318,55702,362020,55969,306051,0,--,306051,23784,--,329835,300431,--,5620,324215,--,5620,1.68
1721,三晃,1185517,1089940,95577,--,--,95577,118982,--,-23405,29681,6276,0,6276,--,--,6276,3114,--,9390,6276,--,--,9390,--,--,0.08
1722,台肥,10224766,10274740,-49974,--,--,-49974,823107,--,-873081,1170849,297768,60351,237417,--,--,237417,130724,--,368141,237417,--,--,368141,--,--,0.24
1723,中碳,7093850,4751058,2342792,--,--,2342792,329905,--,2012887,135703,2148590,316552,1832038,--,--,1832038,101690,--,1933728,1829650,--,2388,1931460,--,2268,7.95
1724,台硝,947531,826959,120572,--,--,120572,103864,6953,23661,-9894,13767,4272,9495,--,--,9495,1122,--,10617,9495,--,0,10617,--,0,0.07
1725,元禎,7889031,7576744,312287,--,--,312287,168084,--,144203,16289,160492,23962,136530,--,--,136530,99049,--,235579,136530,--,0,235579,--,0,0.75
1726,永記造漆,6120736,4394297,1726439,--,--,1726439,751871,0,974568,-15474,959094,173339,785755,--,--,785755,737,--,786492,785755,--,0,786492,--,0,4.85
1727,中華化學,1634059,1403450,230609,--,--,230609,139588,--,91021,-1803,89218,14573,74645,--,--,74645,465,--,75110,73924,--,721,74350,--,760,0.7
1729,必翔實業,781040,579120,201920,--,--,201920,275909,--,-73989,21537,-52452,-61919,9467,--,--,9467,12672,--,22139,37546,--,-28079,49958,--,-27819,0.2
1730,花仙子,1105372,593860,511512,--,--,511512,425651,--,85861,13867,99728,21882,77846,--,--,77846,5923,--,83769,77846,0,--,83769,0,--,1.46
1731,美吾華,912188,498618,413570,0,0,413570,367542,29,46057,30541,76598,11654,64944,--,--,64944,-2075,--,62869,64944,--,--,62869,--,--,0.49
1732,毛寶,422691,259179,163512,--,--,163512,168323,--,-4811,1320,-3491,-139,-3352,--,--,-3352,1005,--,-2347,-3352,--,--,-2347,--,--,-0.08
1733,五鼎,1293582,914732,378850,0,--,378850,165044,--,213806,6418,220224,34695,185529,--,--,185529,1080,--,186609,189140,--,-3611,190250,--,-3641,1.92
1734,杏輝藥品,1940971,1168013,772958,--,--,772958,670847,--,102111,28483,130594,74599,55995,--,--,55995,462,--,56457,109081,--,-53086,109259,--,-52802,0.68
1735,日勝化,3352658,2943828,408830,--,--,408830,353376,--,55454,-20365,35089,22898,12191,--,--,12191,8339,--,20530,24888,--,-12697,33038,--,-12508,0.25
1736,喬山健康,11169800,5978773,5191027,--,--,5191027,4445992,--,745035,99475,844510,145259,699251,--,--,699251,-34428,--,664823,698734,--,517,664306,--,517,2.31
1737,臺鹽,1951032,1265275,685757,--,--,685757,553813,--,131944,52333,184277,23017,161260,--,--,161260,-7060,--,154200,161260,--,--,154200,--,--,0.81
1762,中化合成,654282,446793,207489,--,--,207489,205077,--,2412,11213,13625,-665,14290,--,--,14290,-11106,--,3184,14200,--,90,3089,--,95,0.18
1773,勝一化工,5482071,4597860,884211,--,--,884211,481783,--,402428,66718,469146,78902,390244,--,--,390244,4451,--,394695,390244,--,0,394695,--,0,2.6
1783,和康生技,191517,110598,80919,--,--,80919,87733,--,-6814,6291,-523,44,-567,0,--,-567,34,--,-533,-567,--,0,-533,--,0,-0.01
1786,科妍,123854,59007,64847,--,--,64847,72303,--,-7456,7789,333,0,333,--,--,333,--,--,333,333,--,--,333,--,--,0.01
1789,台灣神隆,3247529,1941301,1306228,--,--,1306228,797620,--,508608,19069,527677,48379,479298,--,--,479298,6094,--,485392,479298,--,0,485392,--,0,0.68
1802,台玻,30896664,28452341,2444323,--,--,2444323,3834182,4831,-1385028,572954,-812074,75837,-887911,--,--,-887911,500580,--,-387331,-531579,--,-356332,-74899,--,-312432,-0.22
1805,寶徠,971740,834833,136907,--,--,136907,107638,--,29269,-342,28927,0,28927,--,--,28927,0,--,28927,28927,--,--,28927,--,--,0.36
1806,冠軍,5093771,3472393,1621378,--,--,1621378,1237002,--,384376,-606700,-222324,121745,-344069,--,--,-344069,-6182,--,-350251,-344069,--,0,-350251,--,0,-0.79
1808,潤隆,2728937,2131580,597357,--,--,597357,263435,--,333922,-36773,297149,12228,284921,--,--,284921,0,--,284921,--,--,--,--,--,--,1.6
1809,中釉,2737630,2136475,601155,--,--,601155,424322,4247,181080,9572,190652,47209,143443,--,--,143443,16837,--,160280,126894,--,16549,141586,--,18694,0.67
1810,和成,4474932,3260664,1214268,--,--,1214268,1091801,--,122467,112944,235411,53529,181882,--,--,181882,116393,--,298275,178650,--,3232,294571,--,3704,0.49
1817,凱撒衛浴,1386246,969474,416772,--,--,416772,250658,0,166114,-380,165734,39286,126448,--,--,126448,9220,--,135668,126448,--,--,135668,--,--,1.74
1902,台紙,4983094,4527713,455381,--,--,455381,469700,--,-14319,93450,79131,24485,54646,--,--,54646,35017,--,89663,41368,--,13278,71225,--,18438,0.1
1903,士紙,1250819,1164285,86534,--,--,86534,253722,--,-167188,-45066,-212254,0,-212254,0,--,-212254,184572,--,-27682,-212254,--,0,-27682,--,0,-0.82
1904,正隆,31888968,26753672,5135296,--,--,5135296,4501968,--,633328,-616004,17324,151645,-134321,--,--,-134321,-237276,--,-371597,425755,--,-560076,255751,--,-627348,0.4
1905,華紙,15505308,14673606,831702,--,--,831702,1166861,32637,-302522,92404,-210118,903,-211021,--,--,-211021,652794,--,441773,-190100,--,-20921,434597,--,7176,-0.15
1906,寶隆,327876,269007,58869,--,--,58869,60683,--,-1814,224517,222703,10719,211984,--,--,211984,156795,--,368779,195390,--,16594,355212,--,13567,1.31
1907,永豐餘,44425254,37844598,6580656,--,--,6580656,6349329,32637,263964,289919,553883,325606,228277,--,--,228277,5414045,--,5642322,163022,--,65255,5302711,--,339611,0.1
1909,榮成,20360407,16377764,3982643,--,--,3982643,2128201,--,1854442,-614406,1240036,342873,897163,--,--,897163,217329,--,1114492,870765,--,26398,1084504,--,29988,1.1
2002,中鋼,276845574,246282357,30563217,--,0,30563217,10303130,--,20260087,5300,20265387,3171880,17093507,--,--,17093507,770314,--,17863821,15401923,--,1691584,15837722,--,2026099,1
2006,東和鋼鐵,26450049,24361063,2088986,--,--,2088986,1159643,--,929343,389767,1319110,183753,1135357,--,--,1135357,-145239,--,990118,1142860,--,-7503,996935,--,-6817,1.14
2007,燁興公司,5439052,5590389,-151337,--,--,-151337,198865,--,-350202,-112870,-463072,2581,-465653,--,--,-465653,820,--,-464833,-465653,--,0,-464833,--,0,-0.74
2008,高興昌,1025246,1126400,-101154,--,--,-101154,98681,--,-199835,11842,-187993,115328,-303321,--,--,-303321,-69492,--,-372813,--,--,--,--,--,--,-1.1
2009,第一伸銅,3093966,3079295,14671,--,--,14671,52918,--,-38247,187441,149194,13134,136060,--,--,136060,-205490,--,-69430,--,--,--,--,--,--,0.38
2010,春源鋼鐵,15472713,14490738,981975,--,--,981975,700333,--,281642,99519,381161,36197,344964,--,--,344964,-40269,--,304695,363141,--,-18177,335910,--,-31215,0.56
2012,春雨,6809466,5761394,1048072,--,--,1048072,861544,--,186528,-33393,153135,50560,102575,--,--,102575,-56374,--,46201,70847,--,31728,10767,--,35434,0.27
2013,中鋼構,12966353,12603308,363045,--,--,363045,282882,--,80163,125112,205275,26768,178507,--,--,178507,-3146,--,175361,178507,--,--,175361,--,--,0.92
2014,中鴻,29002021,27973970,1028051,--,--,1028051,767003,--,261048,-35167,225881,-338,226219,--,--,226219,-36014,--,190205,226219,--,--,190205,--,--,0.16
2015,豐興鋼鐵,22687815,20854478,1833337,--,--,1833337,555311,--,1278026,117790,1395816,219497,1176319,--,--,1176319,-48301,--,1128018,1176319,--,0,1128018,--,0,2.02
2017,官田鋼,4544744,4201731,343013,--,--,343013,283561,-220,59232,-18810,40422,35902,4520,--,--,4520,-8821,--,-4301,-113742,--,118262,-122563,--,118262,-0.3
2020,美亞鋼管,4296223,3723526,572697,--,--,572697,246722,--,325975,-7912,318063,40907,277156,--,--,277156,-42186,--,234970,255772,--,21384,208283,--,26687,0.98
2022,聚亨,6599077,6179210,419867,--,--,419867,389076,--,30791,37698,68489,8625,59864,--,--,59864,228314,--,288178,39002,--,20862,277080,--,11098,0.07
2023,燁輝,45248062,41972890,3275172,--,--,3275172,2217654,--,1057518,-193869,863649,279706,583943,--,--,583943,94996,--,678939,807401,--,-223458,894918,--,-215979,0.48
2024,志聯工業,1327540,1162912,164628,--,--,164628,75863,--,88765,-5738,83027,3006,80021,39088,--,119109,-6244,--,112865,121260,0,-2151,116955,--,-4090,1.11
2025,千興,3995755,3882004,113751,--,--,113751,82678,-1250,29823,8125,37948,0,37948,--,--,37948,23330,--,61278,37946,--,2,61273,--,5,0.13
2027,大成鋼,38196508,31130506,7066002,--,--,7066002,3991715,1670,3075957,-522214,2553743,702814,1850929,--,--,1850929,254161,--,2105090,1668137,--,182792,1859647,--,245443,2.17
2028,威致鋼鐵,7434633,7640304,-205671,--,--,-205671,199180,--,-404851,-66455,-471306,0,-471306,--,--,-471306,--,--,-471306,--,--,--,--,--,--,-1.67
2029,盛餘,12096448,10781195,1315253,0,577,1315830,681452,--,634378,-229299,405079,128234,276845,--,--,276845,34,--,276879,279562,--,-2717,279081,--,-2202,0.87
2030,彰源,10479485,9286154,1193331,--,--,1193331,686504,--,506827,-104200,402627,80832,321795,--,--,321795,25495,--,347290,321795,--,0,347290,--,0,1.25
2031,新光鋼,6865704,6395108,470596,--,--,470596,171346,71194,370444,-107086,263358,44139,219219,--,--,219219,-31579,--,187640,224708,--,-5489,193122,--,-5482,0.81
2032,新鋼工業,2587537,2439929,147608,--,--,147608,85163,--,62445,10180,72625,18536,54089,--,--,54089,0,--,54089,--,--,--,--,--,--,0.41
2033,佳大世界,604048,539690,64358,--,--,64358,64261,--,97,-14474,-14377,-351,-14026,--,--,-14026,16641,--,2615,--,--,--,--,--,--,-0.17
2034,允強,19947709,18161982,1785727,--,--,1785727,837644,--,948083,18701,966784,127510,839274,0,--,839274,-712,--,838562,839274,--,0,838562,--,0,2.27
2038,海光企業,8786478,8701641,84837,--,--,84837,135112,--,-50275,2900,-47375,-7546,-39829,--,--,-39829,0,--,-39829,-43188,--,3359,-43188,--,3359,-0.25
2049,上銀科技,10790287,6587911,4202376,--,--,4202376,2108375,--,2094001,-46419,2047582,532187,1515395,--,--,1515395,-43943,--,1471452,1623042,--,-107647,1579099,--,-107647,6.21
2059,川湖,3076383,1403621,1672762,--,--,1672762,408072,--,1264690,162821,1427511,253502,1174009,--,--,1174009,1683,--,1175692,1174009,--,--,1175692,--,--,12.32
2062,橋椿,4532440,3535964,996476,--,--,996476,498301,--,498175,19586,517761,111955,405806,--,--,405806,52467,--,458273,405806,0,0,458273,0,0,2.49
2101,南港輪胎,9745803,7979546,1766257,--,--,1766257,1070492,-39339,656426,-138564,517862,197061,320801,--,--,320801,62831,--,383632,320801,--,0,383632,--,0,0.38
2102,泰豐輪胎,5850375,4564968,1285407,--,--,1285407,829220,--,456187,-1688,454499,116683,337816,--,--,337816,23390,--,361206,337816,--,0,361206,--,0,0.76
2103,台橡,23947687,20945719,3001968,--,--,3001968,1682611,148737,1468094,-313459,1154635,237710,916925,--,--,916925,206621,--,1123546,839449,--,77476,1050330,--,73216,1.02
2104,中橡,16872945,14128513,2744432,--,--,2744432,1267579,--,1476853,1962561,3439414,919944,2519470,--,--,2519470,187583,--,2707053,2502740,--,16730,2682408,--,24645,4.64
2105,正新,98427287,71543828,26883459,--,--,26883459,10616671,--,16266788,-400628,15866160,4086995,11779165,--,--,11779165,564467,--,12343632,11703410,--,75755,12250135,--,93497,3.61
2106,建大,25417194,18747394,6669800,--,--,6669800,3253824,--,3415976,98174,3514150,811793,2702357,--,--,2702357,253948,--,2956305,2702357,0,--,2956305,0,--,3.31
2107,厚生,4677968,1417963,3260005,--,--,3260005,257134,--,3002871,86461,3089332,238844,2850488,--,--,2850488,-78157,--,2772331,2850488,--,0,2772331,--,0,5.73
2108,南帝化工,6031013,5279510,751503,--,--,751503,611817,--,139686,40910,180596,42422,138174,--,--,138174,9471,--,147645,118521,--,19653,128154,--,19491,0.29
2109,華豐橡膠,5098537,3918788,1179749,--,--,1179749,711741,--,468008,-27970,440038,111394,328644,--,--,328644,77651,--,406295,233924,--,94720,279110,--,127185,0.69
2114,鑫永銓,1554078,1019821,534257,--,--,534257,116774,--,417483,16660,434143,76851,357292,--,--,357292,-50,--,357242,357292,--,--,357242,--,--,5.29
2115,F-六暉,1952995,1544164,408831,--,--,408831,189651,--,219180,4203,223383,50884,172499,--,--,172499,8911,--,181410,172499,--,--,181410,--,--,2.43
2201,裕隆汽車,87607377,73688366,13919011,--,-4225,13914786,12139696,--,1775090,1937714,3712804,705075,3007729,--,--,3007729,311985,--,3319714,2535337,--,472392,2827665,--,492049,1.73
2204,中華汽車,28478847,23249572,5229275,11337,--,5217938,3262174,--,1955764,810210,2765974,371649,2394325,--,--,2394325,146694,--,2541019,2203274,--,191051,2344031,--,196988,1.62
2206,三陽工業,28173818,24394734,3779084,--,--,3779084,4191733,--,-412649,395556,-17093,237185,-254278,--,--,-254278,193,--,-254085,-234348,--,-19930,-149063,--,-105022,-0.27
2207,和泰汽車,118301593,102634567,15667026,32453,11914,15646487,8256559,--,7389928,2146112,9536040,1535624,8000416,--,--,8000416,122107,--,8122523,7167514,--,832902,7262278,--,860245,13.12
2208,台船公司,18419285,17830966,588319,--,--,588319,337399,--,250920,33355,284275,43666,240609,--,--,240609,--,--,240609,239917,--,692,239917,--,692,0.32
2227,裕隆日產,26387324,23080047,3307277,--,--,3307277,2710896,1131,597512,4263571,4861083,941929,3919154,--,--,3919154,254725,--,4173879,3919154,0,0,4173879,0,0,13.06
2228,劍麟,2680592,1851198,829394,--,--,829394,387222,--,442172,40630,482802,119112,363690,--,--,363690,-3437,--,360253,363690,--,--,360253,--,--,5.07
2231,為升,1509282,767884,741398,--,--,741398,181804,--,559594,22538,582132,81688,500444,--,--,500444,3213,--,503657,500349,--,95,503030,--,627,7.03
2301,光寶科技,170583995,148857488,21726507,--,--,21726507,16064845,--,5661662,56786,5718448,1523257,4195191,--,--,4195191,169097,--,4364288,5008974,--,-813783,5154290,--,-790002,2.17
2302,麗正,476661,357343,119318,--,--,119318,131274,--,-11956,-3725,-15681,15,-15696,0,--,-15696,9129,--,-6567,-15696,--,0,-6567,--,0,-0.1
2303,聯電,102776786,81110082,21666704,--,289,21666993,15565672,-557428,5543893,2594079,8137972,1122100,7015872,--,--,7015872,2731621,--,9747493,7578063,--,-562191,10268985,--,-521492,0.61
2305,全友電腦,559031,338461,220570,--,--,220570,272482,--,-51912,192368,140456,27338,113118,--,--,113118,17926,--,131044,115707,--,-2589,133600,--,-2556,0.57
2308,台達電,141106779,102840779,38266000,--,--,38266000,20922898,--,17343102,2891126,20234228,3324973,16909255,0,--,16909255,-102165,--,16807090,15669487,--,1239768,15704271,--,1102819,6.43
2311,日月光,179946732,142800206,37146526,--,--,37146526,17392762,--,19753764,-829573,18924191,2782082,16142109,--,--,16142109,1432133,--,17574242,15736947,--,405162,17123745,--,450497,2.05
2312,金寶電子,38548611,36187018,2361593,--,--,2361593,1530339,--,831254,935419,1766673,-76733,1843406,--,--,1843406,222642,--,2066048,1909818,--,-66412,2129848,--,-63800,1.4
2313,華通,23862886,20594750,3268136,--,--,3268136,1442978,18859,1844017,-199753,1644264,445402,1198862,--,--,1198862,91543,--,1290405,1198862,--,--,1290405,--,--,1.01
2314,台揚科技,4606220,4059464,546756,--,--,546756,858080,--,-311324,-49694,-361018,12381,-373399,--,--,-373399,19279,--,-354120,-369859,--,-3540,-350571,--,-3549,-0.92
2316,楠梓電,5216412,4538733,677679,--,--,677679,428663,--,249016,27923,276939,36456,240483,--,--,240483,32070,--,272553,240483,--,--,272553,--,--,0.76
2317,鴻海,2713067658,2530204418,182863240,--,--,182863240,102653194,--,80210046,19557130,99767176,24687255,75079921,--,--,75079921,40808140,--,115888061,73818020,--,1261901,113239939,--,2648122,5.01
2321,東訊,4941381,4514399,426982,--,--,426982,420240,--,6742,-653,6089,2419,3670,--,--,3670,-40678,--,-37008,-40251,--,43921,-80929,--,43921,-0.14
2323,中環,11928626,11714338,214288,--,--,214288,1459323,--,-1245035,-81752,-1326787,45603,-1372390,--,--,-1372390,283751,--,-1088639,-1359783,--,-12607,-1071911,--,-16728,-0.52
2324,仁寶電腦,599297961,576689002,22608959,--,--,22608959,15274627,--,7334332,-3022836,4311496,1240601,3070895,--,--,3070895,2013223,--,5084118,2687723,--,383172,4697424,--,386694,0.62
2325,矽品,61640526,46431928,15208598,0,--,15208598,5253246,--,9955352,619130,10574482,1855247,8719235,--,--,8719235,2603115,--,11322350,8719235,--,--,11322350,--,--,2.8
2327,國巨,20807638,15315269,5492369,--,--,5492369,2240783,--,3251586,654337,3905923,806729,3099194,--,--,3099194,229513,--,3328707,3073142,--,26052,3304281,--,24426,1.52
2328,廣宇,12470578,11358848,1111730,--,--,1111730,829217,--,282513,179148,461661,137023,324638,--,--,324638,21323,--,345961,213179,--,111459,198371,--,147590,0.41
2329,華泰電子,9837390,8433269,1404121,--,0,1404121,711740,--,692381,-4441,687940,252655,435285,0,--,435285,14152,--,449437,427975,--,7310,442127,--,7310,0.54
2330,台積電,540285390,273127447,267157943,--,13442,267171385,59267830,-235292,207668263,5112891,212781154,28970913,183810241,--,--,183810241,2695851,--,186506092,183908266,--,-98025,186603451,--,-97359,7.09
2331,精英,41782892,37604004,4178888,--,--,4178888,2916517,--,1262371,327249,1589620,478642,1110978,--,--,1110978,165453,--,1276431,1170032,--,-59054,1332133,--,-55702,1.67
2332,友訊科技,21930915,15907125,6023790,--,--,6023790,5860080,--,163710,-20276,143434,99756,43678,--,--,43678,-122003,--,-78325,14329,--,29349,-95989,--,17664,0.02
2337,旺宏,16454101,14176474,2277627,--,89,2277716,6445614,--,-4167898,-16614,-4184512,4157,-4188669,--,--,-4188669,264823,--,-3923846,-4169374,--,-19295,-3904837,--,-19009,-1.19
2338,光罩,1300781,1053851,246930,--,--,246930,216662,--,30268,38518,68786,22998,45788,--,--,45788,-8526,--,37262,42142,--,3646,46798,--,-9536,0.17
2340,光磊,4729327,3472163,1257164,--,--,1257164,708172,--,548992,-6474,542518,116732,425786,--,--,425786,16399,--,442185,425782,--,4,442180,--,5,0.78
2342,茂矽,1360568,1723990,-363422,--,--,-363422,214865,--,-578287,297244,-281043,4307,-285350,--,--,-285350,-171814,--,-457164,-276128,--,-9222,-448236,--,-8928,-0.74
2344,華邦電,28424824,20592871,7831953,--,--,7831953,5303880,--,2528073,122995,2651068,507776,2143292,--,--,2143292,156324,--,2299616,2021387,--,121905,2178595,--,121021,0.55
2345,智邦科技,16551863,13898819,2653044,--,-907,2652137,2409623,--,242514,174511,417025,9391,407634,--,--,407634,52616,--,460250,407645,--,-11,460244,--,6,0.77
2347,聯強國際,246796159,238229309,8566850,--,--,8566850,5087669,--,3479181,1050713,4529894,720721,3809173,--,--,3809173,453709,--,4262882,3639387,--,169786,4226349,--,36533,2.29
2348,海悅,1422125,806613,615512,--,--,615512,211979,--,403533,-9538,393995,--,393995,--,--,393995,--,--,393995,394624,--,-629,394624,--,-629,4.61
2349,錸德科技,8862028,9748446,-886418,--,--,-886418,1488155,--,-2374573,-115242,-2489815,136079,-2625894,--,--,-2625894,-64113,--,-2690007,-2412027,--,-213867,-2421413,--,-268594,-0.94
2351,順德,7387360,6088485,1298875,--,--,1298875,589242,--,709633,6801,716434,153930,562504,--,--,562504,16872,--,579376,509647,--,52857,526519,--,52857,2.83
2352,佳世達,98076888,86869183,11207705,--,--,11207705,8868071,--,2339634,400580,2740214,267135,2473079,--,--,2473079,273248,--,2746327,2156849,--,316230,2337209,--,409118,1.1
2353,宏_,243747167,222166467,21580700,--,--,21580700,19927619,240350,1893431,-169506,1723925,587439,1136486,--,--,1136486,549016,--,1685502,1136485,--,1,1685565,--,-63,0.42
2354,鴻準,44659705,36376946,8282759,--,--,8282759,4207176,--,4075583,669041,4744624,447633,4296991,--,--,4296991,1405820,--,5702811,4315573,--,-18582,5720933,--,-18122,3.14
2355,敬鵬,15790629,13609986,2180643,--,--,2180643,935908,--,1244735,443653,1688388,451806,1236582,--,--,1236582,77971,--,1314553,1248152,--,-11570,1305574,--,8979,3.14
2356,英業達,322928503,306228586,16699917,--,--,16699917,11724441,--,4975476,2134719,7110195,1975965,5134230,--,--,5134230,356837,--,5491067,5201345,--,-67115,5554910,--,-63843,1.45
2357,華碩,339448699,291909886,47538813,--,--,47538813,32015820,--,15522993,3686052,19209045,4050070,15158975,--,--,15158975,11450103,--,26609078,14961605,--,197370,26408969,--,200109,20.14
2358,廷鑫,1353672,1312723,40949,--,--,40949,52853,--,-11904,-62,-11966,-842,-11124,--,--,-11124,0,--,-11124,-11124,--,0,-11124,--,0,-0.13
2359,所羅門,3783082,3046939,736143,--,--,736143,448822,--,287321,89886,377207,94917,282290,--,--,282290,-78080,--,204210,246071,--,36219,165507,--,38703,1.37
2360,致茂電子,7699889,4682154,3017735,--,--,3017735,2042470,--,975265,179373,1154638,172348,982290,--,--,982290,-100429,--,881861,997826,--,-15536,896640,--,-14779,2.66
2361,鴻友科技,158688,115166,43522,0,0,43522,123901,--,-80379,23022,-57357,538,-57895,0,--,-57895,-7563,--,-65458,-57895,--,0,-65458,--,0,-0.8
2362,藍天,14056972,9103894,4953078,--,--,4953078,2910731,--,2042347,268121,2310468,759216,1551252,--,--,1551252,561716,--,2112968,1551252,--,--,2112968,--,--,2.36
2363,矽統科技,361385,245739,115646,--,--,115646,338633,--,-222987,183179,-39808,0,-39808,--,--,-39808,39286,--,-522,-39808,--,--,-522,--,--,-0.06
2364,倫飛電腦,629096,522674,106422,--,--,106422,286935,--,-180513,18732,-161781,206,-161987,--,--,-161987,3079,--,-158908,-161987,--,0,-158908,--,0,-0.88
2365,昆盈企業,5683477,4631255,1052222,--,--,1052222,1001102,--,51120,73907,125027,32475,92552,0,--,92552,67978,--,160530,87743,--,4809,155913,--,4617,0.29
2367,燿華,9984386,8766949,1217437,--,--,1217437,1114226,--,103211,138624,241835,146,241689,--,--,241689,15971,--,257660,240793,--,896,256048,--,1612,0.42
2368,金像電,14106178,12150981,1955197,0,0,1955197,1330527,-90338,534332,-220546,313786,115414,198372,0,--,198372,320075,--,518447,198372,--,--,518447,--,--,0.36
2369,菱生,4474973,3881717,593256,--,--,593256,411791,--,181465,24054,205519,33646,171873,--,--,171873,65365,--,237238,172861,--,-988,238226,--,-988,0.46
2371,大同,84541779,70647992,13893787,--,--,13893787,12582826,--,1310961,-335552,975409,465772,509637,--,--,509637,1862674,--,2372311,1235275,--,-725638,1866536,--,505775,0.54
2373,震旦行,8101765,4537573,3564192,51512,--,3512680,2915003,--,597677,508548,1106225,148274,957951,--,--,957951,142595,--,1100546,894805,--,63146,1023185,--,77361,2.88
2374,佳能,17803119,16223528,1579591,--,--,1579591,1463307,--,116284,-81309,34975,26239,8736,--,--,8736,894302,--,903038,8729,--,7,902302,--,736,0.02
2375,智寶,1245193,1030743,214450,--,--,214450,164057,--,50393,98277,148670,41528,107142,--,--,107142,-7816,--,99326,107142,0,0,99326,0,0,0.81
